x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-4.98321,0.3864723981513424,3200395195.6392784,2423638573.926541,0.1005438226722779,0.6172247368261015,-0.0001197138096148,0.0002572426200952,-3.3863167983755127,0.4891595068698087,True
-4.85469,0.1666338377573914,16077593376.491371,32950804702.907463,0.3993046899065077,0.7998528740148239,-0.000735940594602,0.0065600946492336,-3.1478882625114157,1.0230295729200916,True
-4.736880000000001,0.1632219183458014,35135622079.83374,26822758089.889023,1.9058468062803635,1.9472912000968348,-0.0026305703561367,0.009330272351965,0.2898210572854754,3.909369033329994,True
-4.59459,0.3878385646214378,29497404057.59472,24829605944.20539,2.4826788830663085,2.6990717320693034,-0.0024589819259176,0.0097873640164828,1.8876678476609687,6.051456227214729,True
-4.437000000000001,0.3876915816878429,35276131142.95753,25952386502.480476,2.1210807879910707,1.9519885357235085,-0.0027566995900472,0.012655104055925,-0.8487287756084735,4.144413515300893,True
-4.303890000000001,0.1263261101188548,30499317390.848324,22343125090.84872,2.946505376268292,2.04573900744932,-0.0027330519648031,0.0133987015634282,1.5620682148148235,4.399740648037858,True
-4.167720000000001,0.2367917295760446,23263509706.51741,25457525774.121727,2.0968266402226994,1.3037367048284223,-0.0018095267381517,0.0162145454654354,-2.070890394559536,3.068833427600245,True
-4.031550000000001,0.4436914978065763,50810154972.66737,29280520920.017654,2.580065777010942,1.607896224676173,-0.0043042630490622,0.0175891752250119,-0.188787490343144,3.411225764288345,True
-3.867840000000001,0.2643216521998624,30938352138.917866,28493733068.727036,2.0931425843163773,1.183087661896188,-0.0024047983566888,0.0187672832486525,-2.4197455204289904,2.5933244456140634,True
-3.76074,0.1405606990689947,41549006272.37482,30443092311.21896,1.962150844182389,1.2525545128931015,-0.003146924032834,0.0176096653446464,-2.216256395725543,2.3480121453802303,True
-3.6184499999999993,0.3794133949962137,11803620524.179165,6095441166.981517,0.4924444537818008,0.3719576070292552,-0.0005675924801703,0.0016866565754743,-4.629899969592255,0.4124214120737006,True
-3.44862,0.3392487168462173,37621698259.3231,26724410278.02112,2.614248455044307,1.2625451497277504,-0.0032046699965927,0.0209548128502229,-1.7252095397300136,2.6514684796732397,True
-3.341519999999999,0.1367851609117805,36141293656.73461,27548185802.13743,3.2565318568867903,1.4011177192966016,-0.0033811584352173,0.0280269630748348,-1.414444033724372,3.3704545412079976,True
-3.193110000000001,0.3791180127856376,37533936334.22956,30178639150.6156,2.7957227498204062,1.3081750941492087,-0.0032890292635037,0.0291197933098208,-2.9453351371901753,3.0050453180300054,True
