# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.55707E+02  0.46954E+01  0.38712E+02  0.69880E+01  0.40285E+01  0.40561E+02  0.67935E+01  0.62051E+00  0.14262E+01  0.98056E-01  0.00000E+00  0.00000E+00  0.15584E+01  0.55394E+02  0.54949E+02  0.31266E+00  0.52774E+02  0.49787E+01
            2            1  0.10000E+00  0.37509E+02  0.25758E+02  0.55459E+02  0.51134E+02  0.24415E+02  0.55685E+02  0.52567E+02  0.90993E+00  0.12763E+00  0.11479E+01  0.00000E+00  0.00000E+00  0.14703E+01  0.37509E+02  0.37509E+02  0.00000E+00  0.35448E+02  0.57308E+01
            2            1  0.10000E+00  0.70537E+02  0.17669E+02  0.45951E+02  0.22987E+02  0.19269E+02  0.46819E+02  0.23797E+02  0.17976E+01  0.30185E+01  0.50635E+00  0.00000E+00  0.00000E+00  0.43609E+01  0.67888E+02  0.66074E+02  0.26487E+01  0.53848E+02  0.32056E+02
            2            1  0.10000E+00  0.55703E+02  0.18998E+00  0.16635E+02  0.11389E+00  0.23241E+00  0.17976E+02  0.15700E+01  0.34848E+00  0.93372E+00  0.36366E+01  0.00000E+00  0.00000E+00  0.44758E+01  0.53482E+02  0.52574E+02  0.22209E+01  0.49950E+02  0.40811E+02
            2            1  0.10000E+00  0.80010E+02  0.72180E+01  0.54507E+02 -0.33480E+01  0.91196E+01  0.61596E+02 -0.14857E+01  0.19016E+01  0.70892E+01  0.18623E+01  0.00000E+00  0.00000E+00  0.82624E+01  0.73898E+02  0.69346E+02  0.61113E+01  0.00000E+00  0.48778E+02
            2            1  0.10000E+00  0.34778E+02  0.12200E+01  0.66407E+02 -0.84026E+01  0.94816E+00  0.69283E+02 -0.72727E+01  0.37745E+00  0.28764E+01  0.11299E+01  0.00000E+00  0.00000E+00  0.31634E+01  0.33507E+02  0.32618E+02  0.12709E+01  0.00000E+00  0.15737E+02
            2            1  0.10000E+00  0.32998E+02  0.11439E+02 -0.10245E+02  0.94215E+01  0.89580E+01 -0.11722E+02  0.12988E+02  0.24814E+01  0.14765E+01  0.35661E+01  0.00000E+00  0.00000E+00  0.48494E+01  0.30557E+02  0.28342E+02  0.24412E+01  0.00000E+00  0.29010E+02
            2            1  0.10000E+00  0.37795E+02  0.74978E+01  0.30843E+02  0.27406E+01  0.10985E+02  0.28067E+02  0.38076E+01  0.34869E+01  0.27761E+01  0.10670E+01  0.00000E+00  0.00000E+00  0.49657E+01  0.35257E+02  0.34233E+02  0.25382E+01  0.00000E+00  0.26570E+02
            2            1  0.10000E+00  0.26324E+02  0.33977E+01  0.34250E+02  0.37685E+01  0.51863E+01  0.36473E+02  0.66933E+01  0.17886E+01  0.22232E+01  0.29248E+01  0.00000E+00  0.00000E+00  0.43339E+01  0.24455E+02  0.22937E+02  0.18689E+01  0.00000E+00  0.36151E+02
            2            1  0.10000E+00  0.35809E+02  0.58633E+01  0.32729E+02  0.62971E+01  0.39320E+01  0.35412E+02  0.86911E+01  0.19313E+01  0.26832E+01  0.23940E+01  0.00000E+00  0.00000E+00  0.44032E+01  0.33232E+02  0.31834E+02  0.25776E+01  0.00000E+00  0.27556E+02
#ende
          10   number particle from SDTrimSP
