# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.11837E+02  0.13339E+00  0.20203E+02 -0.21078E+00 -0.34544E+01  0.21825E+02 -0.32642E+00  0.35878E+01  0.16216E+01  0.11564E+00  0.88073E+00  0.99747E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.80819E-01  0.00000E+00  0.87685E+00
            2            1  0.10000E+00  0.12764E+02  0.41386E+00  0.21510E+02  0.11442E+00 -0.40467E+01  0.24027E+02 -0.27660E+01  0.44605E+01  0.25171E+01  0.28804E+01  0.73260E+00  0.69378E+00  0.00000E+00  0.86022E+00  0.00000E+00  0.36690E+00  0.00000E+00  0.35292E+01
            2            1  0.10000E+00  0.10479E+02  0.78803E-01  0.16282E+02 -0.13041E+00 -0.37406E+01  0.21003E+02 -0.38102E+01  0.38194E+01  0.47206E+01  0.36798E+01  0.49092E+00  0.86003E+00  0.15394E+01  0.25022E+02  0.25022E+02  0.16698E+01  0.00000E+00  0.92316E+01
            2            1  0.10000E+00  0.48208E+01  0.44708E+00  0.60697E+02 -0.65911E+01 -0.43802E+01  0.61073E+02 -0.32050E+01  0.48273E+01  0.37646E+00  0.33861E+01  0.63943E+00  0.11050E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.22629E+00  0.00000E+00  0.43954E+01
            2            1  0.10000E+00  0.78111E+02  0.14587E+01  0.24309E+02  0.25735E+00 -0.38665E+01  0.42800E+02  0.75934E-01  0.53252E+01  0.18491E+02  0.12754E+01  0.37975E+00  0.98868E+00  0.96300E+01  0.37670E+02  0.33687E+02  0.14590E+02  0.00000E+00  0.22820E+02
            2            1  0.10000E+00  0.18324E+02  0.89925E+00  0.27661E+02  0.59901E+00 -0.44239E+01  0.30148E+02  0.12244E+01  0.53232E+01  0.24865E+01  0.62535E+00  0.87930E+00  0.96980E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.66359E+00  0.00000E+00  0.49912E+01
            2            1  0.10000E+00  0.64953E+01  0.40034E-02  0.18518E+02 -0.21766E+00 -0.33569E+01  0.19873E+02 -0.17617E+01  0.33609E+01  0.13549E+01  0.15440E+01  0.75566E+00  0.65956E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.20941E-02  0.00000E+00  0.34694E-01
            2            1  0.10000E+00  0.48407E+01  0.13044E+00  0.25094E+02  0.20938E+01 -0.36606E+01  0.26027E+02  0.26161E+01  0.37911E+01  0.93308E+00  0.52230E+00  0.93232E+00  0.87259E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.55565E-01  0.00000E+00  0.10927E+01
            2            1  0.10000E+00  0.42680E+01  0.14066E+01  0.36994E+02  0.15164E+01 -0.41486E+01  0.35114E+02  0.79863E+00  0.55552E+01  0.18800E+01  0.71774E+00  0.88436E+00 -0.93423E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.61281E+00  0.00000E+00  0.12276E+02
            2            1  0.10000E+00  0.14009E+02  0.71014E+00  0.24302E+02 -0.35334E+00 -0.36594E+01  0.27235E+02 -0.22991E+01  0.43696E+01  0.29327E+01  0.19457E+01  0.77135E+00  0.93847E+00 -0.44585E+00  0.96136E+01  0.96136E+01  0.97813E+00  0.00000E+00  0.59084E+01
#ende
          10   number particle from SDTrimSP
