# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.26541E+02  0.28824E+01  0.21446E+02  0.88709E+00  0.53686E+01  0.21312E+02  0.16623E+01  0.24862E+01  0.24305E+00  0.77518E+00  0.00000E+00  0.00000E+00  0.27537E+01  0.25502E+02  0.26208E+02  0.10395E+01  0.00000E+00  0.18661E+02
            2            1  0.10000E+00  0.36653E+02  0.27807E+00  0.15982E+02 -0.11729E+00 -0.57237E+00  0.22011E+02  0.23640E+01  0.85044E+00  0.60285E+01  0.24813E+01  0.00000E+00  0.00000E+00  0.56180E+01  0.32601E+02  0.30255E+02  0.34016E+01  0.00000E+00  0.53099E+02
            2            1  0.10000E+00  0.26581E+02  0.21015E+01  0.18420E+02 -0.22590E+01  0.30139E+01  0.18968E+02 -0.66173E+01  0.91236E+00  0.81627E+00  0.43583E+01  0.00000E+00  0.00000E+00  0.47391E+01  0.24462E+02  0.23065E+02  0.21189E+01  0.00000E+00  0.31568E+02
            2            1  0.10000E+00  0.28276E+02  0.11468E+01  0.19632E+02 -0.13728E+01  0.69928E+00  0.22032E+02 -0.28441E+01  0.44754E+00  0.23997E+01  0.14713E+01  0.00000E+00  0.00000E+00  0.30177E+01  0.27185E+02  0.27372E+02  0.10902E+01  0.00000E+00  0.18306E+02
            2            1  0.10000E+00  0.32777E+02  0.13842E+01  0.21813E+02  0.15666E+01  0.19363E+01  0.25601E+02  0.70283E+00  0.66962E+00  0.37877E+01  0.86377E+00  0.00000E+00  0.00000E+00  0.43887E+01  0.30686E+02  0.28606E+02  0.20908E+01  0.00000E+00  0.34974E+02
            2            1  0.10000E+00  0.31462E+02  0.26418E-01  0.19069E+02 -0.19078E+00  0.11681E+01  0.21163E+02 -0.14016E+01  0.11417E+01  0.20949E+01  0.12108E+01  0.00000E+00  0.00000E+00  0.31079E+01  0.29829E+02  0.28515E+02  0.16338E+01  0.00000E+00  0.16565E+02
            2            1  0.10000E+00  0.26867E+02  0.33829E+00  0.15805E+02 -0.25097E+00  0.24178E+01  0.17556E+02  0.17678E-01  0.20795E+01  0.17504E+01  0.45944E+00  0.00000E+00  0.00000E+00  0.29909E+01  0.25801E+02  0.24479E+02  0.10661E+01  0.00000E+00  0.17986E+02
            2            1  0.10000E+00  0.29462E+02  0.14300E+01  0.23510E+02  0.28936E+01 -0.11778E+01  0.29362E+02  0.70915E+01  0.53793E+01  0.58514E+01  0.41978E+01  0.00000E+00  0.00000E+00  0.18349E+01  0.27126E+02  0.26206E+02  0.23362E+01  0.00000E+00  0.38589E+02
            2            1  0.10000E+00  0.30352E+02  0.30859E+00  0.18596E+02 -0.45777E+00 -0.10998E+01  0.29216E+02 -0.35904E+01  0.38736E+01  0.10620E+02  0.31326E+01  0.00000E+00  0.00000E+00  0.44744E+01  0.26665E+02  0.24325E+02  0.36874E+01  0.00000E+00  0.49573E+02
            2            1  0.10000E+00  0.42760E+02  0.29886E+00  0.16744E+02 -0.11301E+00  0.67061E+00  0.20701E+02 -0.27748E+00  0.42495E+01  0.49537E+01  0.71141E+01  0.00000E+00  0.00000E+00  0.41864E+01  0.38679E+02  0.38137E+02  0.40809E+01  0.27695E+02  0.52893E+02
#ende
          10   number particle from SDTrimSP
