# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.14674E+01  0.33728E+00  0.23824E+02 -0.54337E+00 -0.47999E+01  0.26230E+02  0.11101E+01  0.51372E+01  0.24054E+01  0.16534E+01  0.36370E+00  0.82408E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12501E+00  0.00000E+00  0.39960E+01
            2            1  0.10000E+00  0.92234E+01  0.23886E+00  0.15681E+02  0.29892E-01 -0.34310E+01  0.21391E+02 -0.26318E-01  0.36699E+01  0.57098E+01  0.65308E+00  0.71467E+00  0.98390E+00  0.11511E+01  0.19949E+02  0.19949E+02  0.26691E+01  0.00000E+00  0.15375E+02
            2            1  0.10000E+00  0.28436E+02  0.37079E-01  0.15098E+02  0.65750E-01 -0.35323E+01  0.23859E+02 -0.74400E+00  0.35694E+01  0.87616E+01  0.80975E+00  0.44730E+00  0.98627E+00  0.19695E+01  0.78989E+01  0.68574E+01  0.23915E+01  0.00000E+00  0.99880E+01
            2            1  0.10000E+00  0.48115E+01  0.18139E+00  0.16916E+02 -0.13941E+00 -0.41977E+01  0.20340E+02 -0.21431E+01  0.43790E+01  0.34233E+01  0.20037E+01  0.44501E+00  0.86304E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10043E+00  0.00000E+00  0.19740E+01
            2            1  0.10000E+00  0.69049E+01  0.15846E+00  0.15968E+02 -0.26186E+00 -0.40382E+01  0.19127E+02 -0.58844E+01  0.41967E+01  0.31583E+01  0.56225E+01  0.24618E+00  0.40840E+00  0.00000E+00  0.32965E+01  0.32965E+01  0.32816E+00  0.00000E+00  0.39240E+01
            2            1  0.10000E+00  0.24010E+02  0.87475E-02  0.21646E+02 -0.48236E-01 -0.38120E+01  0.26947E+02 -0.42472E+01  0.38208E+01  0.53007E+01  0.41990E+01  0.45414E+00  0.74321E+00  0.00000E+00  0.46571E+01  0.46571E+01  0.26684E-01  0.00000E+00  0.13966E+00
            2            1  0.10000E+00  0.21782E+02  0.29562E+00  0.21435E+02  0.27615E+01 -0.40253E+01  0.29844E+02  0.59566E+00  0.43209E+01  0.84089E+01  0.21659E+01  0.34327E+00  0.94830E+00  0.00000E+00  0.33364E+01  0.24093E+01  0.11043E+01  0.00000E+00  0.63138E+01
            2            1  0.10000E+00  0.23110E+02  0.34039E+00  0.17609E+02  0.16582E+00 -0.44994E+01  0.23531E+02  0.15251E+01  0.48398E+01  0.59214E+01  0.13593E+01  0.62270E+00  0.96037E+00  0.00000E+00  0.27136E+01  0.23378E+01  0.66298E+00  0.00000E+00  0.37430E+01
            2            1  0.10000E+00  0.24203E+02  0.81400E-01  0.21110E+02 -0.30337E+00 -0.47259E+01  0.30955E+02 -0.93082E+00  0.48073E+01  0.98448E+01  0.62745E+00  0.65569E+00  0.99829E+00  0.35946E+01  0.98387E+01  0.82175E+01  0.38874E+01  0.00000E+00  0.16711E+02
            2            1  0.10000E+00  0.10646E+02  0.45661E+00  0.16637E+02  0.38530E-01 -0.47174E+01  0.20668E+02  0.60182E+01  0.51740E+01  0.40313E+01  0.59797E+01  0.61074E+00  0.32804E+00  0.11030E+01  0.16534E+02  0.15390E+02  0.22885E+01  0.00000E+00  0.14326E+02
#ende
          10   number particle from SDTrimSP
