# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.45782E+02  0.85862E+01  0.63917E+02 -0.81423E+01  0.67295E+01  0.64652E+02 -0.83880E+01  0.12818E+01  0.21449E+01  0.30110E+00  0.00000E+00  0.00000E+00  0.29329E+01  0.44232E+02  0.42848E+02  0.15501E+01  0.31781E+02  0.16066E+02
            2            1  0.10000E+00  0.53333E+02  0.28101E+02  0.87695E+02 -0.22439E+02  0.28356E+02  0.89695E+02 -0.22682E+02  0.34792E+00  0.24157E+01  0.14624E+01  0.00000E+00  0.00000E+00  0.31298E+01  0.51714E+02  0.52410E+02  0.16195E+01  0.29949E+02  0.13870E+02
            2            1  0.10000E+00  0.27231E+02  0.26751E+02  0.84552E+02 -0.33783E+02  0.23920E+02  0.85049E+02 -0.34553E+02  0.28314E+01  0.49681E+00  0.82431E+00  0.00000E+00  0.00000E+00  0.31233E+01  0.26118E+02  0.25166E+02  0.11126E+01  0.00000E+00  0.16827E+02
            2            1  0.10000E+00  0.40972E+02  0.52089E+02  0.35860E+02 -0.90219E+02  0.56675E+02  0.34885E+02 -0.89745E+02  0.45865E+01  0.99950E+00  0.63553E+00  0.00000E+00  0.00000E+00  0.50468E+01  0.37091E+02  0.35152E+02  0.35400E+01  0.00000E+00  0.25500E+02
            2            1  0.10000E+00  0.21458E+03  0.51327E+00  0.55760E+02  0.30651E+01  0.60413E+01  0.64354E+02 -0.70209E+01  0.55280E+01  0.88224E+01  0.10086E+02  0.00000E+00  0.00000E+00  0.16542E+02  0.19226E+03  0.18852E+03  0.22324E+02  0.10991E+03  0.50570E+02
            2            1  0.10000E+00  0.40867E+02  0.69470E+01  0.37221E+02 -0.70177E+01  0.77726E+01  0.37744E+02 -0.12346E+02  0.18479E+01  0.52385E+00  0.53283E+01  0.00000E+00  0.00000E+00  0.65483E+01  0.37096E+02  0.34984E+02  0.37713E+01  0.00000E+00  0.39484E+02
            2            1  0.10000E+00  0.67185E+02  0.82588E+01  0.95666E+02 -0.71816E+01  0.99016E+01  0.10129E+03 -0.54065E+01  0.16428E+01  0.56225E+01  0.17752E+01  0.00000E+00  0.00000E+00  0.68519E+01  0.60483E+02  0.57537E+02  0.55292E+01  0.00000E+00  0.33391E+02
            2            1  0.10000E+00  0.36912E+02  0.31018E+02  0.68509E+02 -0.18871E+02  0.32551E+02  0.66485E+02 -0.17849E+02  0.15336E+01  0.20243E+01  0.10228E+01  0.00000E+00  0.00000E+00  0.31487E+01  0.35591E+02  0.34088E+02  0.13208E+01  0.00000E+00  0.15358E+02
            2            1  0.10000E+00  0.53019E+02  0.49379E+02  0.21007E+03  0.84186E+01  0.49159E+02  0.20807E+03  0.48833E+01  0.12693E+01  0.19928E+01  0.35353E+01  0.00000E+00  0.00000E+00  0.49273E+01  0.49839E+02  0.47938E+02  0.31800E+01  0.00000E+00  0.26054E+02
            2            1  0.10000E+00  0.40573E+02  0.27489E+02  0.77163E+02  0.14895E+02  0.28146E+02  0.77897E+02  0.13149E+02  0.15598E+01  0.16313E+01  0.11540E+01  0.00000E+00  0.00000E+00  0.28007E+01  0.39232E+02  0.38893E+02  0.13412E+01  0.30676E+02  0.17402E+02
#ende
          10   number particle from SDTrimSP
