# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.22877E+02  0.12854E-01  0.16450E+02  0.12368E+00 -0.35870E+01  0.19721E+02  0.86586E+01  0.35998E+01  0.32710E+01  0.85349E+01  0.16614E+00  0.31941E+00  0.00000E+00  0.54483E+00  0.00000E+00  0.30602E-01  0.00000E+00  0.19104E+00
            2            1  0.10000E+00  0.34275E+02  0.23876E+01  0.25914E+02  0.15064E+01 -0.43832E+01  0.30804E+02  0.57556E+01  0.67708E+01  0.48899E+01  0.42493E+01  0.79898E+00  0.60667E+00  0.36326E+01  0.44373E+02  0.42568E+02  0.53023E+01  0.37441E+02  0.12512E+02
            2            1  0.10000E+00  0.14351E+03  0.13843E+01  0.32563E+02 -0.15389E+00 -0.35456E+01  0.42227E+02  0.30835E+01  0.49298E+01  0.96646E+01  0.32374E+01  0.50670E+00  0.86633E+00  0.37856E+01  0.71683E+02  0.69434E+02  0.98539E+01  0.65138E+02  0.82266E+01
            2            1  0.10000E+00  0.86776E+01  0.71201E+00  0.24860E+02  0.11236E+01 -0.48053E+01  0.26074E+02  0.28539E+01  0.55174E+01  0.12144E+01  0.17303E+01  0.90370E+00  0.57449E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.38046E+00  0.00000E+00  0.50809E+01
            2            1  0.10000E+00  0.13084E+02  0.14239E+01  0.61300E+02  0.63042E+02 -0.43891E+01  0.65497E+02  0.65325E+02  0.58130E+01  0.41964E+01  0.22837E+01  0.64465E+00  0.94519E+00 -0.44166E+00  0.15872E+02  0.15292E+02  0.14141E+01  0.00000E+00  0.79478E+01
            2            1  0.10000E+00  0.17208E+02  0.55929E-01  0.18125E+02 -0.38577E-01 -0.41838E+01  0.24467E+02  0.53242E+01  0.42398E+01  0.63423E+01  0.53628E+01  0.35919E+00  0.82031E+00  0.15678E+01  0.20495E+02  0.20039E+02  0.16486E+01  0.00000E+00  0.74168E+01
            2            1  0.10000E+00  0.17358E+02  0.53073E+00  0.43586E+02 -0.72442E+01 -0.44178E+01  0.38401E+02 -0.10514E+02  0.49486E+01  0.51848E+01  0.32699E+01  0.51360E+00 -0.84584E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.54820E+00  0.00000E+00  0.43249E+01
            2            1  0.10000E+00  0.42381E+01  0.76812E+00  0.22120E+02  0.20955E+01 -0.45556E+01  0.22333E+02  0.36124E+01  0.53237E+01  0.21306E+00  0.15169E+01  0.98716E+00  0.16002E+00 -0.58143E+00  0.57192E+01  0.48817E+01  0.59630E+00  0.00000E+00  0.71526E+01
            2            1  0.10000E+00  0.28376E+02  0.10676E+01  0.70639E+02 -0.60381E+02 -0.39928E+01  0.77565E+02 -0.64115E+02  0.50604E+01  0.69260E+01  0.37335E+01  0.62489E+00  0.83779E+00  0.35897E+01  0.19224E+02  0.19224E+02  0.37320E+01  0.00000E+00  0.13771E+02
            2            1  0.10000E+00  0.23415E+02  0.12121E+01  0.68718E+02 -0.61183E+02 -0.40280E+01  0.60859E+02 -0.58475E+02  0.52402E+01  0.78590E+01  0.27075E+01  0.46974E+00 -0.95476E+00  0.19695E+01  0.50377E+00  0.00000E+00  0.19410E+01  0.00000E+00  0.11386E+02
#ende
          10   number particle from SDTrimSP
