# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.45655E+01  0.64742E+00  0.94838E+02 -0.13289E+02 -0.45287E+01  0.92261E+02 -0.12671E+02  0.51761E+01  0.25774E+01  0.61780E+00  0.87593E+00 -0.99705E+00  0.00000E+00  0.13683E+01  0.13683E+01  0.37658E+00  0.00000E+00  0.64153E+01
            2            1  0.10000E+00  0.80379E+02  0.15320E+01  0.44645E+02 -0.76640E+00 -0.48407E+01  0.48896E+02  0.10720E+01  0.63727E+01  0.42510E+01  0.18384E+01  0.79890E+00  0.91785E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.24570E+01  0.00000E+00  0.48519E+01
            2            1  0.10000E+00  0.65806E+01  0.36616E+00  0.19822E+02 -0.26589E+00 -0.50938E+01  0.21782E+02 -0.13858E+01  0.54600E+01  0.19607E+01  0.11199E+01  0.87791E+00  0.86834E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.17910E+00  0.00000E+00  0.29055E+01
            2            1  0.10000E+00  0.23814E+02  0.59803E+00  0.21665E+02  0.84074E-01 -0.41994E+01  0.23933E+02 -0.25142E+01  0.47974E+01  0.22679E+01  0.25983E+01  0.77822E+00  0.65759E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.54443E+00  0.00000E+00  0.33043E+01
            2            1  0.10000E+00  0.42853E+01  0.13896E+01  0.27560E+02 -0.14397E+01 -0.38087E+01  0.27892E+02 -0.69397E+00  0.51983E+01  0.69549E+00  0.93400E+00  0.99162E+00 -0.88802E+00  0.14591E+01  0.12832E+02  0.12832E+02  0.11600E+01  0.00000E+00  0.11694E+02
            2            1  0.10000E+00  0.13287E+02  0.71625E+00  0.21255E+02 -0.19005E+00 -0.45824E+01  0.22644E+02 -0.22443E+01  0.52986E+01  0.13888E+01  0.20543E+01  0.92450E+00  0.49187E+00  0.00000E+00  0.16633E+01  0.16633E+01  0.54279E+00  0.00000E+00  0.48228E+01
            2            1  0.10000E+00  0.80088E+01  0.14781E+01  0.36430E+02 -0.22965E+01 -0.41694E+01  0.37928E+02 -0.31746E+01  0.56476E+01  0.14980E+01  0.87806E+00  0.93445E+00  0.86272E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.76296E+00  0.00000E+00  0.10506E+02
            2            1  0.10000E+00  0.24873E+01  0.12091E+01  0.27655E+02  0.36280E+00 -0.44940E+01  0.28838E+02  0.13554E+01  0.57031E+01  0.11828E+01  0.99260E+00  0.91035E+00  0.76601E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.45169E+00  0.00000E+00  0.11664E+02
            2            1  0.10000E+00  0.15708E+01  0.22155E+01  0.51782E+02 -0.88555E+00 -0.50576E+01  0.57187E+02 -0.38187E+01  0.72731E+01  0.59027E+01  0.30109E+01  0.98855E+00 -0.98803E+00  0.73107E+01  0.11412E+03  0.11240E+03  0.95388E+01  0.79716E+02  0.31317E+02
            2            1  0.10000E+00  0.95053E+01  0.67744E+00  0.22761E+02  0.57795E+00 -0.37905E+01  0.24661E+02  0.38984E+01  0.44680E+01  0.18997E+01  0.33204E+01  0.67822E+00  0.57122E+00  0.00000E+00  0.57221E+00  0.00000E+00  0.50869E+00  0.00000E+00  0.60781E+01
#ende
          10   number particle from SDTrimSP
