x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-4.96944,0.3543906224398223,29065014725.44965,14396899187.725245,0.992534653952025,0.5339250891070522,-0.0017139614460918,0.002442396643666,0.0504823024493164,0.8259707071100765,True
-4.8348,0.2718501314313445,14799296844.479595,12877368908.404495,1.32221577659261,0.9419800155266088,-0.000964293572919,0.0024983150207996,1.0084592845586409,1.7128490758454094,True
-4.70169,0.1831042211860015,15554931435.093475,17954163569.68912,1.3751588983640015,1.808187249036845,-0.0010281475105398,0.0041228691940294,0.4226037332869984,3.426957627048864,True
-4.567050000000001,0.3251785182516365,21204746550.71927,17813042672.057716,1.6958563514037313,1.0700360183311808,-0.0015167127533062,0.0051418487785664,0.9843591872992116,2.065538785977724,True
-4.44465,0.4124099697291543,49502007354.64922,24384381883.130863,0.915418472216213,0.4383469251042357,-0.0028427163642318,0.0047064412840176,-0.657389879070744,0.6676620857772455,True
-4.27329,0.2272825958892085,48840611113.17957,33659345447.71777,0.8504138358672145,0.6389432693180234,-0.0027395726284887,0.0072826217220413,-1.4421543924761329,1.0159132235732629,True
-4.12947,0.1751183458374184,66079915798.43119,38153434954.15796,1.2289609367786434,0.6398139010123705,-0.0041940186862858,0.0110689395292635,-1.044124460901819,1.10696378128298,True
-4.017780000000001,0.4023525607255004,51766654629.15201,31651458751.82082,2.10516730034191,0.7647185489884829,-0.0040330740758127,0.0166504303935788,-0.5755348007359951,1.6237672688895104,True
-3.8861999999999997,0.4775103486798149,82336327550.89883,46510349085.981995,0.879362307783377,0.4321254952275026,-0.004667657261883,0.0156115338679456,-3.4523496269488128,0.6257833577610068,True
-3.7010700000000005,0.1841294141804,64328029986.074425,39599607793.91478,1.0391356232122844,0.4766845316526873,-0.0038521836727197,0.0162121081494796,-3.884031761775383,0.7789347432448199,True
-3.5878500000000004,0.2275427773657607,65756124440.303154,45726556151.99133,1.5968060059395142,0.6072376091880867,-0.0045960381424743,0.0261392243674931,-3.518389241112004,1.290924400909958,True
-3.4577999999999998,0.4653401831294673,50029026263.828064,46065602803.89615,1.8832721052446917,0.7888987930797247,-0.0037280107384173,0.0356150815076751,-4.8562014712282435,2.0630708732435457,True
-3.289500000000001,0.3232700531016299,63525343764.75847,51872976473.18819,2.1949486402271003,0.8797657170162698,-0.0050337374513861,0.0428379761545922,-4.012649577751093,2.1520992931469096,True
-3.156389999999999,0.1695543502160191,64278540293.48311,48166162458.00053,2.397073442669428,0.8888992616505762,-0.0052809742257606,0.0428608180157624,-3.83781777956086,2.165704723184865,True
-3.0141,0.4345118992331169,66823368840.72722,44925299678.09157,3.1285578037098407,0.9746378436667076,-0.0061441764442973,0.051132745505448,-3.2175909563766565,2.5349881643900845,True
-2.8748700000000005,0.360290965016761,66434899888.07304,52286100166.3059,2.037782713035406,0.7793473948042715,-0.0051084811107985,0.0490880896879742,-6.304075946527282,1.9125185023554456,True
-2.6973900000000004,0.1612572663699279,77811959865.72183,59535651206.01736,2.379289148780369,0.9568943800336064,-0.0063731961334918,0.0602537824880819,-5.492749849011321,2.255783991373529,True
-2.57958,0.4353914204190295,79183819013.38945,55557224148.4797,3.718768332901945,1.58468940154696,-0.0078505045953761,0.0786733103384339,-3.655181382283655,3.62426467606903,True
-2.4403499999999996,0.2534762514167475,79476823446.23802,54931021406.02845,5.102495392042917,1.7408304999772444,-0.0090802863505032,0.0988587736113312,-0.8431916622015717,4.623149463730515,True
-2.2689900000000014,0.2166057940633936,78597088424.5735,62755275855.03714,3.440087863334118,1.2940820166973754,-0.0075305674213603,0.0855115589358195,-4.189535066382428,3.3678505051563934,True
-2.1771900000000004,0.3966473804584733,92078395716.53143,77148141077.56442,2.403520445569724,1.3451982037146224,-0.0075733578432957,0.082534459870046,-6.307705130250289,2.754555956441596,True
