x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-5.094899999999999,0.2862359312983861,36507511933.82816,20481096637.706696,0.1647386841884235,0.2912351011868686,-0.0014367327846967,0.0012595942654666,-0.8843183179530655,0.3992388749406877,True
-4.95261,0.30500857085027,21006115250.10487,24052978690.036083,0.1,0.7272278563721212,-0.0007853977607523,0.0016316647902525,-1.606309085897344,0.709876547744222,True
-4.81185,0.2436360038983671,40794146055.19061,31993560919.04261,0.178615547970342,0.7864717853773806,-0.001622101548624,0.0019724161397136,-1.5940886598107005,1.9703320126040271,True
-4.686389999999999,0.2553136195476176,29406016648.633213,24055508849.334076,0.1,0.3760019388306735,-0.0010994617211941,0.0018342004273409,-1.6757885749959516,0.5088270000846131,True
-4.553279999999999,0.3484898332656952,44816834697.39218,23274985519.723476,0.4627780886650897,0.500575812499344,-0.0021226215478629,0.0023173238022496,-0.8406507831313231,0.7853178052659125,True
-4.41864,0.3050341906366116,38573458980.42917,26452677796.403824,0.6482862853055464,0.6119685473256617,-0.0019951794519475,0.0035808568121654,-0.7229882914154823,0.9733261623153452,True
-4.2717600000000004,0.1936289682342679,60002887592.39779,30335392487.3925,0.7380131410480542,0.6162328958275043,-0.0032225752542336,0.0052936549705673,-1.4050997328157964,1.1572167107900422,True
-4.127940000000001,0.2330465574705847,54543346117.89404,36836367215.29136,0.7589238069275925,0.5234821505657488,-0.0029539952338447,0.0080397450241665,-1.8473148931549417,0.8078540086189967,True
-4.016249999999999,0.4122904116246776,42192735912.83614,28840457861.73621,2.6293151016168603,0.7535289267803553,-0.0036027209495909,0.0177599914805907,0.625890450811473,2.0652198545990945,True
-3.8571299999999997,0.3309809897683853,42263334750.00237,28278313792.929165,2.5707642850204184,0.7159567831533487,-0.0035748291590212,0.0194130302279782,-0.4736178842876933,2.012769963561037,True
-3.6949500000000004,0.1341792987898384,54350391614.415955,37013367970.92122,1.6373435023780507,0.7800350490836085,-0.0038353776215605,0.0171768063189577,-1.8498300981377145,1.452547307192472,True
-3.5679599999999994,0.3681216192670596,57920414389.08446,37152268119.72557,3.1703132058246077,1.1555618360045554,-0.0053561349796864,0.0321541277089606,-0.1027721602843715,2.6816511458368653,True
-3.4440299999999997,0.3867898935547483,49256653543.598335,38338984486.51673,2.8951348476042424,1.4058501048076213,-0.0043808835242099,0.0357699516258551,-2.1658555525167777,3.0763611154303954,True
-3.28491,0.1459315370174623,72073163958.80455,59782417006.40973,0.8478094746847225,0.6331405806760826,-0.0040388351735326,0.0257457698701869,-5.419894695130446,0.9562258774609882,True
-3.1365,0.3856161376518903,71021130438.52847,62804878535.70932,0.8747670444263391,0.5098489400929707,-0.004019485133036,0.0329123202997041,-6.800695743125331,0.9454997672004576,True
-3.0171600000000005,0.3776203640914348,66331590069.64279,57180161490.93718,1.3763978357976785,0.7453705978289622,-0.0043858235926383,0.0401909451622723,-6.760576043917764,1.5291442178225774,True
-2.842739999999999,0.1568747579165695,38878992268.47202,70729717672.94965,0.6222169407268784,0.6270542914887819,-0.0019880243498493,0.0337039942285746,-7.515236474266203,1.413783343807416,True
-2.7172800000000006,0.4347443765636727,26626533289.699604,7707037232.061061,0.5656030967913717,0.3144046119501538,-0.0013267242051732,0.0031843958672078,-7.9487098829112,0.3854130916349465,True
-2.5688699999999995,0.3288338403568893,74499948844.7835,53215164513.00517,2.6560450180393267,1.0356406374374134,-0.0063884552774354,0.0569442806241573,-4.827624010987631,2.4050395390790733,True
-2.39292,0.2307022134284935,86187727067.84724,56376974661.85216,2.618726483788617,1.1271959586046822,-0.0073468701049596,0.0602234328391635,-5.164363353085658,2.32896887027041,True
-2.2751100000000006,0.4311437526260974,75433243069.6025,61484701173.08566,2.7630944628243936,1.1943077280491323,-0.0065772733636782,0.0704789390586868,-5.177653951939892,2.861895861958813,True
-2.13894,0.1815255654583011,92630302940.8107,59148488051.10407,3.542044513993513,1.3262168639008194,-0.0089892181497789,0.0784500640575272,-3.4988152029303228,3.099076062230438,True
-2.0042999999999997,0.3804621186032146,89662679618.98027,89210018566.31656,0.8460766639827897,0.5334195355713782,-0.0050212853372566,0.0559702387077781,-8.858768349165546,1.0584171055586644,True
-1.8711900000000004,0.2575974932489063,108781232224.20164,100417398358.83908,1.2053788215508658,0.8257209995351034,-0.0068569770559917,0.0826774619206261,-9.900750208068386,1.5436401152786663,True
-1.7090100000000001,0.3197021649523934,107746774507.17574,89518263952.21701,2.6543782283565553,1.400040858951476,-0.0092369682522119,0.1235371160485156,-8.735050442594714,3.0199567800416744,True
-1.5804899999999993,0.374459569261812,62699831217.89101,25118553177.78608,0.7461413024310143,0.4131686078402093,-0.0033784563073037,0.0164126320037866,-11.094579085603616,0.4826853789656589,True
-1.4091299999999993,0.2185218522164751,113715199639.72868,105533413128.5469,3.539428818390913,1.7832235180020626,-0.0110318103585133,0.1789458423528173,-7.368570833452648,4.321384089081763,True
-1.2882600000000002,0.3678680261514474,142776319290.0739,113476125156.27583,3.5914013548129637,1.7448166849946092,-0.0139399274592823,0.1830899527347749,-6.375564191529012,3.864812637940517,True
-1.1520900000000003,0.2276477566798101,152690816798.38748,141204934614.9797,2.2127749940259944,1.108717194529215,-0.0121391448785325,0.1643383296293069,-8.352640261633804,2.5142586390897614,True
-0.9868499999999996,0.3040991610238681,144508038821.76758,123898066418.8692,5.160381214162923,2.0759760671424967,-0.0165952247008834,0.2575594917454226,-3.038794157290439,5.5525075613487305,True
-0.8629200000000008,0.2672334061853528,168911454893.15802,148410413126.158,4.645423383003557,2.0198984175031605,-0.0184943022165362,0.2958810113188104,-4.735582340986061,5.180817673320004,True
-0.7083899999999996,0.3070410493819481,182415404209.3097,156401402319.13507,5.281349686219135,2.3612046139207585,-0.0211711485171125,0.3468096952052548,-3.8243139374039568,5.782713793391675,True
-0.5752800000000002,0.3034842847561332,198998231221.86945,166652184809.98474,6.146550944811561,2.588617871549782,-0.0247637080224804,0.4292000085289055,-2.838308061002387,6.67362183700759,True
-0.4131,0.2511951574351169,211812297974.54672,192920475091.5125,5.01492171503008,2.1783069635638013,-0.0240098329009207,0.4299118813322303,-5.08685026985879,5.648690666964117,True
-0.2891699999999995,0.2577368754304948,219926500655.26392,98062772957.75269,2.4976595003955113,0.8868611540844498,-0.0183796401364926,0.1705357448506226,-14.59267738644199,1.330665291554503,False
-0.16830000000000034,0.2909048416157853,290318788137.6814,243222757819.43417,6.499220354201677,2.092551868851819,-0.037073899234145,0.795135645901731,-6.516581409189114,6.034535492066566,False
0.0,0.2825228381495134,285123323302.99677,220909982634.80527,6.532823358898017,2.6253046724229874,-0.0364977329147713,0.6172851817713192,-2.8963537535255504,6.652019538743479,False
0.1376999999999997,0.3176885076062467,247419911252.8796,205969276053.50845,6.312822104753925,2.5460997328680186,-0.0311721287139847,0.5522859795107636,-2.90012755358659,6.577915951896905,False
0.29223,0.2511951574351169,211812297974.54672,192920475091.5125,5.01492171503008,2.1783069635638013,-0.0240098329009207,0.4299118813322303,-5.08685026985879,5.648690666964117,False
0.4131,0.3034842847561332,198998231221.86945,166652184809.98474,6.146550944811561,2.588617871549782,-0.0247637080224804,0.4292000085289055,-2.838308061002387,6.67362183700759,False
0.5752800000000002,0.3070410493819481,182415404209.3097,156401402319.13507,5.281349686219135,2.3612046139207585,-0.0211711485171125,0.3468096952052548,-3.8243139374039568,5.782713793391675,False
0.7083899999999996,0.2672334061853528,168911454893.15802,148410413126.158,4.645423383003557,2.0198984175031605,-0.0184943022165362,0.2958810113188104,-4.735582340986061,5.180817673320004,False
0.8629200000000008,0.3040991610238681,144508038821.76758,123898066418.8692,5.160381214162923,2.0759760671424967,-0.0165952247008834,0.2575594917454226,-3.038794157290439,5.5525075613487305,False
0.9868499999999996,0.2276477566798101,152690816798.38748,141204934614.9797,2.2127749940259944,1.108717194529215,-0.0121391448785325,0.1643383296293069,-8.352640261633804,2.5142586390897614,False
1.1520900000000003,0.3678680261514474,142776319290.0739,113476125156.27583,3.5914013548129637,1.7448166849946092,-0.0139399274592823,0.1830899527347749,-6.375564191529012,3.864812637940517,False
1.2882600000000002,0.2185218522164751,113715199639.72868,105533413128.5469,3.539428818390913,1.7832235180020626,-0.0110318103585133,0.1789458423528173,-7.368570833452648,4.321384089081763,False
1.4091299999999993,0.374459569261812,62699831217.89101,25118553177.78608,0.7461413024310143,0.4131686078402093,-0.0033784563073037,0.0164126320037866,-11.094579085603616,0.4826853789656589,False
1.5804899999999993,0.3197021649523934,107746774507.17574,89518263952.21701,2.6543782283565553,1.400040858951476,-0.0092369682522119,0.1235371160485156,-8.735050442594714,3.0199567800416744,False
1.7090100000000001,0.2575974932489063,108781232224.20164,100417398358.83908,1.2053788215508658,0.8257209995351034,-0.0068569770559917,0.0826774619206261,-9.900750208068386,1.5436401152786663,False
