x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-4.80879,0.3418407918689808,32940074863.27088,17654012979.36793,0.7009165766304662,0.5561419965696116,-0.0017424057325833,0.0023554684956236,-0.5214854336469238,0.9201417269759848,True
-4.6420200000000005,0.1278917270783447,27996251474.97658,19928143488.508636,0.8800644599462801,0.7362177825365896,-0.001587515087445,0.003673610703953,-0.7312248580213531,1.1909301649482045,True
-4.522679999999999,0.239351525097911,26464474650.49053,13149965261.413073,1.7129690796218362,0.5861513780547194,-0.00190028718552,0.0041643537442393,0.6673732125123332,1.1088817140192333,True
-4.420170000000001,0.4453998835951677,23399653555.88628,14822684089.038712,2.027187693961894,1.0542093952179958,-0.0017955457122623,0.0054100825038496,1.1335247718925272,2.085883581624548,True
-4.268700000000001,0.3609969141816038,26746296083.468147,20789652667.85453,1.3882634884118608,0.8611219173182205,-0.0017740392957622,0.0064078910686703,-0.6000752642274966,1.584420044767273,True
-4.11111,0.1688862633634915,41805149885.91372,25461534249.76739,2.0403120371255112,1.1163140989917046,-0.0032161893354857,0.0104874397418733,0.4524862922065975,2.1842967634478514,True
-3.9734099999999994,0.182183895623026,41629974538.84037,33371241620.8231,2.051862121436473,0.9937881889553596,-0.0032099852561045,0.016582449157746,-0.4195386107052884,2.106378915620172,True
-3.85407,0.4065225993937351,72226116945.79341,42446657610.30259,2.114876764122172,0.8369858252679925,-0.005637520956773,0.0229068974003226,-0.7816613229150995,1.645985786022059,True
-3.7148400000000006,0.4094298269804407,56967322162.36264,38413859700.45389,2.65639052579345,0.917497688107352,-0.0048852800006585,0.0288873769285151,-0.9631654438306548,2.1633869616092065,True
-3.5817300000000003,0.2088055867507809,63033814715.68158,40275270887.35515,2.903803531768024,0.8044335775185862,-0.0056133758605977,0.0365306195380148,-1.6108985528127686,2.14049121974287,True
-3.399659999999999,0.1394075251373633,67718666892.28183,46611659779.84826,2.2879006172867444,0.7764375536882939,-0.0054577713051206,0.0370988718845219,-3.178496910927489,1.877019693549399,True
-3.291030000000001,0.3563897609672815,69710225460.48628,56827011999.11681,2.6256784743005,1.3622646278122028,-0.0059489035525038,0.0553422594677093,-3.940409755432627,2.8681001675077606,True
-3.1609800000000003,0.454634894051154,75204278457.07425,58984680299.94037,1.5480373162363226,0.6430920284836399,-0.005194930851413,0.0409295379460338,-5.567624518097611,1.320558596923716,True
-2.98503,0.2067455997848247,73937427320.8248,58874162516.73728,2.5769624807856584,1.1530587909448575,-0.006260279523305,0.0636763419175279,-5.388123792884309,2.5077575349394965,True
-2.8320300000000014,0.1868339289240883,79171902188.07071,69465984875.73999,2.6788369149929405,1.0693048765668314,-0.0068135507163951,0.0813796723662637,-5.806930276468418,2.800136225525514,True
