x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-5.218829999999999,0.4601229733671136,14445173350.608402,13444826691.670012,1.112648164825739,0.8691561458902786,-0.0008854435138841,0.0025420874062007,0.2694018364899582,1.4027701607103478,True
-5.064299999999999,0.2826592653203018,24043339525.59475,21051889062.761345,0.6000588143214521,0.6322936390959556,-0.0012172254708497,0.0034741606897519,-1.5104894378613978,0.8046360262778907,True
-4.89447,0.1468051073592583,30698650261.671265,25740697574.159126,0.9268994351214264,0.980858553998612,-0.0017700447804896,0.0056461564354428,-1.2840498193572996,1.556747926236099,True
-4.770539999999999,0.3661889062946015,43634919228.52893,19417721787.202164,1.0104940501137776,0.5149678623191218,-0.002588582289265,0.004460030285294,-1.0525736456797934,0.8112230244660242,True
-4.63743,0.431540620799083,29432144881.444378,16397068665.57212,0.9444674334518984,0.3812480630970615,-0.0017074346072005,0.0044361461735742,-1.866635008567043,0.6509936867225121,True
-4.479839999999999,0.1864592327899893,36072537753.43624,16180016266.057709,2.504193002991097,0.963177757946009,-0.0030179281873155,0.0072750123108104,1.830197649532238,1.980569936462645,True
-4.3436699999999995,0.1621630813712637,29685056510.722633,14823811815.496084,2.6421800248607985,0.9639373215463838,-0.0025399297288957,0.0079658357379327,1.390908772643304,2.0366442823379205,True
-4.23504,0.3840787665589756,40151345095.246666,14329275620.78949,2.3328106563018123,0.7918996250325412,-0.0032619489676977,0.0065206746099882,0.9730542404350412,1.6035148717931995,True
-4.07592,0.4301052200087941,35278935718.084236,23504670221.32516,3.196822214921977,1.474734085437281,-0.0032741460437502,0.0163794863332387,1.770690377805819,3.2855861518581424,True
-3.9305699999999995,0.1980885749523676,46884423723.58114,28428950345.401867,3.1133159404749913,1.3230682133801297,-0.0043017962871035,0.0211044484542772,0.8966847753678705,2.89755715298874,True
-3.797459999999999,0.1883078408787293,57006322950.12516,34521123243.31132,3.1161708330531885,0.9217767164481048,-0.0052325789279312,0.0292048726571839,-0.034199052060966,2.326290436898591,True
-3.668939999999999,0.4360467374072803,78378837311.97638,48655762611.73194,2.3253277836682766,1.040289673864728,-0.0063591859803255,0.0340497221531468,-2.0161788043175015,2.0809480279917194,True
-3.548069999999999,0.4486815960285874,95868199690.0095,84138947106.72801,0.4520291998813203,0.3700082807134782,-0.004515106471083,0.0287278398806343,-6.017523730397683,0.4529672873824371,True
-3.3598799999999986,0.2269118946738088,121236564866.64856,103476189876.77464,0.651317363642822,0.6285536367144382,-0.0062791294914605,0.0524336648774449,-8.34535294123986,0.8249477210800382,True
-3.20688,0.1810117460689102,72565600329.15889,79024242524.68806,0.5972219245852661,0.5147717451417388,-0.0036689882475658,0.0462712401889393,-10.035792924363774,0.9160655981457868,True
-3.12885,0.3674962478419296,56437357920.31846,68986234616.80515,0.6043216161391081,0.6532870213925588,-0.002862745565094,0.0416177553458955,-10.417614926766138,0.9496746936074114,True
-2.97279,0.4774366508000975,76424983868.48247,130241357324.21106,0.2335828964783511,0.2969124558627896,-0.0031595719087972,0.0571115270511642,-9.937477527293462,0.4793781022864944,True
-2.7968399999999995,0.2704658481193059,87656387238.21834,82129608918.48378,3.0677007537061565,1.299735007878386,-0.0079918268675259,0.1116980021414,-5.982161201241964,3.435759830497659,True
-2.6270099999999985,0.1517873747994824,101077477181.53006,88376743542.95595,2.2553414261544864,1.1431581768894965,-0.008098608299905,0.0998859165869593,-7.736257388273134,2.3506454479344105,True
