# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.45359E+01  0.15603E+00  0.16482E+02 -0.20639E+00 -0.40559E+01  0.20237E+02 -0.54057E+01  0.42119E+01  0.37545E+01  0.51993E+01  0.36253E+00  0.58719E+00  0.00000E+00  0.20100E+01  0.20100E+01  0.20430E+00  0.00000E+00  0.33192E+01
            2            1  0.10000E+00  0.11012E+01  0.95397E+00  0.29967E+02  0.77431E+01 -0.46669E+01  0.31765E+02  0.74584E+01  0.56209E+01  0.17985E+01  0.28464E+00  0.76264E+00  0.98771E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.31787E+00  0.00000E+00  0.10605E+02
            2            1  0.10000E+00  0.96936E+01  0.14778E+01  0.23660E+02  0.62857E+00 -0.37068E+01  0.29228E+02 -0.12357E+01  0.51846E+01  0.55676E+01  0.18643E+01  0.45635E+00  0.91945E+00  0.19695E+01  0.93562E+00  0.00000E+00  0.12126E+01  0.00000E+00  0.13627E+02
            2            1  0.10000E+00  0.85755E+01  0.39520E+00  0.24484E+02  0.53879E+00 -0.36011E+01  0.28451E+02  0.25699E+00  0.39963E+01  0.39662E+01  0.86503E+00  0.61233E+00  0.97447E+00  0.00000E+00  0.35140E+01  0.26663E+01  0.42273E+00  0.00000E+00  0.44420E+01
            2            1  0.10000E+00  0.52813E+01  0.66654E+00  0.20659E+02  0.64098E-01 -0.34756E+01  0.24184E+02  0.23724E+01  0.41421E+01  0.35249E+01  0.23083E+01  0.36108E+00  0.83659E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40726E+00  0.00000E+00  0.74059E+01
            2            1  0.10000E+00  0.58284E+01  0.14702E+00  0.31444E+02 -0.79444E+01 -0.34977E+01  0.32089E+02 -0.92917E+01  0.36447E+01  0.64532E+00  0.13473E+01  0.87386E+00  0.43198E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.68809E-01  0.00000E+00  0.12130E+01
            2            1  0.10000E+00  0.67746E+01  0.42879E+00  0.21957E+02  0.14173E+00 -0.38900E+01  0.24932E+02 -0.32327E+00  0.43188E+01  0.29749E+01  0.10701E+01  0.78183E+00  0.96050E+00 -0.47352E+00  0.89394E+01  0.82621E+01  0.72466E+00  0.00000E+00  0.61493E+01
            2            1  0.10000E+00  0.15498E+02  0.42465E+00  0.27066E+02 -0.62092E+00 -0.42722E+01  0.30448E+02 -0.18082E+01  0.46968E+01  0.33824E+01  0.11873E+01  0.73678E+00  0.94356E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.32955E+00  0.00000E+00  0.28698E+01
            2            1  0.10000E+00  0.10533E+02  0.27029E+00  0.17163E+02 -0.10814E+01 -0.33397E+01  0.19607E+02 -0.50691E+01  0.36100E+01  0.24446E+01  0.39877E+01  0.38754E+00  0.52264E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.23501E+00  0.00000E+00  0.27593E+01
            2            1  0.10000E+00  0.45019E+01  0.69493E-01  0.15290E+02 -0.99525E-01 -0.46720E+01  0.19824E+02 -0.57954E+01  0.47415E+01  0.45338E+01  0.56959E+01  0.43675E+00  0.66998E+00  0.15038E+01  0.23560E+02  0.22505E+02  0.19985E+01  0.00000E+00  0.16650E+02
#ende
          10   number particle from SDTrimSP
