x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-4.98321,0.2742852707460232,11391241658.390244,49475406857.148834,0.1,4.7000961206039005,-0.0004259071981738,0.0008015779765254,0.6283402262519842,10.815024564862048,True
-4.83174,0.2754801221453865,20745069405.688557,32832914635.080406,0.1,1.3683784707711164,-0.0007756375162132,0.000849861212119,0.1361996579348245,3.3489342925575136,True
-4.69251,0.281741488028548,34039756230.15166,28883729825.87323,0.1000573032730904,0.5124059828568398,-0.0012727734104122,0.0009405736062532,0.1354880057736204,1.1611644533861214,True
-4.557869999999999,0.2783626895515108,46156429434.17444,21958108978.57249,0.7704883324257932,0.654636346747552,-0.002511226209756,0.0010937843833937,1.8612009108627887,1.1056454710290258,True
-4.424760000000001,0.3081726860999638,30440984926.339146,21543889441.02691,0.8836004946079846,0.695973521167495,-0.0017283525867035,0.0024591307046098,0.7414469842722508,1.1285591825115815,True
-4.273289999999999,0.2851405652326582,55412457437.8986,30107296016.00013,0.814298154217887,0.5244837745271659,-0.0030663565285129,0.002793118158935,0.9375295095236582,0.752940217794354,True
-4.1355900000000005,0.2863920497771229,52743496689.1709,40595438244.34586,0.8914707343244692,0.7234450561747066,-0.0030031307879419,0.0044374229013357,0.8918196812182897,1.1527671750323307,True
-3.9917700000000007,0.3013017747404864,62539309871.66707,33540292835.66103,1.8958608131479744,0.6974796282838371,-0.0046725307286731,0.0085313785080149,2.289406139340426,1.3156799200538265,True
-3.855600000000001,0.2944930190060939,71476266543.24641,48831807653.96474,1.7902708422695852,1.0607053374596012,-0.0052212389763502,0.0134489453339659,1.4804874669165409,2.0177848934746923,True
-3.69036,0.2693936143299343,100808441175.02866,61018088272.62788,1.0696565060401086,0.5138711438367378,-0.0060963164303809,0.0129984987167739,-0.316104543488215,0.8186520296624062,True
-3.5603099999999994,0.2271714813427842,95626887461.62596,58608651728.42072,1.5218875551283866,0.6531003896227963,-0.0065633688182701,0.0203923583958959,-0.6007179456998795,1.1790462391937917,True
-3.419550000000001,0.302459084383482,110435709855.7922,70042125026.40215,1.5695938341620983,0.7324524263083387,-0.0076686757933586,0.0272325509475257,-1.044586616057525,1.3026851539046258,True
-3.2879699999999996,0.3536551098312309,93705197667.94386,63143019214.74306,2.843374097577113,1.2747549645192646,-0.0082703608216873,0.0430963370598582,0.5170198350818105,2.74552697569425,True
-3.14415,0.2684339256711462,106169338372.11066,64953252719.65296,2.345252534971141,1.0155494199576505,-0.0086442597809786,0.0380238693366326,-0.4271930676217276,2.0297527552605685,True
-2.99268,0.2247571321112677,111973148631.72064,60574157391.043015,3.0299746211341496,1.1054682800047004,-0.0101547204378134,0.0506597364095296,-0.5085830895674028,2.3547075069142864,True
-2.8534500000000005,0.3003266154997209,108003816637.5711,65198075939.34711,3.339868336466085,1.005736695145924,-0.0102156395098063,0.062237009719528,-0.2797578366801943,2.410095374028757,True
