x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-4.8914100000000005,0.2866057508440092,24697396598.86173,30084524603.482216,4.137657051211895,3.889483119185544,-0.0025672536526412,0.0609484381107601,-8.370216965571393,7.022004017074978,True
-4.75065,0.489703181938923,23972042949.948128,8172624811.801614,3.2204324092989327,1.691282495990423,-0.0022318759182472,0.0108909863781326,-9.786510765764351,2.583739331251701,True
-4.59765,0.5197887650786996,20762106415.34419,5052649002.114633,1.717016453337619,0.8097738827229408,-0.0014921901208387,0.0031381051700965,-8.168951246737302,1.7588237905751285,True
-4.440059999999999,0.34561573674788,35148571426.55237,22366066923.707603,2.6673158920447766,1.5471392416649787,-0.0030194070021148,0.0319250315572276,-10.019825747919514,2.2943354871551023,True
-4.311540000000001,0.2920026467935733,79191272092.18163,160186334940.16055,4.203789745188175,2.873505349554714,-0.0082902868825722,0.3470781252118667,-8.31089212974471,9.106002776893876,True
-4.183020000000001,0.4429404933767288,61839168046.40206,104177626447.97516,4.6459228806064345,3.8573332777465232,-0.0067711676136088,0.2703998140563036,-10.3787299931085,9.556329306605036,True
-4.026960000000001,0.5357560574996435,87360606831.41997,171111102391.55334,6.563687409164195,3.777208140596703,-0.0112072656874905,0.6088222942563521,-8.297921962177373,13.463076727859324,True
-3.89232,0.3302874727657619,111049648450.46033,177289956207.40717,9.271837206173014,4.3786158905008765,-0.016756124913365,0.8087054123214925,-2.7123565221923513,15.107009087664157,True
-3.7775700000000008,0.2955918223817015,98081397152.02847,187876038233.99173,7.518071700639448,3.6330050044831417,-0.0134057124943312,0.7720647963830655,-7.715923111153083,14.166739411749813,True
-3.6291600000000006,0.4512143566785187,116577991404.47116,197569582271.10236,7.444824174060765,3.4716522058639914,-0.0158608699105705,0.7835451759126927,-7.052612949612122,12.680229406644589,True
-3.44862,0.5170305540998387,68303404454.36174,50770675878.05127,7.412754103395479,2.9515684192465956,-0.0092741576756434,0.2509562919017972,-15.402062061729572,7.053226089230856,True
-3.3048,0.3900032894686061,74973110987.11258,57360098851.0456,6.833039329451803,2.9335449373470146,-0.009799768780144,0.2630666968803176,-15.88720794070992,6.399184940741181,True
-3.15486,0.2903413146671724,124070299360.82646,206061999581.95215,7.017978443036451,3.5416425988786973,-0.0164205106104184,0.9055000603579394,-12.485421617097828,11.866967157814525,True
-2.9911499999999993,0.4330799351180149,136362283448.96872,209367677264.47305,5.639344354211279,2.9025490802120286,-0.0163088580030809,0.824268222101224,-16.396759218900787,8.937159177441549,True
-2.8549800000000003,0.4707292382278259,147636045761.18,267772685567.9443,5.582907557104953,2.8000328747734464,-0.0175758485855689,1.0595186524298228,-16.754049190084466,9.44920221253181,True
