x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sc (eV),V_sc error (eV),synthetic
-4.854690000000001,0.2830349595837342,23066526508.781273,18889236426.309895,1.639653700995875,1.4999827490084734,-0.0016286292676627,0.0020702588395216,3.516382863541422,2.707606967409825,True
-4.715459999999999,0.2657948732364266,23801773263.453587,22471552286.53476,0.7102314670246418,0.6120399482917597,-0.0012638974096613,0.001754489024919,0.9760792830325888,0.8366480444244722,True
-4.56858,0.2412962074481259,29267252823.160866,16554557549.227951,1.5252762156037007,1.088175899476571,-0.0020104458494916,0.0022361547788847,2.567800685180801,2.168418139595283,True
-4.437,0.3084838703845252,53949840107.26191,31762152813.085087,1.100848091242084,0.6925666579272252,-0.0032948338016755,0.0031323397087901,1.877829329498594,1.077700006795267,True
-4.2993,0.2759992913144062,76104842967.2957,50149284023.3954,0.5773435538076308,0.5579865346087978,-0.0038129199930476,0.0053474674416338,-0.3637480142234855,0.7716076722436588,True
-4.13253,0.2402819830900886,69056816339.1474,44652841716.76649,1.875631624739665,1.104431506852842,-0.0051376485379364,0.0123253783881512,1.7678424188171378,2.111362062189246,True
-4.010129999999999,0.2746167547000218,78248764560.64046,58051456916.881805,1.6406536627470851,1.0993029775631498,-0.0055261030984392,0.0153562215065741,1.0468130506300943,2.033759195071255,True
-3.86784,0.3409056928963606,85140350272.17874,51703362664.52889,2.0693262134471233,0.8220034507855671,-0.0065873895431517,0.018788791888259,1.4363953104629152,1.6103501105232867,True
-3.7224899999999996,0.2722274297571216,94636509580.487,64683184428.00575,2.76134449274212,1.3003754335573705,-0.0082494565869139,0.0360921138403358,1.6556694660196345,2.757961146814241,True
-3.56337,0.1965929512843273,110883965980.87784,67711497871.27368,2.5626461797243065,1.2398853418840838,-0.0093666750501175,0.0356066511898006,1.1509229785368869,2.543437304380048,True
-3.43485,0.2871067611578334,98262129430.37994,112072314385.1272,0.5658506876289336,0.3581007933083712,-0.0048966903990356,0.0251819404054548,-2.7519135550275258,0.6843630077173137,True
-3.3032700000000004,0.3977121949746873,137461349940.13138,84250896954.25082,2.2951265981320943,0.9410607755848388,-0.0110930159047555,0.0512977127003883,-0.90914352216541,1.8267793626239923,True
-3.1472100000000003,0.2959959261402298,133543745696.29298,88536201432.38876,2.7910128535889673,1.4537817031809204,-0.0116938261299358,0.077159323557603,-2.1593437472188906,2.962440067996721,True
-2.9972699999999994,0.1695967403162835,134274795855.80304,91896945317.06892,2.264031895358522,0.8426212709916885,-0.0107754226941832,0.0606940391589921,-1.5987096797976277,1.8285576938041472,True
-2.8656900000000016,0.2948448148383132,123134131561.52225,88903640744.32501,3.950383630065192,1.7103722039959233,-0.0125384965876108,0.1077701846668297,-0.4755466662462713,3.918630023469829,True
-2.743290000000001,0.4826337568597512,148031323795.98315,114161591062.4483,2.019559063290268,1.2346589308435547,-0.0113418574426529,0.0833355007100985,-3.960358054526224,2.298466665489343,True
-2.57346,0.2974382572756727,145204673434.79178,113904452440.33052,1.7652709535714162,0.7232801384529917,-0.0105489434009079,0.0856663467540179,-5.238884804954207,1.5819674609086656,True
-2.4112799999999996,0.1620952108120766,136614641376.06313,93779893051.06874,4.441058199622328,1.418587790719708,-0.0146580271140955,0.1379793787433235,-0.6757559552317262,3.723114984340965,True
-2.27358,0.3555581192198235,135931857956.54292,97130213811.95384,4.4577888031961255,1.5400326724147302,-0.0146094394830014,0.158938982534434,-2.2069105074733453,3.8668905940669167,True
-2.1603600000000007,0.3895548892559392,163880878485.55347,112943613242.7985,2.8159190480063705,1.0100596862245772,-0.014404511435568,0.1357181443673293,-5.547546296530661,2.3205220933717245,True
-1.9828799999999998,0.2076238189607366,164706734292.35495,126382479821.69188,2.7251285254310784,1.1288309535870735,-0.0142775325585462,0.1487967482786938,-5.752501762470379,2.4417449528564323,True
-1.8497700000000004,0.2346689787455505,205644648805.03183,131953631156.82964,2.9042238345786044,1.079552139070648,-0.0183144869288903,0.1757528289434855,-6.707648306086331,2.36552113207821,True
-1.7365500000000003,0.4485333303784883,174881435411.04752,137964226439.4869,3.8829781721937207,1.6134314207658362,-0.0176724455722864,0.2234360296205996,-4.8192931094863685,3.95926181174977,True
-1.5835500000000007,0.3379344234448931,236000370329.27023,172074317930.47296,2.441930350088355,1.0920488290144623,-0.0195387676043845,0.2115868858950734,-8.019243783631678,2.237723798928088,True
-1.4152500000000003,0.2183170245747927,239461844415.47968,186109067919.03864,2.7913059439065826,1.5859359516099936,-0.0209695320952557,0.2478175645085899,-7.619923395233309,3.156416498250577,True
-1.2882600000000002,0.3102389775702521,342145908703.3656,242456301304.13913,1.3450618206570166,0.8250201564581585,-0.0224328835493974,0.2111229854367231,-9.953374948000873,1.3092883123714412,True
-1.1643300000000005,0.4090528252243789,288903213889.0806,207686332296.9971,3.4156628667182733,1.63848485919275,-0.0275945495480032,0.3342147528753884,-7.364907939262523,3.3992601900782717,True
-0.9990899999999998,0.3063159278640754,328584057851.6423,244678769229.60077,3.658682724737737,2.16361382195746,-0.0323439213610122,0.428338185171758,-8.02673395364004,4.733141203601065,True
-0.8613900000000001,0.2304045680396186,309246689749.00574,213605326892.87897,5.127680618823183,1.9128746186437675,-0.0354109901380605,0.4690078633618026,-4.398313216577147,4.517366623490406,True
-0.72675,0.3184557614837581,289266577215.3623,90158356024.45946,5.506325182142639,1.1448369102859113,-0.0342192878452716,0.3352784590765302,-16.545523372583727,2.375146059720935,False
-0.5706899999999999,0.3212855279994087,319582185841.3553,81674694369.634,5.130367401954339,0.9529686212657316,-0.0366032139212812,0.2767848941839979,-16.020902184904056,1.737189648129002,False
-0.41615999999999964,0.2716773435681436,373920546291.31805,187407579390.2367,5.47529383043267,1.4905535918560062,-0.044119161738734,0.6644763920244914,-14.6215944896811,3.4093661206576247,False
-0.28151999999999955,0.2762952305881053,412101458561.4896,290285308292.25775,4.446669359330964,1.64702484605822,-0.0442414021381789,0.805296798414806,-13.264232872277908,3.826596659582668,False
-0.14687999999999946,0.3268013952417533,518467360830.15735,381060427313.84735,4.962456893908906,1.7864345440400182,-0.0584902829637723,1.047817661110684,-10.117348076114428,4.368264390584132,False
0.0,0.3593678973673302,521870669949.9574,381916762353.6175,3.700597063263608,1.546870442999436,-0.0516281652242823,0.8281678765287512,-11.55211527794535,3.0438656443952095,False
0.13005000000000067,0.2799797101658245,451738817697.0938,330795568256.33154,3.850088761868016,1.372400125306768,-0.0454783562994903,0.7008760055261197,-9.99755768895318,3.1902024993521314,False
0.27081,0.2824610114401504,400679317660.4719,296150620498.2609,4.333518406233846,1.6958775284263137,-0.0425203571282645,0.662392025825433,-8.696923518936073,3.806475076859821,False
0.45594,0.3875665497541831,360801970064.4524,301353566807.9272,3.398038790084076,1.5030022934160403,-0.0343843063947302,0.5449008948974284,-9.300608591278973,3.325862823588931,False
0.5859900000000007,0.3598271352808185,305197631436.7491,237846688216.9377,4.355572271797271,1.6667243440911657,-0.0324615804043362,0.4811223452050501,-6.422817150050226,3.9936316541360783,False
