x (cm),x error (cm),n_e (cm^{-3}),n_e error (cm^{-3}),T_e (eV),T_e error (eV),J_sat (A/cm^2),J_sat error (A/cm^2),V_sat (eV),V_sat error (eV),synthetic
-4.85469,0.2704824507688887,25780882700.179607,17028405864.236794,0.8820943503358197,1.0656480736964422,-0.0014629683085231,0.0007787680844136,2.6419047428281277,2.0787631967456144,True
-4.724639999999999,0.2168366701290474,16715955837.36106,12568449252.234236,2.711196869586615,1.72866342818562,-0.001445882397621,0.0029349390273018,5.41500181644294,3.511598808422839,True
-4.57776,0.2857658424126338,24360549689.16067,19004986074.926632,1.3081131196372393,1.1539777717370394,-0.0015811321596039,0.0020684209979295,2.377975681448818,2.0820177248358633,True
-4.444649999999999,0.3782975715231242,23560371315.294403,22416624466.2057,1.1038788994657525,0.6070444144113751,-0.0014402444398172,0.0026392988938017,1.6188919052142232,1.1295381803493525,True
-4.29471,0.2848219082614194,47605799749.81437,34334756679.7884,0.9957554131700058,0.9584745774528914,-0.0028103372942602,0.0045166181038214,0.6982650099118481,1.6112045441177638,True
-4.147830000000001,0.1846629003600412,43205254513.03729,28897256076.24302,1.7042042933243515,0.8855228354013076,-0.0030962126410021,0.0067379277570011,1.8453346724991908,1.665905530728033,True
-4.01778,0.3307092301404742,70951397245.46812,47331643328.67008,0.771328166350181,0.4856241560222507,-0.0038615181148669,0.0065686536734995,-0.1568594601226845,0.6684944286902448,True
-3.88926,0.4691358673303809,72790947564.17398,47437159127.046234,0.9955122712442934,0.4583687680538895,-0.0042967556129808,0.0109029677177195,-0.8970439269011291,0.7728850589555816,True
-3.7224900000000005,0.2862062297198967,71167027403.97836,43480240800.97069,1.4488558745809732,0.7708212390067202,-0.0047955340272599,0.013066995750081,-0.2699235479254156,1.3767933061665754,True
-3.5648999999999997,0.1495355704502754,64650734867.63238,43026062259.13726,2.7144866621488375,1.0481695395852877,-0.0055949675163015,0.0246281384417473,1.3871839338524556,2.3531278135275557,True
-3.4532100000000003,0.3649504768723943,84899867034.11598,53836815675.93336,1.9738648960719931,1.0335488080984714,-0.0064455990808782,0.0245810415363956,-0.3832577291817188,1.9653512365695125,True
-3.3262199999999993,0.4672430698012256,82550091965.3348,51254891337.584694,1.7826766630441788,0.7087890736574398,-0.0060201602306895,0.0235938382403853,-1.1019706569465306,1.3690464326880312,True
-3.1609800000000003,0.2405527397369709,132650188901.51263,87267464156.66663,0.4630307035110622,0.3813958272303223,-0.0062834220131267,0.0213553234686302,-3.945256445215035,0.4638260379812613,True
-3.0033900000000013,0.1818769225881857,93296136530.2058,73709894755.47357,0.6908685579455438,0.3257916946641177,-0.0049143248790998,0.0230810066592868,-3.883258580727074,0.5983204987954696,True
-2.8901700000000012,0.4428549292026826,99385351713.75058,73942371777.1936,1.1286476078068028,0.5185952562046487,-0.006122153740243,0.03236414158701,-3.825337005372514,0.9442809332647032,True
