label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.21548680092127;898484107634.7789;0.11960003788716866;;;
2;Lorentzian;432.8991721041806;1092696648566.1914;0.27128789888366533;;;
3;Lorentzian;432.60875633138886;725737466555.3392;0.14319300112920486;;;
4;Lorentzian;431.68006948591403;1065804701371.8904;0.42929026259784786;;;
5;Lorentzian;431.58071980793335;990125087980.7167;0.026972381242218457;;;
6;Lorentzian;431.105672699913;1253424845344.2139;0.1865371357506307;;;
7;Lorentzian;430.974580211332;966987387416.4929;0.10686227199530052;;;
8;Lorentzian;430.69030394387386;1781235368449.7754;0.1170649999179485;;;
9;Lorentzian;430.3750688153766;1254988882765.251;0.18652748143876963;;;
10;Lorentzian;430.14257234962895;792282830261.9022;0.09910399317423213;;;
11;Lorentzian;429.8319377472538;1582202328516.939;0.16377237369290532;;;
12;Lorentzian;429.45889113557826;772353002648.0953;0.2870948306540222;;;
