label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.21903283048647;558916987868.8896;0.11313152640034518;;;
2;Lorentzian;432.91636757242264;740190000492.1991;0.20598397022874027;;;
3;Lorentzian;432.5974721074874;603677381306.3894;0.11239274210179673;;;
4;Lorentzian;431.6809641487327;739692224071.7301;0.39489500075441386;;;
5;Lorentzian;431.58584822989053;544713358336.51953;0.026011149491733665;;;
6;Lorentzian;431.12487970144775;705987005754.8651;0.13235118341277108;;;
7;Lorentzian;430.9979087587298;743157943601.2112;0.1494832737098939;;;
8;Lorentzian;430.69147754065887;1097140280755.7981;0.101870136796256;;;
9;Lorentzian;430.3753746032204;767229245470.1343;0.1670851093586112;;;
10;Lorentzian;430.14266674468735;510820798545.9303;0.0936092280689027;;;
11;Lorentzian;429.83145984183693;923244071275.605;0.1745169455281137;;;
12;Lorentzian;429.4597384320391;468455979745.5783;0.24632685529337728;;;
