label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2040107389352;477667622285.0524;0.11646796397630776;;;
2;Lorentzian;432.8990258363129;624160954672.1365;0.18641255672874335;;;
3;Lorentzian;432.59202502490893;485794507092.8397;0.08882454234677706;;;
4;Lorentzian;431.66681624452394;676904552100.3741;0.365573837348121;;;
5;Lorentzian;431.10191187525754;687508656301.607;0.15512432734399173;;;
6;Lorentzian;430.9811804353893;572057612806.1423;0.09972421782564744;;;
7;Lorentzian;430.69268046993085;902041439960.5238;0.09442118929542387;;;
8;Lorentzian;430.37861318756063;648975293829.48;0.16687634223117032;;;
9;Lorentzian;430.1397529803464;413638860319.6922;0.08651919013500375;;;
10;Lorentzian;429.83532979951303;779381561507.406;0.16712612111872138;;;
11;Lorentzian;429.4656086442575;414958941352.3663;0.21413288752714088;;;
