label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.21685765183736;1022675667111.9236;0.08708017632315102;;;
2;Lorentzian;432.9036886757015;1283545540868.6616;0.3745510479054581;;;
3;Lorentzian;432.6003770461273;756299379911.2217;0.12217290379057388;;;
4;Lorentzian;431.6776024520287;1153870974683.8196;0.4525192586280702;;;
5;Lorentzian;431.5778048435264;1059389454589.0997;0.027410662054705437;;;
6;Lorentzian;431.1043677062281;1390281317367.01;0.19129577685242927;;;
7;Lorentzian;430.9661127560126;1140866713489.4753;0.11820360471862523;;;
8;Lorentzian;430.69228031498784;2034106946546.3333;0.11789230645649074;;;
9;Lorentzian;430.38112798925454;1544689819236.5476;0.18584547334377088;;;
10;Lorentzian;430.14241365326234;938221176651.1528;0.1060837791164726;;;
11;Lorentzian;429.82702703054457;1819757006251.3413;0.18951490839691498;;;
12;Lorentzian;429.4545461065961;903466310985.9781;0.271604533184866;;;
