label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.1926310527466;410424473730.3559;0.15153416531716868;;;
2;Lorentzian;432.90427798614274;581604742407.5955;0.20170949398063964;;;
3;Lorentzian;432.5896859816048;439208056182.4849;0.07434015743857936;;;
4;Lorentzian;431.6955507864172;533729680171.59753;0.38993170873298233;;;
5;Lorentzian;431.58122050907616;301590726825.6069;0.046045424862228845;;;
6;Lorentzian;431.10300808511374;560391918997.0264;0.1895107542851715;;;
7;Lorentzian;430.98162914337263;468891241909.36005;0.09015156706806415;;;
8;Lorentzian;430.6954286458222;820089946620.8901;0.09747518035155833;;;
9;Lorentzian;430.3787686836951;543269361956.72156;0.19127615180877244;;;
10;Lorentzian;430.13521491054246;295439935543.65344;0.10264734487788196;;;
11;Lorentzian;429.84223427278346;732803384857.5929;0.16662548794393883;;;
12;Lorentzian;429.4530452729044;371414360801.9996;0.24913715145025161;;;
