label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2151165029903;543495111127.3211;0.12652396925423304;;;
2;Lorentzian;432.9232447309813;675969804329.5957;0.21402131686990566;;;
3;Lorentzian;432.60421342445005;588841981342.7722;0.11774638670604132;;;
4;Lorentzian;431.6816764503757;774434715092.7589;0.33750366971754264;;;
5;Lorentzian;431.58756319941983;1425097886456.5005;0.012489102894297499;;;
6;Lorentzian;431.0978337225308;829253621918.8292;0.18610793210456222;;;
7;Lorentzian;430.973892414725;567806698677.3447;0.10973987147138153;;;
8;Lorentzian;430.6886122477216;1090744975756.4955;0.10333191444594769;;;
9;Lorentzian;430.3751222608414;768471811877.3741;0.15662199380975794;;;
10;Lorentzian;430.13627829528315;473492768355.73737;0.10275337440082133;;;
11;Lorentzian;429.8417528167151;941994121006.195;0.148731152937287;;;
12;Lorentzian;429.4692907354868;506766554284.64386;0.26362297517813493;;;
