# REF: 410.129 -/+ 0.0398 nm, Intensity: 7.841E+12 (photons/cm^2/s/nm)
# Intensity at: 409.992 nm: 5.736E+11 (photons/cm^2/s/nm)
a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16,a_17,a_18,a_19,a_20,a_21,a_22,a_23,a_24,a_25,a_26,a_27,a_28,a_29
3392332.0111976247,-153684.02627341336,3216.087923564353,-41.18880075082905,0.36033549271759197,-0.0022736336021220984,1.063114240452684e-05,-3.7148614050615466e-08,9.600273004819566e-11,-1.7621892424734629e-13,2.039074714483093e-16,-8.008447926543115e-20,-1.4752995460637108e-22,2.0116499552086861e-25,7.033487856133841e-29,-2.5001593424382564e-31,-1.6154269437507284e-34,6.987486760997602e-37,-4.070798318896899e-40,-3.629251472360668e-43,2.821684514506267e-46,5.0152083369989376e-49,-5.0343087374691175e-52,-2.916899988780448e-55,4.199039752179932e-58,3.538084688730558e-61,-8.5973417448779e-64,6.277224674849322e-67,-2.1685291166371327e-70,3.0290869341021463e-74
