# REF: 396.961 -/+ 0.0303 nm, Intensity: 2.725E+12 (photons/cm^2/s/nm)
# Intensity at: 410.011 nm: 7.078E+11 (photons/cm^2/s/nm)
a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11
-501.12304459176846,12.524922744688878,-0.13751513322891915,0.0008757546657858971,-3.597814061313292e-06,1.0025213724861132e-08,-1.9363181361761443e-11,2.596525174443522e-14,-2.373092843753436e-17,1.4103698655449296e-20,-4.914541834212387e-24,7.620457010328794e-28
