# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.54747E+02  0.81913E+02  0.14099E+03  0.11853E+02  0.81483E+02  0.14335E+03  0.14958E+02  0.11383E+01  0.23626E+01  0.31045E+01  0.00000E+00  0.00000E+00  0.46851E+01  0.51737E+02  0.50560E+02  0.30102E+01  0.00000E+00  0.26155E+02
            2            1  0.10000E+00  0.72839E+02  0.13721E+03  0.12543E+03  0.14046E+02  0.14122E+03  0.12304E+03  0.13556E+02  0.40093E+01  0.23845E+01  0.48975E+00  0.00000E+00  0.00000E+00  0.50654E+01  0.68277E+02  0.65427E+02  0.45526E+01  0.25935E+02  0.20485E+02
            2            1  0.10000E+00  0.29213E+02  0.60383E+02  0.10127E+03 -0.24169E+02  0.61713E+02  0.97590E+02 -0.22721E+02  0.13297E+01  0.36761E+01  0.14479E+01  0.00000E+00  0.00000E+00  0.47157E+01  0.27107E+02  0.24511E+02  0.21057E+01  0.00000E+00  0.31362E+02
            2            1  0.10000E+00  0.48276E+02  0.15329E+03  0.13870E+03 -0.40204E+02  0.15573E+03  0.13610E+03 -0.40342E+02  0.21300E+01  0.21848E+01  0.62349E+00  0.00000E+00  0.00000E+00  0.33347E+01  0.46702E+02  0.45980E+02  0.15731E+01  0.27892E+02  0.13013E+02
            2            1  0.10000E+00  0.67118E+02  0.16689E+03  0.16099E+03 -0.43749E+02  0.16818E+03  0.16247E+03 -0.43946E+02  0.10339E+01  0.12146E+01  0.63894E-01  0.00000E+00  0.00000E+00  0.15963E+01  0.65540E+02  0.64228E+02  0.15783E+01  0.64228E+02  0.46437E+01
            2            1  0.10000E+00  0.49746E+02  0.45325E+01  0.67753E+02  0.23895E+01  0.12078E+01  0.70437E+02  0.46907E+01  0.33248E+01  0.26832E+01  0.23013E+01  0.00000E+00  0.00000E+00  0.51814E+01  0.45277E+02  0.44314E+02  0.41677E+01  0.00000E+00  0.22333E+02
            2            1  0.10000E+00  0.67846E+02  0.31139E+02  0.20966E+03 -0.25207E+02  0.32685E+02  0.20966E+03 -0.28788E+02  0.13169E+01  0.71885E+00  0.33041E+01  0.00000E+00  0.00000E+00  0.41696E+01  0.63951E+02  0.61716E+02  0.38950E+01  0.50756E+02  0.23161E+02
            2            1  0.10000E+00  0.52099E+02  0.22791E+02  0.22452E+03 -0.85029E+02  0.22495E+02  0.22724E+03 -0.90884E+02  0.10622E+01  0.27207E+01  0.58554E+01  0.00000E+00  0.00000E+00  0.71110E+01  0.47172E+02  0.43652E+02  0.49272E+01  0.00000E+00  0.29661E+02
            2            1  0.10000E+00  0.41111E+02  0.14693E+02  0.25117E+03 -0.70087E+02  0.11323E+02  0.25188E+03 -0.65447E+02  0.33703E+01  0.11412E+01  0.46406E+01  0.00000E+00  0.00000E+00  0.64518E+01  0.37253E+02  0.32328E+02  0.38580E+01  0.00000E+00  0.39853E+02
            2            1  0.10000E+00  0.45390E+02  0.21107E+01  0.32526E+02 -0.46564E+00  0.41113E+01  0.34267E+02 -0.36689E+01  0.20006E+01  0.17405E+01  0.32033E+01  0.00000E+00  0.00000E+00  0.45117E+01  0.42692E+02  0.41192E+02  0.26983E+01  0.00000E+00  0.28496E+02
#ende
          10   number particle from SDTrimSP
