# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.34988E+01  0.16440E+01  0.41033E+02 -0.15861E+00 -0.34796E+01  0.41455E+02  0.12480E+00  0.51236E+01  0.80711E+00  0.71236E+00  0.93523E+00 -0.36111E+00  0.14133E+01  0.11842E+02  0.11842E+02  0.11746E+01  0.00000E+00  0.14055E+02
            2            1  0.10000E+00  0.53284E+01  0.18100E-01  0.24614E+02  0.18833E+01 -0.37039E+01  0.25376E+02  0.29228E+01  0.37220E+01  0.76254E+00  0.10395E+01  0.90415E+00  0.59149E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.80502E-02  0.00000E+00  0.15044E+00
            2            1  0.10000E+00  0.53686E+01  0.70908E-01  0.21838E+02  0.66277E+00 -0.37266E+01  0.24710E+02 -0.28358E+01  0.37975E+01  0.28720E+01  0.34986E+01  0.56015E-01  0.63450E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.46567E-01  0.00000E+00  0.86366E+00
            2            1  0.10000E+00  0.15093E+01  0.12061E+01  0.28114E+02  0.86526E+00 -0.41868E+01  0.30518E+02  0.64525E+00  0.53929E+01  0.24037E+01  0.22000E+00  0.64687E+00  0.99584E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.43982E+00  0.00000E+00  0.13364E+02
            2            1  0.10000E+00  0.73069E+01  0.52869E+00  0.21092E+02  0.47554E+00 -0.34092E+01  0.23584E+02 -0.30446E+01  0.39379E+01  0.24914E+01  0.35202E+01  0.57951E+00  0.56257E+00  0.00000E+00  0.13021E+01  0.13021E+01  0.52783E+00  0.00000E+00  0.70261E+01
            2            1  0.10000E+00  0.54887E+01  0.15460E+01  0.38157E+02 -0.13086E+01 -0.42188E+01  0.38944E+02 -0.18055E+01  0.57648E+01  0.78667E+00  0.49686E+00  0.97747E+00  0.31935E+00  0.00000E+00  0.11334E+01  0.00000E+00  0.75388E+00  0.00000E+00  0.11705E+02
            2            1  0.10000E+00  0.95063E+00  0.21562E+01  0.46913E+02 -0.62516E+01 -0.49780E+01  0.47310E+02 -0.34612E+01  0.71343E+01  0.39683E+00  0.27904E+01  0.49876E+00  0.29485E+00  0.13276E+01  0.56265E+01  0.56265E+01  0.93895E+00  0.00000E+00  0.20417E+02
            2            1  0.10000E+00  0.81404E+02  0.19056E+00  0.20045E+02 -0.91782E+00 -0.37738E+01  0.29930E+02 -0.57155E+01  0.39644E+01  0.98852E+01  0.47977E+01  0.33864E+00  0.88978E+00  0.17735E+01  0.13846E+02  0.13689E+02  0.30195E+01  0.00000E+00  0.52176E+01
            2            1  0.10000E+00  0.13577E+02  0.37347E+00  0.25842E+02  0.83172E+00 -0.46080E+01  0.28937E+02  0.11509E+00  0.49814E+01  0.30954E+01  0.71663E+00  0.79433E+00  0.97423E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.25900E+00  0.00000E+00  0.25095E+01
            2            1  0.10000E+00  0.20092E+01  0.68719E-01  0.22469E+02 -0.11616E-01 -0.36483E+01  0.22744E+02  0.12625E+01  0.37171E+01  0.27493E+00  0.12741E+01  0.82833E+00  0.21093E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.24417E-01  0.00000E+00  0.71748E+00
#ende
          10   number particle from SDTrimSP
