# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.77120E+02  0.81005E+00  0.20598E+02 -0.69319E-01 -0.40756E+01  0.24989E+02 -0.43749E+01  0.48856E+01  0.43912E+01  0.43056E+01  0.61981E+00  0.74584E+00  0.00000E+00  0.27095E+01  0.27095E+01  0.18869E+01  0.00000E+00  0.37689E+01
            2            1  0.10000E+00  0.56070E+01  0.13517E+01  0.28367E+02  0.80814E+00 -0.43338E+01  0.28315E+02  0.21819E+01  0.56855E+01  0.20140E+00  0.13738E+01  0.97673E+00 -0.38678E+00  0.00000E+00  0.96359E+00  0.00000E+00  0.68358E+00  0.00000E+00  0.10715E+02
            2            1  0.10000E+00  0.64851E+01  0.30134E+01  0.33237E+02 -0.84168E+00 -0.50215E+01  0.37662E+02 -0.22936E+01  0.80349E+01  0.44251E+01  0.14519E+01  0.79051E+00  0.99066E+00  0.33577E+01  0.15996E+02  0.14126E+02  0.24607E+01  0.00000E+00  0.21903E+02
            2            1  0.10000E+00  0.18313E+02  0.22889E+01  0.25891E+02 -0.69789E+00 -0.39345E+01  0.26451E+02  0.32055E+01  0.62234E+01  0.11646E+01  0.39034E+01  0.88625E+00 -0.33469E+00  0.12608E+01  0.15415E+02  0.15017E+02  0.28816E+01  0.00000E+00  0.13614E+02
            2            1  0.10000E+00  0.17452E+02  0.29568E+00  0.18062E+02 -0.13208E+00 -0.34890E+01  0.27841E+02 -0.27198E+02  0.40677E+01  0.98729E+01  0.27066E+02  0.37106E+00 -0.12378E-01  0.00000E+00  0.85767E+01  0.57015E+01  0.75358E+00  0.00000E+00  0.42162E+01
            2            1  0.10000E+00  0.65496E+02  0.22087E+00  0.17896E+02 -0.23391E-01 -0.45306E+01  0.20954E+02 -0.17500E+01  0.47515E+01  0.30582E+01  0.17266E+01  0.79151E+00  0.87080E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.31939E+00  0.00000E+00  0.78032E+00
            2            1  0.10000E+00  0.10152E+03  0.16946E+00  0.77810E+02  0.48303E+01 -0.33778E+01  0.81290E+02  0.16338E+01  0.35473E+01  0.34798E+01  0.31966E+01  0.58036E+00  0.73644E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.40455E+00  0.00000E+00  0.65054E+00
            2            1  0.10000E+00  0.34956E+02  0.80729E+01  0.80422E+02  0.41659E+02 -0.44151E+01  0.74217E+02  0.44575E+02  0.12488E+02  0.62049E+01  0.38085E+01  0.94672E+00 -0.89008E+00  0.95261E+01  0.58185E+02  0.55890E+02  0.13212E+02  0.00000E+00  0.31676E+02
            2            1  0.10000E+00  0.29720E+02  0.49796E+00  0.20554E+02  0.33418E-01 -0.47444E+01  0.22864E+02  0.14781E+01  0.52424E+01  0.23109E+01  0.14447E+01  0.87201E+00  0.84793E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.45577E+00  0.00000E+00  0.22884E+01
            2            1  0.10000E+00  0.24932E+02  0.39819E+01  0.58065E+02 -0.13202E+01 -0.33882E+01  0.61583E+02 -0.48067E+01  0.73701E+01  0.35177E+01  0.35007E+01  0.97069E+00  0.99989E+00  0.55370E+01  0.48270E+02  0.45426E+02  0.69570E+01  0.00000E+00  0.19278E+02
#ende
          10   number particle from SDTrimSP
