# SDTrimSP: VERSION 7.03    18.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
        4000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.10813E+01  0.12984E+01  0.57072E+03  0.33785E+03 -0.40763E+01  0.57063E+03  0.33789E+03  0.53747E+01  0.50028E+00  0.53957E+00  0.91755E+00 -0.71715E+00 -0.70459E+00  0.60843E+01  0.60843E+01  0.68553E+00  0.00000E+00  0.11850E+02
            2            1  0.12500E+00  0.19079E+01  0.65251E+00  0.62801E+03  0.38170E+03 -0.44116E+01  0.62713E+03  0.38412E+03  0.50641E+01  0.88490E+00  0.24177E+01  0.87234E+00 -0.16232E+00  0.00000E+00  0.27399E+01  0.27399E+01  0.41318E+00  0.00000E+00  0.80566E+01
            2            1  0.12500E+00  0.30639E+02  0.66242E+00  0.64281E+03  0.38722E+03 -0.38307E+01  0.64649E+03  0.38191E+03  0.44931E+01  0.36816E+01  0.53077E+01  0.52300E+00  0.56993E+00  0.00000E+00  0.45564E+00  0.00000E+00  0.11085E+01  0.00000E+00  0.52751E+01
            2            1  0.12500E+00  0.83092E+01  0.84329E+01  0.50468E+02  0.47672E+00 -0.50235E+01  0.54196E+02  0.80619E+01  0.13456E+02  0.37283E+01  0.78786E+01  0.79920E+00  0.95809E+00  0.13597E+02  0.98950E+02  0.92937E+02  0.14909E+02  0.00000E+00  0.47592E+02
            2            1  0.12500E+00  0.50250E+01  0.27316E+01  0.65372E+03 -0.76297E+02 -0.44572E+01  0.65460E+03 -0.77289E+02  0.71888E+01  0.87306E+00  0.99216E+00  0.97334E+00  0.44778E+00  0.14742E+01  0.10388E+02  0.84923E+01  0.17247E+01  0.00000E+00  0.20356E+02
            2            1  0.12500E+00  0.18272E+02  0.39631E+01  0.10390E+04 -0.20752E+03 -0.48861E+01  0.10396E+04 -0.20608E+03  0.88492E+01  0.17811E+01  0.14391E+01  0.94556E+00 -0.66357E+00  0.35802E+01  0.51153E+02  0.50495E+02  0.49003E+01  0.41083E+02  0.15126E+02
            2            1  0.12500E+00  0.83972E+01  0.12846E+01  0.39634E+02  0.69982E+00 -0.39679E+01  0.40147E+02 -0.19567E+01  0.52525E+01  0.51357E+00  0.26565E+01  0.83465E+00  0.18981E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.72279E+00  0.00000E+00  0.96719E+01
            2            1  0.12500E+00  0.42839E+00  0.13722E+01  0.94957E+03 -0.49096E+02 -0.42572E+01  0.95075E+03 -0.50442E+02  0.56294E+01  0.11862E+01  0.13464E+01  0.31685E+00  0.66105E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.43111E+00  0.00000E+00  0.16267E+02
            2            1  0.12500E+00  0.18639E+02  0.31487E+01  0.32769E+02 -0.48978E-02 -0.35769E+01  0.34436E+02  0.17818E+00  0.67255E+01  0.16673E+01  0.13745E+01  0.91120E+00  0.24406E+00  0.34908E+01  0.28721E+02  0.26601E+02  0.34625E+01  0.00000E+00  0.14981E+02
            2            1  0.12500E+00  0.77742E+01  0.61618E+00  0.19793E+02  0.78386E-01 -0.39290E+01  0.20238E+02  0.36915E+01  0.45452E+01  0.44558E+00  0.36132E+01  0.75654E+00  0.35276E-01  0.00000E+00  0.17110E+01  0.17110E+01  0.51314E+00  0.00000E+00  0.63964E+01
#ende
          10   number particle from SDTrimSP
