# SDTrimSP: VERSION 7.03    18.08.2025
T -> B  flux=5E20                                                               
#flu.-step out-layer     atoms  each-out max-layer calc_mom.  n-projec stat./dyn
#       nh       nqx       ncp     idout      nqxm  ncp_proj     idrel
      4000       500         2      1000      5000         1         0
D         B         
# fluence-step,dsurface                   : fluc,srrc
# surface atomic fraction                 : csf(ncp)
# Momente                                 : flib(5,qbeam)
# areal densities (atoms/A^2)             : ard(1:ncp)
# number projectils                       : nproj
# number particle backscattered           : iback_p(1:ncp)
# energy particle backscattered           : eback_p(1:ncp)
# number particle transmission            : itran_p(1:ncp)
# energy particle transmission            : etran_p(1:ncp)
# number particle backsputtering          : iback_r(1:ncp)
# energy particle backsputtering          : eback_r(1:ncp)
# number particle transmission sputtering : itran_r(1:ncp)
# energy particle transmission sputtering : etran_r(1:ncp)
# energy all projectils                   : e_tot_p(1:ncp)
# number particle reemission              : reem   (1:ncp)
# number particle chemical erosion        : d_chem (1:ncp)
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.10000000E+01 !--- csf(ncp)      
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.13090000E+04 !--- ard(1:ncp)    
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00
#  center[A]  density[a/A^3]  atomic fraction  
#  xxx(*)       dns(*)        (qux(*,jp),jp=1,ncp)
0.100000E+02   0.130900E+00      0.00000  1.00000
0.300000E+02   0.130900E+00      0.00000  1.00000
0.500000E+02   0.130900E+00      0.00000  1.00000
0.700000E+02   0.130900E+00      0.00000  1.00000
0.900000E+02   0.130900E+00      0.00000  1.00000
0.110000E+03   0.130900E+00      0.00000  1.00000
0.130000E+03   0.130900E+00      0.00000  1.00000
0.150000E+03   0.130900E+00      0.00000  1.00000
0.170000E+03   0.130900E+00      0.00000  1.00000
0.190000E+03   0.130900E+00      0.00000  1.00000
0.210000E+03   0.130900E+00      0.00000  1.00000
0.230000E+03   0.130900E+00      0.00000  1.00000
0.250000E+03   0.130900E+00      0.00000  1.00000
0.270000E+03   0.130900E+00      0.00000  1.00000
0.290000E+03   0.130900E+00      0.00000  1.00000
0.310000E+03   0.130900E+00      0.00000  1.00000
0.330000E+03   0.130900E+00      0.00000  1.00000
0.350000E+03   0.130900E+00      0.00000  1.00000
0.370000E+03   0.130900E+00      0.00000  1.00000
0.390000E+03   0.130900E+00      0.00000  1.00000
0.410000E+03   0.130900E+00      0.00000  1.00000
0.430000E+03   0.130900E+00      0.00000  1.00000
0.450000E+03   0.130900E+00      0.00000  1.00000
0.470000E+03   0.130900E+00      0.00000  1.00000
0.490000E+03   0.130900E+00      0.00000  1.00000
0.510000E+03   0.130900E+00      0.00000  1.00000
0.530000E+03   0.130900E+00      0.00000  1.00000
0.550000E+03   0.130900E+00      0.00000  1.00000
0.570000E+03   0.130900E+00      0.00000  1.00000
0.590000E+03   0.130900E+00      0.00000  1.00000
0.610000E+03   0.130900E+00      0.00000  1.00000
0.630000E+03   0.130900E+00      0.00000  1.00000
0.650000E+03   0.130900E+00      0.00000  1.00000
0.670000E+03   0.130900E+00      0.00000  1.00000
