#Procedure: <__main__.LaserProcedure>
#Parameters:
#	Emission time: 0.5 s
#	Laser power setpoint: 20 %
#	Measurement time: 5 s
#	Photodiode Gain: 70
#	Sample Name: R4N24_hBN_granules
#Data:
Measurement Time (s),Photodiode Voltage (V),Trigger (V),TC1 (C),TC2 (C),Pressure (Torr),Laser output power (W),Laser output peak power (W)
0.0,0.0,0.0,22.25,22.25,0.0027,0.0,0.0
0.0032,-0.04,0.0,22.25,22.25,0.0026833651641730155,0.0,0.0
0.0064,-0.04,0.04,22.25,22.235111004524835,0.0026667303283460305,0.0,0.0
0.009600000000000001,0.0,0.0,22.25,21.977666512375187,0.002650095492519046,0.0,0.0
0.0128,0.0,0.0,22.25,21.75,0.002633460656692061,0.0,0.0
0.016,0.0,0.0,22.25,21.75,0.0026168258208650766,0.0,0.0
0.019200000000000002,0.0,0.0,22.25,21.75,0.0026001909850380915,0.0,0.0
0.0224,0.0,0.0,22.25,21.75,0.0026237475136248255,0.0,0.0
0.0256,0.0,0.04,22.25,21.75,0.002647770839761722,0.0,0.0
0.028800000000000003,0.0,0.04,22.25,21.75,0.002671794165898619,0.0,0.0
0.032,-0.04,0.0,22.25,21.75,0.0026958174920355157,0.0,0.0
0.0352,-0.04,0.04,22.25,21.75,0.002685747309532953,0.0,0.0
0.038400000000000004,0.0,0.0,22.25,21.75,0.002668490106304601,0.0,0.0
0.041600000000000005,0.0,0.0,22.25,21.75,0.0026512329030762487,0.0,0.0
0.0448,0.0,0.04,22.25,21.75,0.0026339756998478964,0.0,0.0
0.048,0.0,0.0,22.25,21.75,0.002616718496619544,0.0,0.0
0.0512,0.0,0.04,22.25,21.75,0.002600419799875704,0.0,0.0
0.054400000000000004,0.0,0.04,22.25,21.75,0.002613867883956722,0.0,0.0
0.057600000000000005,0.0,0.0,22.25,21.75,0.0026273159680377397,0.0,0.0
0.0608,0.0,0.0,22.25,21.75,0.002640764052118757,0.0,0.0
0.064,-0.04,0.0,22.25,21.75,0.002654212136199775,0.0,0.0
0.06720000000000001,0.0,0.0,22.25,21.75,0.0026676602202807924,0.0,0.0
0.0704,0.0,0.0,22.25,21.75,0.0026811083043618102,0.0,0.0
0.0736,0.0,0.04,22.25,21.75,0.002694556388442828,0.0,0.0
0.07680000000000001,-0.04,0.04,22.25,21.75,0.0026848916051521008,0.0,0.0
0.08,0.0,0.0,22.25,21.75,0.002659508425481174,0.0,0.0
0.08320000000000001,0.0,0.04,22.25,21.75,0.002634125245810247,0.0,0.0
0.0864,0.0,0.0,22.25,21.75,0.0026087420661393195,0.0,0.0
0.0896,0.0,0.04,22.25,21.75,0.0026000000000000003,0.0,0.0
0.09280000000000001,-0.04,0.04,22.25,21.75,0.0026000000000000003,0.0,0.0
0.096,-0.04,0.0,22.25,21.75,0.0026000000000000003,0.0,0.0
0.09920000000000001,-0.04,0.04,22.25,21.75,0.0026000000000000003,0.0,0.0
0.1024,0.0,0.0,22.25,21.869111900188678,0.0026000000000000003,0.0,0.0
0.1056,0.0,0.0,22.25,21.997834077518405,0.0026000000000000003,0.0,0.0
0.10880000000000001,0.0,0.04,22.25,22.0,0.0026000000000000003,0.0,0.0
0.112,0.0,0.04,22.25,22.0,0.0026000000000000003,0.0,0.0
0.11520000000000001,-0.04,0.04,22.25,22.0,0.002613312946526611,0.0,0.0
0.1184,-0.04,0.04,22.25,22.0,0.002628565011772331,0.0,0.0
0.1216,0.0,0.04,22.25,22.0,0.002643817077018051,0.0,0.0
0.12480000000000001,0.0,0.04,22.25,22.0,0.002659069142263771,0.0,0.0
0.128,0.0,0.0,22.25,22.0,0.002674321207509491,0.0,0.0
0.1312,0.0,0.0,22.25,22.0,0.002689573272755211,0.0,0.0
0.13440000000000002,0.0,0.0,22.25,22.0,0.00269380270926544,0.0,0.0
0.1376,0.0,0.0,22.25,22.0,0.0026742141368976654,0.0,0.0
0.1408,0.0,0.0,22.25,22.0,0.00265462556452989,0.0,0.0
0.14400000000000002,0.0,0.04,22.25,22.0,0.002635036992162115,0.0,0.0
0.1472,0.0,0.04,22.25,22.0,0.0026154484197943397,0.0,0.0
0.1504,-0.04,0.0,22.25,22.0,0.0026053642442227776,0.0,0.0
0.15360000000000001,-0.04,0.0,22.25,22.0,0.002630744440795847,0.0,0.0
0.1568,0.0,0.0,22.25,22.0,0.002656124637368916,0.0,0.0
0.16,0.0,0.0,22.25,22.0,0.0026815048339419853,0.0,0.0
0.1632,0.0,0.04,22.25,22.0,0.0027,0.0,0.0
0.16640000000000002,0.0,0.0,22.25,22.0,0.0027,0.0,0.0
0.1696,0.0,0.0,22.25,22.0,0.0027,0.0,0.0
0.1728,0.0,0.04,22.25,22.0,0.0027,0.0,0.0
0.17600000000000002,0.0,0.04,22.25,22.0,0.0027,0.0,0.0
0.1792,0.0,0.0,22.25,22.0,0.0027,0.0,0.0
0.1824,-0.04,0.0,22.25,22.0,0.0027,0.0,0.0
0.18560000000000001,0.0,0.04,22.25,22.0,0.0027,0.0,0.0
0.1888,0.0,0.0,22.25,22.0,0.0027,0.0,0.0
0.192,0.0,0.0,22.25,22.0,0.0027,0.0,0.0
0.1952,0.0,0.0,22.25,22.102057052181863,0.0027,0.0,0.0
0.19840000000000002,-0.04,0.0,22.25,22.23077942592615,0.0027,0.0,0.0
0.2016,-0.04,0.04,22.25,22.25,0.0027,0.0,0.0
0.2048,0.0,0.0,22.25,22.25,0.0027,0.0,0.0
0.20800000000000002,0.0,0.0,22.25,22.25,0.0027,0.0,0.0
0.2112,-0.04,0.04,22.25,22.25,0.0027,0.0,0.0
0.2144,0.0,0.04,22.25,22.25,0.0027,0.0,0.0
0.21760000000000002,0.0,0.0,22.25,22.25,0.0027,0.0,0.0
