##################################################
# SHOT: 203780
# T_RANGE_CHARGE: [1500, 3500]
##################################################
t (s),q (C)
0.0,0.0
2.0000000000209185e-05,0.018437667548919404
4.000000000041837e-05,0.03688408621349869
6.000000000040018e-05,0.05533541000327723
8.000000000060937e-05,0.07378922886053998
0.00010000000000081855,0.0922443057325533
0.00011999999999989086,0.11069799196706592
0.00014000000000010006,0.1291487067911205
0.00016000000000030923,0.14759372977290017
0.00018000000000029104,0.16603546290443735
0.0002000000000007276,0.18447727603511083
0.0002200000000007094,0.20292459013413455
0.0002400000000006912,0.22137406436895818
0.0002599999999999909,0.2398252898396246
0.0002800000000002001,0.25828075725311167
0.0003000000000001819,0.2767408318379049
0.0003200000000003911,0.29520159920814004
0.0003400000000006003,0.31366260154986275
0.0003600000000005821,0.3321250621038078
0.0003799999999998818,0.35058752255410053
0.000400000000000091,0.36905301160941395
0.00042000000000007277,0.38752461509653297
0.00044000000000028196,0.40599794686071317
0.0004600000000007185,0.4244670781380424
0.0004800000000007003,0.44292996517135164
0.0005000000000006821,0.46138524271775616
0.0005199999999999818,0.47983346983272307
0.0005399999999999636,0.4982717952258207
0.0005600000000001728,0.5167005359254462
0.000580000000000382,0.5351305265649328
0.0006000000000001364,0.5535563215520849
0.000620000000000573,0.5719788770396732
0.0006400000000007822,0.5903953336392569
0.0006599999999998545,0.6088055682692384
0.0006800000000000637,0.6272055089703025
0.0007000000000002729,0.645594416072979
0.0007200000000002547,0.6639718545842686
0.0007400000000004638,0.6823433298026225
0.000760000000000673,0.7007158452668646
0.0007800000000006548,0.7190964524010275
0.0007999999999999545,0.7374778855974267
0.0008200000000001637,0.7558544243566067
0.0008400000000001455,0.7742297331394306
0.0008600000000001274,0.7925984932159263
0.0008800000000005639,0.8109643046903344
0.0009000000000005458,0.8293312681818412
0.0009199999999998454,0.847698872762392
0.0009400000000000546,0.8660658082823257
0.0009600000000000365,0.8844363744247925
0.0009800000000002456,0.9028060326075463
0.0010000000000004547,0.9211732703291582
0.0010200000000004366,0.9395354364144647
0.0010400000000006457,0.9578953814330592
0.0010599999999999455,0.9762584339560817
0.0010799999999999272,0.9946229695875979
0.0011000000000001365,1.0129744058150325
0.0011200000000001183,1.0313124244127307
0.0011400000000003274,1.0496434485463462
0.0011600000000005367,1.0679712168329436
0.0011800000000005185,1.0862902240828012
0.0011999999999998182,1.1045984197185543
0.0012200000000000273,1.1228887321664545
0.0012400000000002366,1.1411673756068998
0.0012600000000002184,1.159441343226769
0.0012800000000004275,1.1777112158952736
0.0013000000000006366,1.195972839021019
0.0013200000000006184,1.2142245972177192
0.001339999999999918,1.232470424556172
0.0013600000000001274,1.2507156253339242
0.0013800000000001092,1.2689632753191216
0.0014000000000003183,1.2872111422849133
0.0014200000000005276,1.3054598338921586
0.0014400000000005094,1.3237106052845096
0.0014600000000007185,1.3419706049311975
0.0014800000000000182,1.3602406002970941
0.0015000000000002275,1.3785138737377776
0.0015200000000002091,1.396785898679134
0.0015400000000004184,1.4150516674002935
0.0015600000000004003,1.433315526986239
0.0015800000000006093,1.4515772710726962
0.001599999999999909,1.4698362413913835
0.0016200000000001183,1.4880894373252096
0.0016400000000001001,1.506339941877608
0.0016600000000003092,1.524587080916299
0.0016800000000005185,1.542832002618096
0.0017000000000007276,1.5610782822340286
0.0017200000000007095,1.5793215657646353
0.0017400000000000091,1.5975691929851596
0.001759999999999991,1.6158138767212595
0.0017800000000002,1.6340493244035497
0.0018000000000004093,1.6522798408348867
0.0018200000000003912,1.6705073235007661
0.0018400000000006003,1.6887313597159987
0.0018600000000008096,1.7069520581669437
0.0018799999999998818,1.7251706204531212
0.001900000000000091,1.7433839450999002
0.0019200000000003002,1.761592925750386
0.001940000000000282,1.7797933558574723
0.0019600000000007185,1.7979887386427464
0.0019800000000007004,1.816186737047818
0.0020000000000006822,1.834385052190834
0.002019999999999982,1.8525826654534379
0.002040000000000191,1.8707828051020505
0.002060000000000173,1.88898619854116
0.002080000000000382,1.9071951228440078
0.0021000000000005914,1.9254110311845964
0.002120000000000573,1.9436306345262684
0.002139999999999873,1.9618432852977323
0.002160000000000082,1.980053748462591
0.002180000000000064,1.998264171487603
0.002200000000000273,2.0164716045953672
0.0022200000000007093,2.034679017531916
0.002240000000000464,2.0528838442265336
0.002260000000000673,2.071087725073285
0.0022799999999999726,2.0892916997285815
0.0022999999999999544,2.107488429287953
0.002320000000000164,2.125682037249211
0.002340000000000373,2.143875334737307
0.002360000000000127,2.162064433324459
0.002380000000000564,2.180250269732616
0.002400000000000773,2.19843317874092
0.0024199999999998455,2.216616143348125
0.0024400000000000545,2.234795909895335
0.0024600000000002636,2.2529695917819756
0.0024800000000002455,2.2711441543305058
0.002500000000000455,2.2893203026832736
0.002520000000000664,2.307498200009313
0.002540000000000646,2.3256766845918646
0.0025599999999999456,2.3438555375292527
0.0025800000000001547,2.3620347644130204
0.0026000000000001365,2.3802111180521455
0.0026200000000001183,2.3983824447997164
0.0026400000000005547,2.4165559001845462
0.0026600000000005365,2.4347320998153066
0.0026800000000005183,2.452910616564751
0.0027000000000000457,2.4710893476578546
0.0027200000000000275,2.4892627578003967
0.0027400000000002366,2.5074345438196906
0.0027600000000004457,2.5256056133763454
0.0027800000000004275,2.5437789436766134
0.0028000000000006366,2.5619561448739168
0.0028199999999999363,2.5801394942621747
0.002839999999999918,2.5983260210880235
0.002860000000000127,2.616510527208657
0.002880000000000109,2.634696461288428
0.0029000000000003186,2.6528842625838744
0.0029200000000005276,2.6710731153312253
0.0029400000000005095,2.6892624551930018
0.002959999999999809,2.7074546955251835
0.0029800000000000182,2.7256474487257156
0.0030000000000002273,2.7438408336707396
0.003020000000000209,2.7620296323661955
0.0030400000000004182,2.780214400528209
0.0030600000000006278,2.798395400608956
0.0030800000000006096,2.81657369604932
0.0030999999999999093,2.834745876587048
0.0031200000000001183,2.852918927448934
0.0031400000000001,2.871094214916477
0.0031600000000003093,2.8892679073405394
0.0031800000000005183,2.9074329284846914
0.003200000000000728,2.9255937941622
0.0032200000000007093,2.943748115191344
0.0032400000000000094,2.9618988163339286
0.0032600000000002185,2.9800592359397173
0.0032800000000002003,2.9982284601095106
0.0033000000000004094,3.016408700037205
0.003320000000000391,3.034597348710108
0.0033400000000006003,3.05278789107428
0.0033599999999999,3.070977852208464
0.003380000000000109,3.08916391475484
0.003400000000000091,3.107350488167446
0.0034200000000003004,3.1255449360331955
0.0034400000000005095,3.143740092200898
0.0034600000000007186,3.1619251053575717
0.0034800000000007004,3.1801026815694247
0.0035,3.1982737460851998
0.003519999999999982,3.216435893648048
0.003540000000000191,3.234593366460604
0.0035600000000004,3.252750071828624
0.003580000000000382,3.270907042893166
0.0036000000000005914,3.2890617661989845
0.0036200000000008005,3.3072152659314717
0.003639999999999873,3.3253714448926996
0.003660000000000082,3.3435347844849512
0.003680000000000291,3.3616977425409855
0.003700000000000273,3.3798588921439436
0.0037200000000007093,3.398021198345032
0.003740000000000691,3.416185179971106
0.003760000000000673,3.434349015937779
0.0037799999999999726,3.452516911422597
0.003800000000000182,3.470688014013904
0.003820000000000164,3.488863392767093
