# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.79960E+01  0.10785E+00  0.16769E+02  0.33442E+00 -0.43533E+01  0.21250E+02  0.50337E+01  0.44611E+01  0.44807E+01  0.46993E+01  0.45618E-01  0.69008E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.91361E-01  0.00000E+00  0.13128E+01
            2            1  0.10000E+00  0.95873E+01  0.12170E+00  0.16416E+02 -0.67619E-01 -0.43478E+01  0.21420E+02 -0.41957E+01  0.44695E+01  0.50045E+01  0.41281E+01  0.23797E+00  0.77142E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.10967E+00  0.00000E+00  0.13874E+01
            2            1  0.10000E+00  0.14455E+02  0.47572E+00  0.26321E+02  0.14339E+01 -0.36792E+01  0.30913E+02  0.57363E+01  0.41549E+01  0.45915E+01  0.43024E+01  0.41188E+00  0.63139E+00 -0.40811E+00  0.22983E+02  0.22983E+02  0.12611E+01  0.00000E+00  0.50817E+01
            2            1  0.10000E+00  0.22834E+02  0.35222E+00  0.18289E+02 -0.12514E+01 -0.34096E+01  0.24324E+02 -0.40321E+01  0.37619E+01  0.60354E+01  0.27807E+01  0.39602E+00  0.95137E+00 -0.37395E+00  0.10208E+02  0.10208E+02  0.98009E+00  0.00000E+00  0.44339E+01
            2            1  0.10000E+00  0.51220E+01  0.66156E+00  0.20668E+02  0.74341E-01 -0.35420E+01  0.24048E+02  0.24858E+01  0.42035E+01  0.33801E+01  0.24115E+01  0.38025E+00  0.81406E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.39467E+00  0.00000E+00  0.73089E+01
            2            1  0.10000E+00  0.49392E+01  0.61772E-01  0.14886E+02 -0.14616E+00 -0.42241E+01  0.22284E+02 -0.55357E+00  0.42859E+01  0.73975E+01  0.10577E+01  0.18368E+00  0.98891E+00  0.14863E+01  0.19219E+02  0.18419E+02  0.19109E+01  0.00000E+00  0.19063E+02
            2            1  0.10000E+00  0.73091E+01  0.72359E-01  0.18496E+02 -0.70182E+00 -0.36706E+01  0.20977E+02 -0.45417E+01  0.37429E+01  0.24811E+01  0.38399E+01  0.30682E+00  0.54271E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.53088E-01  0.00000E+00  0.81201E+00
            2            1  0.10000E+00  0.73941E+01  0.12217E+01  0.23700E+02  0.38097E-01 -0.40931E+01  0.25392E+02 -0.64748E+00  0.53149E+01  0.16927E+01  0.70069E+00  0.96289E+00  0.99988E+00 -0.51073E+00  0.55098E+01  0.49332E+01  0.93541E+00  0.00000E+00  0.95837E+01
            2            1  0.10000E+00  0.62133E+01  0.63499E+00  0.20767E+02 -0.84709E+00 -0.43442E+01  0.21072E+02 -0.37621E+01  0.49792E+01  0.44252E+00  0.29150E+01  0.86206E+00 -0.86697E-01  0.00000E+00  0.23981E+01  0.23981E+01  0.45583E+00  0.00000E+00  0.60922E+01
            2            1  0.10000E+00  0.12959E+02  0.38581E+00  0.24840E+02  0.83354E+00 -0.44793E+01  0.28187E+02  0.64923E+00  0.48651E+01  0.33477E+01  0.18431E+00  0.76474E+00  0.99849E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.26918E+00  0.00000E+00  0.27022E+01
#ende
          10   number particle from SDTrimSP
