# SDTrimSP: VERSION 7.03    19.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
        4000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.20337E+01  0.20250E+01  0.82580E+03 -0.10773E+02 -0.36345E+01  0.82646E+03 -0.12336E+02  0.56595E+01  0.66166E+00  0.15629E+01  0.87484E+00  0.38986E+00  0.19695E+01  0.00000E+00  0.00000E+00  0.75060E+00  0.00000E+00  0.20174E+02
            2            1  0.12500E+00  0.16675E+03  0.23886E+02  0.18012E+03 -0.21631E+02 -0.34626E+01  0.19179E+03 -0.29850E+02  0.27349E+02  0.11669E+02  0.82185E+01  0.55422E+00  0.35133E+00  0.25477E+02  0.27939E+03  0.27064E+03  0.78481E+02  0.21714E+03  0.32514E+02
            2            1  0.12500E+00  0.38397E+02  0.20413E+02  0.23570E+03 -0.26431E+02 -0.37767E+01  0.21851E+03 -0.31499E+02  0.24190E+02  0.17195E+02  0.11057E+02  0.72108E+00 -0.40705E+00  0.33084E+02  0.19118E+04  0.19037E+04  0.12581E+03  0.18217E+04  0.42969E+02
            2            1  0.12500E+00  0.11109E+02  0.29775E+00  0.75771E+03  0.53325E+03 -0.38356E+01  0.76070E+03  0.53131E+03  0.41333E+01  0.29826E+01  0.19417E+01  0.78171E+00  0.94574E+00 -0.46809E+00  0.93690E+01  0.82862E+01  0.62876E+00  0.00000E+00  0.43218E+01
            2            1  0.12500E+00  0.70064E+01  0.22262E+01  0.27953E+02 -0.12657E-01 -0.44010E+01  0.27358E+02 -0.23297E+01  0.66273E+01  0.59450E+00  0.23170E+01  0.85261E+00 -0.28576E+00  0.15192E+01  0.20454E+02  0.18464E+02  0.18079E+01  0.00000E+00  0.14622E+02
            2            1  0.12500E+00  0.15050E+03  0.66423E+01  0.59249E+02 -0.16250E+01 -0.49793E+01  0.64698E+02 -0.99087E+01  0.11622E+02  0.54497E+01  0.82837E+01  0.87601E+00  0.46206E+00  0.96836E+01  0.13568E+03  0.13220E+03  0.20112E+02  0.10051E+03  0.16875E+02
            2            1  0.12500E+00  0.28490E+02  0.56828E+01  0.57324E+02 -0.11013E+00 -0.33582E+01  0.59901E+02 -0.56559E+01  0.90410E+01  0.25775E+01  0.55458E+01  0.97031E+00  0.82811E+00  0.75468E+01  0.32396E+02  0.29188E+02  0.85553E+01  0.00000E+00  0.27277E+02
            2            1  0.12500E+00  0.31317E+01  0.23161E+00  0.17526E+02  0.47623E-01 -0.38848E+01  0.16498E+02  0.53085E+01  0.41164E+01  0.10288E+01  0.52609E+01  0.55548E+00 -0.24972E-01  0.10103E+01  0.22521E+02  0.22521E+02  0.17572E+01  0.00000E+00  0.11689E+02
            2            1  0.12500E+00  0.10472E+03  0.21506E+00  0.85655E+03  0.29299E+02 -0.33339E+01  0.85664E+03  0.31005E+02  0.35490E+01  0.87540E-01  0.17067E+01  0.89724E+00  0.51225E-01  0.00000E+00  0.00000E+00  0.00000E+00  0.34716E+00  0.00000E+00  0.54205E+00
            2            1  0.12500E+00  0.34980E+01  0.88879E+00  0.21000E+02 -0.18949E+00 -0.40462E+01  0.22003E+02 -0.60265E+01  0.49350E+01  0.10032E+01  0.58370E+01  0.44543E+00  0.21535E+00  0.00000E+00  0.14054E+01  0.14054E+01  0.81143E+00  0.00000E+00  0.14880E+02
#ende
          10   number particle from SDTrimSP
