element	sp_num	obs_wl_vac(nm)	unc_obs_wl	intens	Aki(s^-1)	Acc	Ei(eV)	Ek(eV)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref
C	2	"672.551"	"0.004"	"5h*"	"5.16e+06"	B	"20.844740"	"22.688229"	"2s2.4d"	"2D"	"3/2"	"2s2.6p"	"2P*"	"1/2"		"T5109LS"	"L1176"
C	2	"672.642"	"0.004"	"6"	"3.16e+06"	B	"22.527518"	"24.370757"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).3d"	"4D*"	"3/2"		"T5109LS"	"L1176"
C	2	"672.905"	"0.010"	"10*"	"6.35e+06"	B	"22.527518"	"24.370080"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).3d"	"4D*"	"1/2"		"T5109LS"	"L1176"
C	2	"672.905"	"0.010"	"10*"	"2.96e+06"	B	"22.529299"	"24.371800"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4D*"	"5/2"		"T5109LS"	"L1176"
C	2	"673.2928"	"0.0020"	"14"	"5.06e+06"	B	"22.529299"	"24.370757"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4D*"	"3/2"		"T5109LS"	"L1176"
C	2	"673.544"	"0.004"	"6"	"6.33e+06"	B	"22.529299"	"24.370080"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4D*"	"1/2"		"T5109LS"	"L1176"
C	2	"673.586"	"0.004"	"6"	"1.80e+06"	B	"22.532400"	"24.373054"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4D*"	"7/2"		"T5109LS"	"L1176"
C	2	"674.0480"	"0.0020"	"18"	"7.23e+06"	B	"22.532400"	"24.371800"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4D*"	"5/2"		"T5109LS"	"L1176"
C	2	"674.4291"	"0.0020"	"8"	"4.41e+06"	B	"22.532400"	"24.370757"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4D*"	"3/2"		"T5109LS"	"L1176"
C	3	"674.624"	"0.010"	"150"	"1.99e+07"	B	"38.226472"	"40.064295"	"1s2.2p.(2P*).3s"	"3P*"	"2"	"1s2.2p.(2P*).3p"	"3D"	"3"		"T5633LS"	"L1113"
C	2	"675.2413"	"0.0020"	"30"	"1.08e+07"	B	"22.536905"	"24.373054"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).3d"	"4D*"	"7/2"		"T5109LS"	"L1176"
C	1	"675.60"	"0.03"	"4500d"	""		"8.850662829"	"10.68560706"	"2s2.2p.3p"	"3P"	"2"	"2s2.2p.5d"	"1D*"	"2"		""	"L2138c153"
C	2	"675.7025"	"0.0020"	"8"	"2.38e+06"	B	"22.536905"	"24.371800"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).3d"	"4D*"	"5/2"		"T5109LS"	"L1176"
O	2	"677.6843"	"0.0010"	"9"	"1.75e+06"	D	"28.941697"	"30.771222"	"2s2.2p2.(3P).3d"	"2P"	"3/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		"T5723LS"	"L10621"
C	2	"678.1801"	"0.0020"	"40"	"2.50e+07"	B+	"20.704213"	"22.532400"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4D"	"5/2"		"T2440"	"L1176"
C	2	"678.2481"	"0.0020"	"19"	"1.49e+07"	B+	"20.701289"	"22.529299"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).3p"	"4D"	"3/2"		"T2440"	"L1176"
C	2	"678.5772"	"0.0020"	"24"	"3.54e+07"	B+	"20.709791"	"22.536905"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4D"	"7/2"		"T2440"	"L1176"
B	2	"678.799"	"0.003"	"0.5"	"3.93e+06"	C	"21.150629"	"22.977146"	"1s2.2s.4p"	"1P*"	"1"	"1s2.2s.5d"	"1D"	"2"		"u27"	"L12120"
C	2	"678.9093"	"0.0020"	"25"	"2.95e+07"	B+	"20.701289"	"22.527518"	"2s.2p.(3P*).3s"	"4P*"	"1/2"	"2s.2p.(3P*).3p"	"4D"	"1/2"		"T2440"	"L1176"
C	2	"679.3344"	"0.0020"	"27"	"1.88e+07"	B+	"20.704213"	"22.529299"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4D"	"3/2"		"T2440"	"L1176"
C	2	"679.9986"	"0.0020"	"8"	"5.80e+06"	B+	"20.704213"	"22.527518"	"2s.2p.(3P*).3s"	"4P*"	"3/2"	"2s.2p.(3P*).3p"	"4D"	"1/2"		"T2440"	"L1176"
C	2	"680.2557"	"0.0020"	"24"	"1.04e+07"	B+	"20.709791"	"22.532400"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4D"	"5/2"		"T2440"	"L1176"
C	2	"681.4170"	"0.0020"	"8"	"1.71e+06"	B+	"20.709791"	"22.529299"	"2s.2p.(3P*).3s"	"4P*"	"5/2"	"2s.2p.(3P*).3p"	"4D"	"3/2"		"T2440"	"L1176"
C	1	"681.99"	"0.03"	"3800"	""		"9.17184612"	"10.989834"	"2s2.2p.3p"	"1S"	"0"	"2s2.2p.(2P*<3/2>).7d"	"2[3/2]*"	"1"		""	"L2138"
C	2	"682.328"	"0.005"	"16p(N II)*"	"1.3e+06"	C	"22.187763"	"24.004847"	"2s2.5f"	"2F*"	"5/2"	"2s2.12g"	"2G"	"7/2"		"T10528"	"L21568,L22145"
C	2	"682.328"	"0.005"	"16p(N II)*"	"1.4e+06"	C	"22.187773"	"24.004847"	"2s2.5f"	"2F*"	"7/2"	"2s2.12g"	"2G"	"9/2"		"T10528"	"L21568,L22145"
C	2	"682.328"	"0.005"	"16p(N II)*"	"5.e+04"	E	"22.187773"	"24.004847"	"2s2.5f"	"2F*"	"7/2"	"2s2.12g"	"2G"	"7/2"		"T10528"	"L21568,L22145"
C	1	"683.0001"	"0.0014"	"27000"	"9.9e+05"	C	"8.53709962"	"10.35238138"	"2s2.2p.3p"	"1P"	"1"	"2s2.2p.4d"	"1D*"	"2"		"T5520,T6070"	"L17684"
O	2	"684.8702"	"0.0010"	"11"	"3.17e+06"	C	"28.6934114"	"30.5037449"	"2s2.2p2.(3P).3d"	"4F"	"7/2"	"2s2.2p2.(3P).4p"	"4D*"	"7/2"		"T5723LS"	"L10621"
O	2	"687.1380"	"0.0010"	"11"	"5.35e+06"	C	"28.6837551"	"30.4881141"	"2s2.2p2.(3P).3d"	"4F"	"5/2"	"2s2.2p2.(3P).4p"	"4D*"	"5/2"		"T5723LS"	"L10621"
O	2	"688.6811"	"0.0010"	"11"	"6.12e+06"	C	"28.6770648"	"30.477387"	"2s2.2p2.(3P).3d"	"4F"	"3/2"	"2s2.2p2.(3P).4p"	"4D*"	"3/2"		"T5723LS"	"L10621"
O	2	"689.7011"	"0.0010"	"22"	"2.72e+07"	C	"28.7060920"	"30.5037449"	"2s2.2p2.(3P).3d"	"4F"	"9/2"	"2s2.2p2.(3P).4p"	"4D*"	"7/2"		"T5723LS"	"L10621"
O	2	"690.8348"	"0.0010"	"19"	"2.48e+07"	C	"28.6934114"	"30.4881141"	"2s2.2p2.(3P).3d"	"4F"	"7/2"	"2s2.2p2.(3P).4p"	"4D*"	"5/2"		"T5723LS"	"L10621"
O	2	"690.9778"	"0.0010"	"15"	"3.03e+07"	C	"28.6770648"	"30.471394"	"2s2.2p2.(3P).3d"	"4F"	"3/2"	"2s2.2p2.(3P).4p"	"4D*"	"1/2"		"T5723LS"	"L10621"
O	2	"691.2468"	"0.0010"	"19"	"2.43e+07"	C	"28.6837551"	"30.477387"	"2s2.2p2.(3P).3d"	"4F"	"5/2"	"2s2.2p2.(3P).4p"	"4D*"	"3/2"		"T5723LS"	"L10621"
O	2	"692.4265"	"0.0010"	"6"	""		"31.374055"	"33.164631"	"2s2.2p2.(1D).3d"	"2D"	"5/2"	"2s2.2p2.(1D).4p"	"2P*"	"3/2"		""	"L10621"
O	2	"693.7932"	"0.0010"	"5"	""		"31.373797"	"33.160848"	"2s2.2p2.(1D).3d"	"2D"	"3/2"	"2s2.2p2.(1D).4p"	"2P*"	"1/2"		""	"L10621"
C	1	"694.837"	"0.016"	"15000d"	""		"8.643023685"	"10.42745839"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3P*"	"2"		""	"L2138c153"
C	1	"696.4230"	"0.0014"	"4300"	""		"8.647160399"	"10.42745839"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3P*"	"2"		""	"L17684"
O	1	"700.385"	"0.010"	"360"	"2.65e+06"	B	"10.9887923"	"12.7590208"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).4d"	"3D*"	"2"		"T5803,LS"	"L3760"
O	1	"700.416"	"0.010"	"450"	"3.53e+06"	B	"10.9888616"	"12.7590123"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).4d"	"3D*"	"3"		"T5803,LS"	"L3760"
B	2	"703.214"	"0.003"	"4"	"3.97e+07"	A	"16.089904"	"17.852994"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"2"		"T7096"	"L12120"
B	2	"703.384"	"0.003"	"3"	"3.98e+07"	A	"16.089904"	"17.852554"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"1"		"T7096"	"L12120"
B	2	"703.448"	"0.003"	"2"	"3.97e+07"	A	"16.089904"	"17.852479"	"1s2.2s.3s"	"3S"	"1"	"1s2.2s.3p"	"3P*"	"0"		"T7096"	"L12120"
C	3	"703.919"	"0.010"	"150w"	"7.46e+07"	B	"38.435885"	"40.197226"	"1s2.2p.(2P*).3s"	"1P*"	"1"	"1s2.2s.4d"	"1D"	"2"		"T5633"	"L1113"
C	2	"704.8203"	"0.0020"	"11"	"3.21e+07"	B	"22.898766"	"24.657857"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).3d"	"4P*"	"1/2"		"T5109LS"	"L1176"
C	2	"705.5035"	"0.0020"	"18"	"3.19e+07"	B	"22.898766"	"24.656151"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).3d"	"4P*"	"3/2"		"T5109LS"	"L1176"
C	1	"705.8817"	"0.0014"	"2700"	"1.6e+05"	C	"8.643023685"	"10.3994604"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.5s"	"1P*"	"1"		"T6070"	"L17684"
C	2	"706.5648"	"0.0020"	"31"	"3.17e+07"	B	"22.898766"	"24.653514"	"2s.2p.(3P*).3p"	"4S"	"3/2"	"2s.2p.(3P*).3d"	"4P*"	"5/2"		"T5109LS"	"L1176"
C	1	"707.6815"	"0.0014"	"4100"	"3.4e+05"	D+	"8.64039604"	"10.39237505"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4d"	"3D*"	"1"		"T6070n"	"L17684"
C	1	"707.8430"	"0.0014"	"9900"	"3.0e+05"	D+	"8.643023685"	"10.39459625"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"2"		"T6070n"	"L17684"
O	2	"708.5928"	"0.0010"	"11"	"2.28e+06"	D	"29.0622429"	"30.811970"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"		"T5723LS"	"L10621"
C	1	"708.7465"	"0.0014"	"2700"	"1.9e+05"	D+	"8.643023685"	"10.39237505"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3D*"	"1"		"T6070n"	"L17684"
C	1	"708.9781"	"0.0014"	"18000"	"6.9e+05"	C	"8.647160399"	"10.39593494"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"3"		"T6070n"	"L17684"
C	1	"709.521"	"0.003"	"12000p"	"5.3e+05"	D+	"8.647160399"	"10.39459625"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3D*"	"2"		"T6070n"	"L17684"
C	1	"710.2081"	"0.0014"	"19000"	"9.0e+05"	B	"8.643023685"	"10.38877088"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.5s"	"3P*"	"2"		"T6070n"	"L17684"
C	2	"710.464"	"0.006"	"20p(Ni II)*"	"1.9e+06"	C	"22.187763"	"23.932878"	"2s2.5f"	"2F*"	"5/2"	"2s2.11g"	"2G"	"7/2"		"T10528"	"L21568,L22145"
C	2	"710.464"	"0.006"	"20p(Ni II)*"	"2.0e+06"	C	"22.187773"	"23.932879"	"2s2.5f"	"2F*"	"7/2"	"2s2.11g"	"2G"	"9/2"		"T10528"	"L21568,L22145"
C	2	"710.464"	"0.006"	"20p(Ni II)*"	"7.e+04"	E	"22.187773"	"23.932878"	"2s2.5f"	"2F*"	"7/2"	"2s2.11g"	"2G"	"7/2"		"T10528"	"L21568,L22145"
C	1	"711.0895"	"0.0014"	"14000"	"1.12e+06"	B	"8.64039604"	"10.38397899"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.5s"	"3P*"	"1"		"T6070n"	"L17684"
O	2	"711.2043"	"0.0010"	"16"	"2.03e+07"	D	"29.0686699"	"30.811970"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4p"	"2P*"	"3/2"		"T5723LS"	"L10621"
C	1	"711.3436"	"0.0014"	"32000"	"2.17e+06"	B	"8.64039604"	"10.38335829"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.4d"	"3F*"	"2"		"T6070n"	"L17684"
C	2	"711.4441"	"0.0020"	"18"	"2.94e+07"	B	"22.527518"	"24.270232"	"2s.2p.(3P*).3p"	"4D"	"1/2"	"2s.2p.(3P*).3d"	"4F*"	"3/2"		"T5109LS"	"L1176"
C	2	"711.5001"	"0.0020"	"31"	"3.15e+07"	B	"22.529299"	"24.271876"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4F*"	"5/2"		"T5109LS"	"L1176"
C	1	"711.5141"	"0.0014"	"110000"	"2.47e+06"	B	"8.647160399"	"10.389704212"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3F*"	"4"		"T6070n"	"L17684"
C	1	"711.715"	"0.003"	"110000*"	"4.4e+06"	B	"8.64039604"	"10.38244873"	"2s2.2p.3p"	"3D"	"1"	"2s2.2p.5s"	"3P*"	"0"		"T6070n"	"L17684"
C	1	"711.715"	"0.003"	"110000*"	"2.19e+06"	B	"8.643023685"	"10.385074438"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3F*"	"3"		"T6070n"	"L17684"
C	2	"711.7592"	"0.0020"	"42"	"3.60e+07"	B	"22.532400"	"24.274339"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4F*"	"7/2"		"T5109LS"	"L1176"
C	1	"711.8952"	"0.0014"	"45000"	"3.3e+06"	B	"8.647160399"	"10.38877088"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.5s"	"3P*"	"2"		"T6070n"	"L17684"
C	1	"712.1634"	"0.0014"	"37000"	"3.1e+06"	B	"8.643023685"	"10.38397899"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.5s"	"3P*"	"1"		"T6070n"	"L17684"
C	2	"712.186"	"0.010"	"70*"	"1.17e+07"	B	"22.529299"	"24.270232"	"2s.2p.(3P*).3p"	"4D"	"3/2"	"2s.2p.(3P*).3d"	"4F*"	"3/2"		"T5109LS"	"L1176"
C	2	"712.186"	"0.010"	"70*"	"4.19e+07"	B	"22.536905"	"24.277795"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).3d"	"4F*"	"9/2"		"T5109LS"	"L1176"
C	1	"712.4159"	"0.0014"	"4200"	"2.01e+05"	B	"8.643023685"	"10.38335829"	"2s2.2p.3p"	"3D"	"2"	"2s2.2p.4d"	"3F*"	"2"		"T6070n"	"L17684"
C	2	"712.7694"	"0.0020"	"24"	"1.02e+07"	B	"22.532400"	"24.271876"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4F*"	"5/2"		"T5109LS"	"L1176"
O	2	"713.0850"	"0.0010"	"13"	"2.24e+07"	D	"29.0622429"	"30.800949"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4p"	"2P*"	"1/2"		"T5723LS"	"L10621"
C	1	"713.4078"	"0.0014"	"4200"	"1.17e+05"	B	"8.647160399"	"10.385074438"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3F*"	"3"		"T6070n"	"L17684"
C	2	"713.442"	"0.004"	"5"	"8.33e+05"	B	"22.532400"	"24.270232"	"2s.2p.(3P*).3p"	"4D"	"5/2"	"2s.2p.(3P*).3d"	"4F*"	"3/2"		"T5109LS"	"L1176"
C	2	"713.6077"	"0.0020"	"18"	"5.93e+06"	B	"22.536905"	"24.274339"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).3d"	"4F*"	"7/2"		"T5109LS"	"L1176"
C	1	"714.14"	"0.03"	"4200"	"2.1e+04"	C+	"8.647160399"	"10.38335829"	"2s2.2p.3p"	"3D"	"3"	"2s2.2p.4d"	"3F*"	"2"		"T6070n"	"L2138"
C	2	"714.616"	"0.004"	"5"	"3.5e+05"	C	"22.536905"	"24.271876"	"2s.2p.(3P*).3p"	"4D"	"7/2"	"2s.2p.(3P*).3d"	"4F*"	"5/2"		"T10528"	"L1176"
O	2	"714.6447"	"0.0010"	"12"	""		"28.8217045"	"30.5566036"	"2s2.2p2.(3P).3d"	"4P"	"5/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"715.3058"	"0.0010"	"12"	""		"31.319435"	"33.052740"	"2s2.2p2.(1D).3d"	"2G"	"9/2"	"2s2.2p2.(1D).4p"	"2F*"	"7/2"		""	"L10621"
O	2	"715.8063"	"0.0010"	"11"	""		"31.319581"	"33.051674"	"2s2.2p2.(1D).3d"	"2G"	"7/2"	"2s2.2p2.(1D).4p"	"2F*"	"5/2"		""	"L10621"
O	1	"715.867"	"0.010"	"210"	"5.05e+07"	B	"12.7284690"	"14.4604127"	"2s2.2p3.(2D*).3s"	"1D*"	"2"	"2s2.2p3.(2D*).3p"	"1D"	"2"		"T5713"	"L3760"
C	2	"716.253"	"0.010"	"m(He I)"	"9.e+05"	E	"22.202225"	"[23.933217]"	"2s2.5g"	"2G"	"7/2"	"2s2.11h"	"2H*"	"9/2"		"T10528"	"L21568,L22145"
C	2	"716.253"	"0.010"	"m(He I)"	"2.0e+04"	E	"22.202234"	"[23.933217]"	"2s2.5g"	"2G"	"9/2"	"2s2.11h"	"2H*"	"9/2"		"T10528"	"L21568,L22145"
C	2	"716.253"	"0.010"	"m(He I)"	"9.e+05"	E	"22.202234"	"[23.933217]"	"2s2.5g"	"2G"	"9/2"	"2s2.11h"	"2H*"	"11/2"		"T10528"	"L21568,L22145"
O	2	"716.9809"	"0.0010"	"7"	""		"28.8307832"	"30.5600365"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
O	2	"718.4071"	"0.0010"	"6"	""		"28.8307832"	"30.5566036"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"720.4191"	"0.0010"	"9"	""		"28.8390335"	"30.5600365"	"2s2.2p2.(3P).3d"	"4P"	"1/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
C	1	"720.4249"	"0.0014"	"4500"	"5.e+05"	D	"9.00258381"	"10.7235720"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.5d"	"1P*"	"1"		"T5520"	"L17684"
C	1	"721.8018"	"0.0014"	"1700"	"2.4e+05"	D	"9.17184612"	"10.889554"	"2s2.2p.3p"	"1S"	"0"	"2s2.2p.6d"	"1P*"	"1"		"T5520"	"L17684"
C	1	"722.6232"	"0.0014"	"4500"	""		"9.00258381"	"10.718336"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.5d"	"1F*"	"3"		""	"L17684"
O	2	"723.1134"	"0.0010"	"16"	""		"28.8217045"	"30.5362941"	"2s2.2p2.(3P).3d"	"4P"	"5/2"	"2s2.2p2.(3P).4p"	"4S*"	"3/2"		""	"L10621"
C	2	"723.3313"	"0.0020"	"430"	"3.48e+07"	A	"16.3317419"	"18.045807"	"2s2.3p"	"2P*"	"1/2"	"2s2.3d"	"2D"	"3/2"		"T7194"	"L1176"
C	2	"723.8414"	"0.0020"	"800"	"4.18e+07"	A	"16.3331238"	"18.045987"	"2s2.3p"	"2P*"	"3/2"	"2s2.3d"	"2D"	"5/2"		"T7194"	"L1176"
C	2	"723.9164"	"0.0020"	"41"	"6.96e+06"	A	"16.3331238"	"18.045807"	"2s2.3p"	"2P*"	"3/2"	"2s2.3d"	"2D"	"3/2"		"T7194"	"L1176"
C	1	"724.3315"	"0.0014"	"4600"	"9.e+05"	D	"9.00258381"	"10.7142898"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.6s"	"1P*"	"1"		"T5520"	"L17684"
O	2	"725.4716"	"0.0010"	"12"	""		"28.8307832"	"30.5397984"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"1/2"		""	"L10621"
O	1	"725.615"	"0.010"	"400"	"2.24e+06"	C+	"10.9887923"	"12.6974691"	"2s2.2p3.(4S*).3p"	"3P"	"1"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"
O	1	"725.645"	"0.010"	"450"	"3.73e+06"	C+	"10.9888616"	"12.6974691"	"2s2.2p3.(4S*).3p"	"3P"	"2"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"
O	1	"725.653"	"0.010"	"320"	"7.45e+05"	C+	"10.9888811"	"12.6974691"	"2s2.2p3.(4S*).3p"	"3P"	"0"	"2s2.2p3.(4S*).5s"	"3S*"	"1"		"T5713LS"	"L3760"
O	2	"726.1282"	"0.0010"	"10"	""		"28.8525664"	"30.5600365"	"2s2.2p2.(3P).3d"	"4D"	"1/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
O	2	"726.9633"	"0.0010"	"9"	""		"28.8307832"	"30.5362941"	"2s2.2p2.(3P).3d"	"4P"	"3/2"	"2s2.2p2.(3P).4p"	"4S*"	"3/2"		""	"L10621"
O	2	"727.9443"	"0.0010"	"12"	""		"28.8568239"	"30.5600365"	"2s2.2p2.(3P).3d"	"4D"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
O	2	"728.0263"	"0.0010"	"10"	""		"28.8570199"	"30.5600365"	"2s2.2p2.(3P).3d"	"4D"	"5/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
O	2	"728.2263"	"0.0010"	"11"	"4.59e+06"	D	"29.0686699"	"30.771222"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"5/2"		"T5723LS"	"L10621"
C	1	"728.8118"	"0.0014"	"2100"	""		"9.00258381"	"10.7037605"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.6s"	"3P*"	"1"		""	"L17684"
O	2	"728.9902"	"0.0010"	"10"	""		"28.8390335"	"30.5397984"	"2s2.2p2.(3P).3d"	"4P"	"1/2"	"2s2.2p2.(3P).4p"	"4P*"	"1/2"		""	"L10621"
O	2	"729.4138"	"0.0010"	"9"	""		"28.8568239"	"30.5566036"	"2s2.2p2.(3P).3d"	"4D"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"729.4971"	"0.0010"	"11"	""		"28.8570199"	"30.5566036"	"2s2.2p2.(3P).3d"	"4D"	"5/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"729.8320"	"0.0010"	"14"	""		"28.8577953"	"30.5566036"	"2s2.2p2.(3P).3d"	"4D"	"7/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"730.0123"	"0.0010"	"5"	""		"31.466247"	"33.164631"	"2s2.2p2.(1D).3d"	"2P"	"3/2"	"2s2.2p2.(1D).4p"	"2P*"	"3/2"		""	"L10621"
O	2	"730.6182"	"0.0010"	"7"	""		"28.8630624"	"30.5600365"	"2s2.2p2.(3P).3d"	"2F"	"5/2"	"2s2.2p2.(3P).4p"	"4P*"	"3/2"		""	"L10621"
O	2	"731.5129"	"0.0010"	"1"	""		"31.465948"	"33.160848"	"2s2.2p2.(1D).3d"	"2P"	"1/2"	"2s2.2p2.(1D).4p"	"2P*"	"1/2"		""	"L10621"
O	2	"732.1003"	"0.0010"	"10"	""		"28.8630624"	"30.5566036"	"2s2.2p2.(3P).3d"	"2F"	"5/2"	"2s2.2p2.(3P).4p"	"4P*"	"5/2"		""	"L10621"
O	2	"734.8391"	"0.0010"	"7"	""		"28.8525664"	"30.5397984"	"2s2.2p2.(3P).3d"	"4D"	"1/2"	"2s2.2p2.(3P).4p"	"4P*"	"1/2"		""	"L10621"
O	2	"734.8919"	"0.0010"	"9"	"4.30e+06"	D	"29.0622429"	"30.749350"	"2s2.2p2.(3P).3d"	"2D"	"3/2"	"2s2.2p2.(3P).4p"	"2D*"	"3/2"		"T5723LS"	"L10621"
O	2	"735.7388"	"0.0010"	"4"	""		"31.374055"	"33.059219"	"2s2.2p2.(1D).3d"	"2D"	"5/2"	"2s2.2p2.(1D).4p"	"2D*"	"5/2"		""	"L10621"
O	2	"736.3675"	"0.0010"	"3"	""		"28.8525664"	"30.5362941"	"2s2.2p2.(3P).3d"	"4D"	"1/2"	"2s2.2p2.(3P).4p"	"4S*"	"3/2"		""	"L10621"
O	2	"736.5074"	"0.0010"	"2"	""		"31.373797"	"33.057203"	"2s2.2p2.(1D).3d"	"2D"	"3/2"	"2s2.2p2.(1D).4p"	"2D*"	"3/2"		""	"L10621"
C	1	"736.6763"	"0.0014"	"8600"	"3.6e+05"	C	"9.00258381"	"10.68560706"	"2s2.2p.3p"	"1D"	"2"	"2s2.2p.5d"	"1D*"	"2"		"T5520"	"L17684"
O	2	"736.6964"	"0.0010"	"3"	""		"28.8568239"	"30.5397984"	"2s2.2p2.(3P).3d"	"4D"	"3/2"	"2s2.2p2.(3P).4p"	"4P*"	"1/2"		""	"L10621"
O	2	"736.9724"	"0.0010"	"5"	""		"30.380752"	"32.063101"	"2s2.2p2.(3P).4p"	"2S*"	"1/2"	"2s2.2p2.(3P).5s"	"2P"	"3/2"		""	"L10621"
O	2	"737.1047"	"0.0010"	"1"	""		"28.8217045"	"30.5037449"	"2s2.2p2.(3P).3d"	"4P"	"5/2"	"2s2.2p2.(3P).4p"	"4D*"	"7/2"		""	"L10621"
O	2	"737.7018"	"0.0010"	"3"	"4.73e+05"	D	"29.0686699"	"30.749350"	"2s2.2p2.(3P).3d"	"2D"	"5/2"	"2s2.2p2.(3P).4p"	"2D*"	"3/2"		"T5723LS"	"L10621"
O	2	"738.3151"	"0.0010"	"1"	""		"28.8570199"	"30.5362941"	"2s2.2p2.(3P).3d"	"4D"	"5/2"	"2s2.2p2.(3P).4p"	"4S*"	"3/2"		""	"L10621"
