x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
11.12769,0.0,0.6526406536637438,0.00015596827843807818,37.077265708960766,-0.0006207868937581134,0.24478607793637328,0.0,0.0,0.01621060905694872,0.0
10.9701,0.0,0.14271817262862288,0.0002606247008364198,23.437158461350833,-0.0004853315268745667,0.23924357282087685,0.0,0.0,0.010304430612212891,0.0
10.84005,6387862608.315015,0.21070906375126197,-0.0002599380061181502,11.343680083874512,-0.0013111959909865819,0.2961259975996875,746789522089.1902,163.16097476032132,0.007611788648433044,966.5725557566215
10.68552,6119424103.094734,0.310262002611649,-0.00026588361746362685,2.322821309501186,-0.0013615346492577662,0.3213896004391406,55611953395.482,13.946006192715402,0.0011497695736720469,46.275557850123036
10.53558,15326395904.58441,0.10033084638687266,-0.0005731966703744689,1.4056970052338345,-0.0016350314876883835,0.2901512174014954,20897231090.016163,0.8184209572677497,0.0010025059344231674,1.6974249290319874
10.38411,11391241658.390244,0.10000000000000002,-0.0004259071981738166,0.6283402262519842,-0.002724572884836499,0.2742852707460232,49475406857.148834,4.7000961206039005,0.0008015779765254523,10.815024564862048
10.24488,20745069405.688557,0.10000000000000002,-0.000775637516213203,0.13619965793482455,-0.00376786432153419,0.27548012214538653,32832914635.080406,1.3683784707711164,0.0008498612121190502,3.3489342925575136
10.11024,34039756230.15166,0.10005730327309045,-0.0012727734104122806,0.13548800577362047,-0.004305951023853302,0.281741488028548,28883729825.87323,0.5124059828568398,0.0009405736062532804,1.1611644533861214
9.97713,46156429434.17444,0.7704883324257932,-0.0025112262097560377,1.8612009108627887,-0.005103215136304372,0.2783626895515108,21958108978.57249,0.654636346747552,0.001093784383393772,1.1056454710290258
9.82566,30440984926.339146,0.8836004946079846,-0.0017283525867035495,0.7414469842722508,-0.007126837807341314,0.3081726860999638,21543889441.02691,0.695973521167495,0.0024591307046098088,1.1285591825115815
9.68796,55412457437.8986,0.814298154217887,-0.003066356528512954,0.9375295095236582,-0.00816345726801606,0.28514056523265824,30107296016.000126,0.5244837745271659,0.002793118158935048,0.752940217794354
9.54414,52743496689.1709,0.8914707343244692,-0.0030031307879419245,0.8918196812182897,-0.009791680732561595,0.2863920497771229,40595438244.34586,0.7234450561747066,0.004437422901335795,1.1527671750323307
9.40797,62539309871.667076,1.8958608131479744,-0.004672530728673178,2.289406139340426,-0.010760709873759532,0.30130177474048647,33540292835.66103,0.6974796282838371,0.008531378508014952,1.3156799200538263
9.24273,71476266543.24641,1.7902708422695852,-0.005221238976350251,1.4804874669165409,-0.01224276183366843,0.2944930190060939,48831807653.96474,1.0607053374596012,0.013448945333965926,2.0177848934746923
9.112680000000001,100808441175.02866,1.0696565060401086,-0.006096316430380971,-0.31610454348821504,-0.013471130735420592,0.2693936143299343,61018088272.62788,0.5138711438367378,0.012998498716773938,0.8186520296624062
8.97192,95626887461.62596,1.5218875551283866,-0.006563368818270142,-0.6007179456998795,-0.01599030171049423,0.22717148134278425,58608651728.42072,0.6531003896227963,0.020392358395895902,1.1790462391937917
8.84034,110435709855.7922,1.5695938341620983,-0.007668675793358664,-1.044586616057525,-0.01644268921921109,0.30245908438348207,70042125026.40215,0.7324524263083387,0.027232550947525726,1.3026851539046258
8.69652,93705197667.94386,2.843374097577113,-0.008270360821687344,0.5170198350818105,-0.01760520423149274,0.35365510983123094,63143019214.74306,1.2747549645192646,0.043096337059858214,2.7455269756942506
8.54505,106169338372.11066,2.345252534971141,-0.00864425978097863,-0.42719306762172765,-0.018359679381922747,0.26843392567114627,64953252719.65296,1.0155494199576505,0.038023869336632606,2.0297527552605685
8.40582,111973148631.72064,3.0299746211341496,-0.010154720437813439,-0.5085830895674028,-0.02002345670017791,0.22475713211126774,60574157391.043015,1.1054682800047004,0.050659736409529664,2.3547075069142864
