x (cm),n_e (cm^{-3}),T_e (eV),J_sat (A/cm^2),V_sc (eV),J_sat_robust (A/cm^2),x error (cm),n_e error (cm^{-3}),T_e error (eV),J_sat error (A/cm^2),V_sc error (eV)
11.13075,6680843276.864669,2.82254483803073,-0.0005878073318232682,61.22940772659723,-0.00043480613597854416,0.2924676248549567,8068216426.45866,2.9392488443136244e-11,0.037460936211814254,1.0587086762825493e-12
10.99917,4624451136.253712,2.3355048809267145,-0.00037587521030240333,61.292587052131964,-0.0007178420242008632,0.282620623230984,10846721082.567413,1.3322676295501878e-15,0.0478678648021725,0.0
10.86759,9863155629.671082,6.0216833781180386,-0.0012158052955594215,-0.47654999478401583,-0.0007642651621889579,0.29324456628209317,154270124868788.66,200362.1631058058,0.05438446807382247,2471905.820767941
10.703880000000002,2315190390.516691,1.2755119456574737,-0.00014890757808884238,1.6555076474182122,-0.0026253689924669857,0.3215020088992406,12931309313.47068,6.45316326083698,0.0019012188521435756,11.76681480662425
10.53252,12621456785.53087,1.3656588539982975,-0.0008321351954475892,3.08450329102106,-0.0021780638473364315,0.30457396770122286,13897353232.015371,1.9924974292482223,0.0011365319976736792,3.556773760766633
10.39788,16230310259.402786,0.7670667494673213,-0.0008818502830491029,1.5924079202039474,-0.004472418568641604,0.2771908245163589,18666398350.509785,1.4562488662678725,0.0010755129268045659,2.6280432405421275
10.258650000000001,23066526508.781273,1.639653700995875,-0.0016286292676627142,3.516382863541422,-0.004330421535609185,0.28303495958373426,18889236426.309895,1.4999827490084734,0.00207025883952162,2.707606967409825
10.11177,23801773263.453587,0.7102314670246418,-0.001263897409661321,0.9760792830325888,-0.00551554067239304,0.26579487323642664,22471552286.53476,0.6120399482917597,0.0017544890249190097,0.8366480444244722
9.98019,29267252823.160866,1.5252762156037007,-0.002010445849491651,2.567800685180801,-0.007259627191711258,0.24129620744812597,16554557549.227953,1.088175899476571,0.0022361547788847737,2.168418139595283
9.84249,53949840107.26191,1.100848091242084,-0.0032948338016755376,1.877829329498594,-0.009209643511777265,0.30848387038452524,31762152813.085087,0.6925666579272252,0.0031323397087901143,1.0777000067952667
9.67572,76104842967.2957,0.5773435538076308,-0.0038129199930476633,-0.3637480142234855,-0.009574345500031209,0.2759992913144062,50149284023.3954,0.5579865346087978,0.005347467441633806,0.7716076722436588
9.55332,69056816339.1474,1.875631624739665,-0.005137648537936479,1.7678424188171378,-0.01207221273772785,0.2402819830900886,44652841716.76649,1.104431506852842,0.012325378388151237,2.111362062189246
9.41103,78248764560.64046,1.6406536627470851,-0.005526103098439201,1.0468130506300943,-0.01435416650368384,0.2746167547000218,58051456916.881805,1.0993029775631498,0.015356221506574121,2.033759195071255
9.26568,85140350272.17874,2.0693262134471233,-0.006587389543151701,1.4363953104629152,-0.015588864361375987,0.34090569289636063,51703362664.52889,0.8220034507855671,0.018788791888259018,1.6103501105232867
9.10656,94636509580.48701,2.7613444927421202,-0.008249456586913922,1.6556694660196345,-0.017175330810808968,0.27222742975712166,64683184428.00575,1.3003754335573703,0.03609211384033588,2.757961146814241
8.97804,110883965980.87784,2.5626461797243065,-0.009366675050117587,1.1509229785368869,-0.019994151116880677,0.19659295128432736,67711497871.27368,1.2398853418840838,0.03560665118980064,2.5434373043800482
8.84646,98262129430.37994,0.5658506876289336,-0.0048966903990356365,-2.7519135550275258,-0.02128465731808848,0.28710676115783346,112072314385.1272,0.3581007933083712,0.025181940405454857,0.6843630077173137
8.6904,137461349940.13138,2.2951265981320943,-0.011093015904755574,-0.90914352216541,-0.021327003966211105,0.3977121949746873,84250896954.25082,0.9410607755848388,0.051297712700388354,1.8267793626239925
8.54046,133543745696.29298,2.7910128535889673,-0.011693826129935829,-2.1593437472188906,-0.022565754199704337,0.29599592614022985,88536201432.38876,1.4537817031809204,0.07715932355760305,2.962440067996721
8.408880000000002,134274795855.80304,2.264031895358522,-0.010775422694183289,-1.5987096797976275,-0.024335097610933495,0.16959674031628355,91896945317.06891,0.8426212709916885,0.06069403915899218,1.8285576938041472
8.286480000000001,123134131561.52223,3.950383630065192,-0.01253849658761089,-0.4755466662462713,-0.024186253330975193,0.2948448148383132,88903640744.32501,1.7103722039959233,0.1077701846668297,3.918630023469829
8.11665,148031323795.98315,2.0195590632902682,-0.011341857442652974,-3.960358054526224,-0.02413436114595247,0.4826337568597512,114161591062.4483,1.2346589308435547,0.08333550071009857,2.298466665489343
7.95447,145204673434.79178,1.7652709535714162,-0.010548943400907932,-5.238884804954207,-0.024963175693880884,0.2974382572756727,113904452440.33052,0.7232801384529917,0.08566634675401792,1.5819674609086656
7.81677,136614641376.06313,4.441058199622328,-0.01465802711409554,-0.6757559552317262,-0.025491801888337506,0.1620952108120766,93779893051.06874,1.418587790719708,0.1379793787433235,3.7231149843409646
7.703550000000001,135931857956.54291,4.4577888031961255,-0.014609439483001425,-2.2069105074733453,-0.02621063043956822,0.35555811921982355,97130213811.95384,1.5400326724147302,0.15893898253443403,3.8668905940669167
7.52607,163880878485.55347,2.8159190480063705,-0.014404511435568024,-5.547546296530661,-0.02503884190719008,0.3895548892559392,112943613242.7985,1.0100596862245772,0.13571814436732937,2.3205220933717245
7.3929599999999995,164706734292.35495,2.7251285254310784,-0.014277532558546219,-5.752501762470379,-0.02929246322475002,0.20762381896073664,126382479821.69188,1.1288309535870735,0.14879674827869388,2.4417449528564323
7.27974,205644648805.03186,2.9042238345786044,-0.01831448692889034,-6.707648306086331,-0.030772794186994308,0.23466897874555054,131953631156.82964,1.079552139070648,0.17575282894348554,2.36552113207821
7.126740000000001,174881435411.04752,3.8829781721937207,-0.017672445572286463,-4.8192931094863685,-0.03265415772097282,0.4485333303784883,137964226439.4869,1.6134314207658362,0.2234360296205996,3.9592618117497707
6.95844,236000370329.27026,2.441930350088355,-0.01953876760438458,-8.019243783631678,-0.03745520263433098,0.33793442344489316,172074317930.47296,1.0920488290144625,0.2115868858950734,2.237723798928088
6.83145,239461844415.47968,2.7913059439065826,-0.020969532095255716,-7.619923395233309,-0.03953641931559291,0.2183170245747927,186109067919.03864,1.5859359516099936,0.24781756450858997,3.156416498250577
6.707520000000001,342145908703.3656,1.3450618206570166,-0.022432883549397407,-9.953374948000873,-0.044417712180391665,0.3102389775702521,242456301304.13913,0.8250201564581585,0.21112298543672317,1.3092883123714412
6.54228,288903213889.0806,3.4156628667182733,-0.02759454954800323,-7.364907939262523,-0.044629984613404894,0.4090528252243789,207686332296.9971,1.6384848591927499,0.33421475287538843,3.3992601900782717
6.40458,328584057851.6423,3.658682724737737,-0.032343921361012294,-8.02673395364004,-0.04754340468631966,0.3063159278640754,244678769229.60077,2.16361382195746,0.428338185171758,4.733141203601065
6.273,309246689749.00574,5.127680618823183,-0.03541099013806051,-4.398313216577147,-0.052724742345800185,0.2304045680396186,213605326892.87894,1.9128746186437677,0.4690078633618026,4.517366623490406
6.129180000000001,305197631436.7491,4.355572271797271,-0.032461580404336256,-6.422817150050226,-0.05382804055909532,0.3598271352808185,237846688216.9377,1.6667243440911657,0.4811223452050501,3.9936316541360783
5.99913,360801970064.4524,3.398038790084076,-0.03438430639473027,-9.300608591278973,-0.05916201391433469,0.38756654975418314,301353566807.9272,1.5030022934160403,0.5449008948974284,3.325862823588931
5.814,400679317660.4719,4.333518406233846,-0.04252035712826459,-8.696923518936073,-0.06295029720376584,0.2824610114401504,296150620498.2609,1.6958775284263137,0.662392025825433,3.8064750768598206
5.673240000000001,451738817697.0938,3.8500887618680157,-0.045478356299490305,-9.99755768895318,-0.07030350707822185,0.2799797101658245,330795568256.33154,1.372400125306768,0.7008760055261197,3.1902024993521314
5.54319,521870669949.9574,3.7005970632636083,-0.05162816522428238,-11.55211527794535,-0.07592039781127753,0.35936789736733027,381916762353.6175,1.546870442999436,0.8281678765287512,3.0438656443952095
5.396310000000001,518467360830.15735,4.962456893908906,-0.0584902829637723,-10.117348076114428,-0.08662887136144908,0.32680139524175333,381060427313.84735,1.7864345440400182,1.047817661110684,4.368264390584132
5.2616700000000005,412101458561.4896,4.446669359330964,-0.044241402138178926,-13.264232872277908,-0.10601241201861232,0.2762952305881053,290285308292.25775,1.64702484605822,0.805296798414806,3.826596659582668
5.12703,373920546291.31805,5.47529383043267,-0.04411916173873407,-14.621594489681101,-0.10511789791943078,0.2716773435681436,187407579390.2367,1.4905535918560062,0.6644763920244914,3.4093661206576247
4.9725,319582185841.3553,5.130367401954339,-0.03660321392128124,-16.020902184904056,-0.1004928563325365,0.32128552799940874,81674694369.634,0.9529686212657316,0.27678489418399793,1.737189648129002
4.81644,289266577215.3623,5.506325182142639,-0.034219287845271645,-16.545523372583727,-0.08898798880417585,0.3184557614837581,90158356024.45946,1.1448369102859113,0.3352784590765302,2.375146059720935
4.66803,255132471803.52115,4.6766119776522475,-0.02801927106395892,-16.781847992319936,-0.09147005357996317,0.2883853449510963,65781396337.993576,1.0899828726584717,0.2025562443247773,1.7191592602996728
4.5594,240584395943.73,7.094483441687671,-0.03200257067922468,-15.691344685435892,-0.08468404940537334,0.2988238095797018,39729756198.60217,1.071058289522024,0.1760438334246181,1.8068734779524416
4.39416,224836988234.32864,7.511585720577502,-0.030718166543634823,-16.01021238433792,-0.08474338199861331,0.3280787771812987,31301530810.5156,1.138846719109818,0.1408780537472605,1.8331951408955138
4.24575,230992087637.22974,7.146847506076705,-0.030832348648358158,-17.098185400812213,-0.08984667606583756,0.3172048920105412,29828264844.26299,1.0843838129059087,0.1272741587048857,1.5420695553267016
4.13559,225812552424.3358,7.629658705698045,-0.03107796163306124,-17.554020366362366,-0.08826159655235986,0.2858361558911807,22259884437.753387,0.8986222317485044,0.10176983133391229,1.536693442092922
3.9917700000000003,219453378511.40524,7.5819657128132265,-0.030114042756509547,-19.428379652636433,-0.0908394575322675,0.2996270169896571,15333901548.886831,0.8541266264854697,0.056656633740336436,1.354330324279296
3.825,211334487705.86935,7.467533847831958,-0.028793908722590352,-20.577400368465238,-0.08701931587258147,0.32084340187335936,12864629994.721575,0.7691194290451202,0.04448818633744453,1.3928821146824077
3.68271,213946161947.96344,7.449850839811565,-0.029117379017766492,-20.68862367696202,-0.09038499759818601,0.32129232351900566,10807718135.673094,0.6803860210026107,0.03206542218721804,1.2932615841619999
3.5343,221151650593.11484,7.789982942737265,-0.030735146902168366,-20.739439755472784,-0.09141610063461651,0.2959491360019458,14993512165.827085,0.8513005479644198,0.058556452415537766,1.4006137274282793
3.4011899999999997,223412732783.03455,8.131915295899073,-0.03168325520157167,-22.07085502751253,-0.08974833340228995,0.28983123880099676,11426998642.887243,0.7065170313120888,0.04369441868617809,1.2806492942987724
3.25125,214903439569.75208,7.657341923256939,-0.029626884842280182,-22.70202486148935,-0.08568534570734085,0.3026672871586492,7895327904.875109,0.5186288310665779,0.023541898523366345,1.1617191848500923
3.11202,210796642328.95477,7.68577233245054,-0.029111314046756872,-22.49893895244066,-0.08643222261397852,0.29343599131357306,9625835556.679848,0.6126950144576337,0.033395469929931865,1.3251236440678582
2.98656,217467390293.16333,7.859380334378075,-0.030349355650853036,-22.864769650064957,-0.0865979933645615,0.3369591449231774,9420335196.835436,0.6113569084537964,0.031232789350426216,1.3100489881090809
2.82591,215014826278.51767,7.200605499606491,-0.028800440796413484,-22.659348811564808,-0.08744202810655888,0.2976153317140505,7876809936.700601,0.4840986555700342,0.022744420541477003,1.1706197007462258
2.67444,218495327691.63965,7.7171180906630745,-0.030232231762539464,-23.062073233761897,-0.08846574721855792,0.3194450229789649,10388028495.5592,0.6306685978308,0.03786701602847849,1.2624681806549667
2.52909,225566028685.0391,7.7302192942880605,-0.031235444212590568,-23.24633643610045,-0.09197586277720626,0.31972927043131716,8156057587.503355,0.5133413280456356,0.025108071197823403,1.2524748118823688
2.39445,217683838152.8982,7.683565685008589,-0.03005839326193038,-22.714991975301214,-0.08734188880603679,0.32016818751375853,9473562512.965181,0.595027391607295,0.0315067181339428,1.3088409476223575
2.25369,214256413298.0906,7.428960313718677,-0.029121265384122096,-21.903345003669255,-0.08697023848024336,0.3113855181509442,10076963462.16462,0.6248423031311505,0.031613032310386806,1.2915162318607614
2.11905,216669214717.75525,7.185667033393516,-0.028993876300292657,-21.8183277066837,-0.08663185578482577,0.32830988633908853,8668043960.750439,0.49815216384699745,0.02846734568496353,1.1956369978224686
1.9782899999999999,209738523984.38763,6.95855677725447,-0.027648647845419056,-21.460123896912965,-0.0885181858123718,0.32656247502061164,9272684814.905514,0.5585200782582858,0.02623121565761107,1.242634882696649
1.84212,218800237526.5826,7.163901687652367,-0.029237554289482874,-21.954044019751098,-0.08638126270310066,0.341665377277451,11666714178.489077,0.6755790638495887,0.03660729921477635,1.3039962526012303
1.69065,207533890589.27054,6.563542682723342,-0.02662371185268366,-20.7153585892712,-0.09002603162720695,0.3302848569201798,10453437566.562193,0.5848729093633329,0.029686162312326916,1.1819567185774886
1.5621299999999998,209996233810.0478,6.846286564958166,-0.027473483433057014,-20.762275977232093,-0.08991483666255354,0.38769585003925655,11740274229.09425,0.6500542443081088,0.03759678153063632,1.2147947994332178
