# Temperatures Spanned = 304.250 to 1130.029 [K]
# D  Retention = 1.8600e+20 [ D/m^2] where D = 2 x D2 + 1 x HD
Time[s]     Temp[K]     [D/m^2/s]   [HD/m^2/s]  [D2/m^2/s] 
1.9400e+02	3.0425e+02	-1.4034e+14	-1.4030e+14	-1.8796e+10
2.0000e+02	3.0750e+02	-9.4627e+13	-8.7236e+13	-3.6952e+12
2.0700e+02	3.1130e+02	5.5953e+12	3.4503e+13	-1.4454e+13
2.1400e+02	3.1404e+02	1.7851e+14	2.2416e+14	-2.2824e+13
2.2100e+02	3.1551e+02	3.6370e+14	4.3020e+14	-3.3253e+13
2.2700e+02	3.1676e+02	6.4556e+14	7.5449e+14	-5.4462e+13
2.3400e+02	3.1884e+02	1.0786e+15	1.2561e+15	-8.8717e+13
2.4100e+02	3.2220e+02	1.2897e+15	1.5932e+15	-1.5178e+14
2.4700e+02	3.2507e+02	1.3233e+15	1.8865e+15	-2.8156e+14
2.5400e+02	3.2819e+02	8.3180e+14	1.8768e+15	-5.2248e+14
2.6100e+02	3.3042e+02	6.6278e+13	1.9279e+15	-9.3079e+14
2.6700e+02	3.3234e+02	-8.5223e+14	2.3037e+15	-1.5779e+15
2.7400e+02	3.3460e+02	-1.0373e+16	-5.2451e+15	-2.5641e+15
2.8100e+02	3.3718e+02	-3.4795e+15	4.5042e+15	-3.9919e+15
2.8800e+02	3.3976e+02	-5.4489e+15	6.4731e+15	-5.9610e+15
2.9400e+02	3.4197e+02	-7.0973e+15	9.4807e+15	-8.2890e+15
3.0100e+02	3.4448e+02	-7.6466e+15	1.3108e+16	-1.0377e+16
3.0800e+02	3.4697e+02	-6.2704e+15	1.7746e+16	-1.2008e+16
3.1400e+02	3.4911e+02	-3.1720e+16	-5.5578e+15	-1.3081e+16
3.2100e+02	3.5079e+02	-2.7447e+16	-4.6311e+14	-1.3492e+16
3.2800e+02	3.5232e+02	-1.9957e+16	6.9535e+15	-1.3455e+16
3.3400e+02	3.5363e+02	-1.2406e+16	1.3589e+16	-1.2998e+16
3.4100e+02	3.5587e+02	-5.9666e+15	1.8350e+16	-1.2158e+16
3.4800e+02	3.5839e+02	1.5100e+15	2.3786e+16	-1.1138e+16
3.5500e+02	3.6091e+02	8.0387e+15	2.8636e+16	-1.0298e+16
3.6100e+02	3.6298e+02	4.0225e+16	5.8827e+16	-9.3010e+15
3.6800e+02	3.6535e+02	4.5314e+16	6.1619e+16	-8.1526e+15
3.7500e+02	3.6771e+02	4.8285e+16	6.3277e+16	-7.4960e+15
3.8100e+02	3.6953e+02	5.0395e+16	6.4273e+16	-6.9390e+15
3.8800e+02	3.7147e+02	5.3403e+16	6.5332e+16	-5.9645e+15
3.9500e+02	3.7340e+02	5.6803e+16	6.6392e+16	-4.7944e+15
4.0100e+02	3.7508e+02	5.9295e+16	6.6750e+16	-3.7274e+15
4.0800e+02	3.7707e+02	6.1405e+16	6.6756e+16	-2.6755e+15
4.1500e+02	3.7907e+02	6.3975e+16	6.7246e+16	-1.6352e+15
4.2100e+02	3.8092e+02	6.6881e+16	6.8258e+16	-6.8861e+14
4.2800e+02	3.8351e+02	6.8947e+16	6.8595e+16	1.7595e+14
4.3500e+02	3.8610e+02	7.0194e+16	6.8251e+16	9.7177e+14
4.4100e+02	3.8831e+02	6.9908e+16	6.6325e+16	1.7919e+15
4.4800e+02	3.9072e+02	6.8770e+16	6.2545e+16	3.1125e+15
4.5500e+02	3.9313e+02	6.7495e+16	5.8690e+16	4.4025e+15
4.6100e+02	3.9520e+02	6.6539e+16	5.7285e+16	4.6270e+15
4.6800e+02	3.9658e+02	6.6813e+16	5.7597e+16	4.6077e+15
4.7500e+02	3.9795e+02	6.7815e+16	5.7788e+16	5.0134e+15
4.8100e+02	3.9912e+02	6.8133e+16	5.7103e+16	5.5153e+15
4.8800e+02	4.0121e+02	6.7792e+16	5.5566e+16	6.1130e+15
4.9500e+02	4.0341e+02	6.7215e+16	5.3999e+16	6.6080e+15
5.0100e+02	4.0529e+02	6.6724e+16	5.2256e+16	7.2342e+15
5.0800e+02	4.0754e+02	6.6347e+16	5.0513e+16	7.9169e+15
5.1500e+02	4.0980e+02	6.6378e+16	4.9153e+16	8.6125e+15
5.2100e+02	4.1173e+02	6.5710e+16	4.7976e+16	8.8666e+15
5.2800e+02	4.1346e+02	6.4733e+16	4.6987e+16	8.8729e+15
5.3500e+02	4.1488e+02	6.4105e+16	4.6107e+16	8.9990e+15
5.4100e+02	4.1609e+02	6.3231e+16	4.5292e+16	8.9694e+15
5.4800e+02	4.1811e+02	6.2747e+16	4.4795e+16	8.9757e+15
5.5500e+02	4.2070e+02	6.4335e+16	4.4384e+16	9.9754e+15
5.6100e+02	4.2292e+02	6.6250e+16	4.3749e+16	1.1251e+16
5.6800e+02	4.2512e+02	6.5558e+16	4.3537e+16	1.1011e+16
5.7500e+02	4.2669e+02	6.3531e+16	4.3750e+16	9.8905e+15
