# SDTrimSP: VERSION 7.03    19.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
        4000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.36055E+02  0.96209E+02  0.52053E+03 -0.75326E+02  0.98069E+02  0.52088E+03 -0.74673E+02  0.16728E+01  0.62046E+00  0.15077E+01  0.00000E+00  0.00000E+00  0.26266E+01  0.34815E+02  0.34451E+02  0.12395E+01  0.28267E+02  0.19242E+02
            2            1  0.12500E+00  0.12535E+03  0.11989E+03  0.81058E+03 -0.16983E+03  0.11970E+03  0.80975E+03 -0.17333E+03  0.13219E+01  0.62090E+00  0.40753E+01  0.00000E+00  0.00000E+00  0.47461E+01  0.12049E+03  0.11927E+03  0.48609E+01  0.10859E+03  0.18385E+02
            2            1  0.12500E+00  0.38424E+02  0.22763E+03  0.97430E+03 -0.17539E+03  0.22603E+03  0.97547E+03 -0.17502E+03  0.10058E+01  0.15929E+01  0.16770E+01  0.00000E+00  0.00000E+00  0.28967E+01  0.37120E+02  0.36299E+02  0.13039E+01  0.26199E+02  0.17007E+02
            2            1  0.12500E+00  0.91857E+02  0.55030E+03  0.11887E+04 -0.14839E+03  0.55346E+03  0.11954E+04 -0.14734E+03  0.31596E+01  0.67292E+01  0.12150E+01  0.00000E+00  0.00000E+00  0.86730E+01  0.83894E+02  0.81891E+02  0.79634E+01  0.29270E+02  0.35839E+02
            2            1  0.12500E+00  0.31615E+02  0.58175E+03  0.11774E+04 -0.15058E+03  0.58305E+03  0.11787E+04 -0.14823E+03  0.13040E+01  0.13722E+01  0.23434E+01  0.00000E+00  0.00000E+00  0.30682E+01  0.30418E+02  0.28566E+02  0.11969E+01  0.00000E+00  0.16579E+02
            2            1  0.12500E+00  0.46044E+02  0.58730E+03  0.11727E+04 -0.15370E+03  0.58852E+03  0.11698E+04 -0.14846E+03  0.13014E+01  0.28555E+01  0.52381E+01  0.00000E+00  0.00000E+00  0.64705E+01  0.41824E+02  0.38406E+02  0.42203E+01  0.00000E+00  0.36171E+02
            2            1  0.12500E+00  0.37641E+02  0.59210E+03  0.11678E+04 -0.16343E+03  0.59379E+03  0.11653E+04 -0.16095E+03  0.16914E+01  0.24869E+01  0.24762E+01  0.00000E+00  0.00000E+00  0.44147E+01  0.35584E+02  0.33350E+02  0.20577E+01  0.00000E+00  0.34325E+02
            2            1  0.12500E+00  0.54733E+02  0.59282E+03  0.11685E+04 -0.17131E+03  0.58539E+03  0.11710E+04 -0.17272E+03  0.74298E+01  0.31255E+01  0.16232E+01  0.00000E+00  0.00000E+00  0.88050E+01  0.48190E+02  0.44007E+02  0.65432E+01  0.00000E+00  0.44205E+02
            2            1  0.12500E+00  0.30384E+02  0.66087E+03  0.11893E+04 -0.26227E+03  0.66460E+03  0.11874E+04 -0.26093E+03  0.37284E+01  0.18939E+01  0.13420E+01  0.00000E+00  0.00000E+00  0.48139E+01  0.28024E+02  0.25674E+02  0.23595E+01  0.00000E+00  0.28598E+02
            2            1  0.12500E+00  0.35872E+02  0.45761E+02  0.23608E+03  0.93868E+00  0.50145E+02  0.23685E+03 -0.58837E+00  0.43834E+01  0.76922E+00  0.15271E+01  0.00000E+00  0.00000E+00  0.49677E+01  0.33294E+02  0.31541E+02  0.25777E+01  0.00000E+00  0.26519E+02
#ende
          10   number particle from SDTrimSP
