Time (s),Pressure (Torr),Laser output power (W),Laser peak power (W)
33.27554130554199,0.0,0.0,0.0
33.3076434135437,0.0,0.0,0.0
33.33887577056885,0.0,0.0,0.0
33.36876034736633,0.0,0.0,0.0
33.40019345283508,0.0,0.0,0.0
33.43071460723877,0.0,0.0,0.0
33.463200092315674,0.0,0.0,0.0
33.492955684661865,0.0,0.0,0.0
33.52270269393921,0.0,0.0,0.0
33.552735805511475,0.0,0.0,0.0
33.582359313964844,0.0,0.0,0.0
33.614107608795166,0.0,0.0,0.0
33.644885778427124,0.0,0.0,0.0
33.67621302604675,0.0,0.0,0.0
33.708099126815796,0.0,0.0,0.0
33.739152908325195,0.0,0.0,0.0
33.77471208572388,0.0,0.0,0.0
33.813539028167725,0.0,0.0,0.0
33.84534788131714,0.0,0.0,0.0
33.87830877304077,0.0,0.0,0.0
33.90818190574646,0.0,0.0,0.0
33.938323974609375,0.0,0.0,0.0
33.98033356666565,0.0,0.0,0.0
34.015803813934326,0.0,0.0,0.0
34.048166275024414,0.0,0.0,0.0
34.07940363883972,0.0,0.0,0.0
34.10949397087097,0.0,0.0,0.0
34.140493631362915,0.0,0.0,0.0
34.17359638214111,0.0,0.0,0.0
34.19971442222595,0.0,0.0,0.0
34.232298851013184,0.0,0.0,0.0
34.26121139526367,0.0,0.0,0.0
34.29231834411621,0.0,0.0,0.0
34.32178831100464,0.0,0.0,0.0
34.353288412094116,0.0,0.0,0.0
34.39549493789673,0.0,0.0,0.0
34.42880320549011,0.0,0.0,0.0
34.46145701408386,0.0,0.0,0.0
