Time (s),TC1 (C),TC2 (C)
3.06,22.75,26.5
3.09,22.75,26.5
3.12,22.75,26.5
3.15,22.75,26.75
3.18,22.75,26.75
3.21,22.75,26.75
3.24,22.75,26.75
3.27,22.75,26.75
3.3,22.75,26.75
3.33,22.75,26.75
3.36,22.75,26.75
3.39,22.75,27.0
3.42,22.75,27.0
3.45,22.75,27.0
3.48,22.75,27.0
3.51,22.75,27.0
3.54,22.75,27.0
3.57,22.75,27.0
3.6,22.75,27.0
3.63,22.75,27.0
3.66,22.75,27.0
3.69,22.75,27.0
3.72,22.75,27.0
3.75,22.75,27.25
3.78,22.75,27.25
3.81,22.75,27.25
3.84,22.75,27.25
3.87,22.75,27.25
3.9,22.75,27.25
3.93,22.75,27.25
3.96,22.75,27.25
3.99,22.75,27.25
4.02,22.75,27.25
4.05,22.75,27.25
4.08,22.75,27.25
4.11,22.75,27.25
4.14,22.75,27.25
4.17,22.75,27.25
4.2,22.75,27.25
4.23,22.75,27.25
4.26,22.75,27.25
4.29,22.75,27.25
4.32,23.0,27.25
4.35,23.0,27.25
4.38,23.0,27.25
4.41,23.0,27.25
4.44,22.75,27.25
4.47,22.75,27.25
4.5,22.75,27.25
4.53,22.75,27.25
4.56,22.75,27.25
4.59,22.75,27.5
4.62,22.75,27.5
4.65,22.75,27.5
4.68,22.75,27.5
4.71,22.75,27.5
4.74,22.75,27.5
4.77,22.75,27.5
4.8,22.75,27.5
4.83,23.0,27.5
4.86,23.0,27.5
4.89,23.0,27.5
4.92,23.0,27.5
4.95,23.0,27.5
4.98,22.75,27.5
5.01,22.75,27.5
5.04,23.0,27.5
5.07,23.0,27.5
5.1,23.0,27.5
5.13,23.0,27.5
5.16,23.0,27.5
5.19,23.0,27.5
5.22,23.0,27.5
5.25,23.0,27.5
5.28,23.0,27.5
5.31,23.0,27.5
5.34,23.0,27.5
5.37,23.0,27.5
5.4,23.0,27.5
5.43,23.0,27.5
5.46,23.0,27.5
5.49,23.0,27.5
5.52,23.0,27.5
5.55,23.0,27.5
5.58,23.0,27.5
5.61,23.0,27.5
5.64,23.0,27.5
5.67,23.0,27.5
5.7,23.0,27.5
5.73,23.0,27.5
5.76,23.0,27.5
5.79,23.0,27.5
5.82,23.0,27.5
5.85,23.0,27.5
5.88,23.0,27.5
5.91,23.0,27.5
5.94,23.0,27.5
5.97,23.0,27.5
6.0,23.0,27.5
6.03,23.25,27.5
6.06,23.25,27.5
6.09,23.0,27.5
6.12,23.0,27.5
6.15,23.25,27.5
6.18,23.25,27.5
6.21,23.25,27.75
6.24,23.25,27.75
6.27,23.25,27.75
6.3,23.25,27.5
6.33,23.25,27.5
6.36,23.25,27.5
6.39,23.25,27.5
6.42,23.25,27.5
6.45,23.25,27.5
6.48,23.25,27.5
6.51,23.25,27.5
6.54,23.25,27.5
6.57,23.25,27.5
6.6,23.25,27.5
6.63,23.25,27.5
6.66,23.25,27.5
6.69,23.25,27.5
6.72,23.25,27.5
6.75,23.25,27.5
6.78,23.25,27.5
6.81,23.25,27.5
6.84,23.5,27.5
6.87,23.5,27.5
6.9,23.5,27.5
6.93,23.5,27.5
6.96,23.5,27.5
6.99,23.5,27.5
7.02,23.5,27.5
7.05,23.5,27.5
7.08,23.5,27.5
7.11,23.5,27.75
7.14,23.5,27.75
7.17,23.5,27.5
7.2,23.5,27.5
7.23,23.5,27.5
7.26,23.5,27.5
7.29,23.5,27.5
7.32,23.5,27.5
7.35,23.5,27.5
7.38,23.5,27.5
7.41,23.5,27.5
7.44,23.5,27.5
7.47,23.5,27.5
7.5,23.5,27.5
7.53,23.5,27.5
7.56,23.5,27.5
7.59,23.5,27.5
7.62,23.5,27.5
7.65,23.5,27.5
7.68,23.5,27.5
7.71,23.5,27.5
7.74,23.5,27.5
7.77,23.5,27.5
7.8,23.75,27.5
7.83,23.75,27.5
7.86,23.75,27.5
7.89,23.75,27.5
7.92,23.75,27.5
7.95,23.75,27.5
7.98,23.75,27.5
8.01,23.75,27.5
8.04,23.75,27.5
8.07,23.75,27.5
8.1,23.75,27.5
8.13,23.75,27.5
8.16,23.75,27.5
8.19,23.75,27.5
8.22,23.75,27.5
8.25,23.75,27.5
8.28,23.75,27.5
8.31,23.75,27.5
8.34,23.75,27.5
8.37,23.75,27.5
8.4,23.75,27.5
8.43,23.75,27.5
8.46,23.75,27.5
8.49,23.75,27.5
8.52,23.75,27.5
8.55,23.75,27.5
8.58,23.75,27.5
8.61,23.75,27.5
8.64,23.75,27.5
8.67,23.75,27.5
8.7,23.75,27.5
8.73,23.75,27.5
8.76,24.0,27.5
8.79,24.0,27.5
8.82,24.0,27.5
8.85,24.0,27.5
8.88,24.0,27.5
8.91,24.0,27.5
8.94,24.0,27.5
8.97,24.0,27.5
9.0,24.0,27.5
9.03,24.0,27.25
9.06,24.0,27.25
9.09,24.0,27.25
9.12,24.0,27.5
9.15,24.0,27.5
9.18,24.0,27.5
9.21,24.0,27.5
9.24,24.0,27.5
9.27,24.0,27.25
9.3,24.0,27.25
9.33,24.0,27.25
9.36,24.0,27.25
9.39,24.0,27.25
9.42,24.0,27.25
9.45,24.0,27.25
9.48,24.0,27.25
9.51,24.0,27.25
9.54,24.0,27.25
9.57,24.0,27.25
9.6,24.0,27.25
9.63,24.0,27.25
9.66,24.0,27.25
9.69,24.0,27.25
9.72,24.0,27.25
9.75,24.0,27.25
9.78,24.0,27.25
9.81,24.25,27.25
9.84,24.25,27.25
9.87,24.25,27.25
9.9,24.25,27.25
9.93,24.25,27.25
9.96,24.25,27.25
9.99,24.25,27.25
10.02,24.25,27.25
10.05,24.25,27.25
10.08,24.25,27.25
10.11,24.25,27.25
10.14,24.25,27.25
10.17,24.25,27.25
10.2,24.25,27.25
10.23,24.25,27.25
10.26,24.5,27.25
10.29,24.5,27.25
10.32,24.25,27.25
10.35,24.25,27.25
10.38,24.25,27.25
10.41,24.5,27.25
10.44,24.5,27.25
10.47,24.5,27.25
10.5,24.5,27.25
10.53,24.5,27.25
10.56,24.5,27.25
10.59,24.5,27.25
10.62,24.5,27.25
10.65,24.5,27.25
10.68,24.5,27.25
10.71,24.5,27.25
10.74,24.5,27.25
10.77,24.5,27.25
10.8,24.5,27.25
10.83,24.5,27.25
10.86,24.5,27.25
10.89,24.5,27.25
10.92,24.5,27.25
10.95,24.5,27.25
10.98,24.5,27.25
11.01,24.5,27.25
11.04,24.5,27.25
11.07,24.5,27.25
11.1,24.5,27.25
11.13,24.5,27.25
11.16,24.5,27.25
11.19,24.5,27.25
11.22,24.5,27.25
11.25,24.5,27.25
11.28,24.5,27.25
11.31,24.5,27.25
11.34,24.5,27.25
11.37,24.75,27.25
11.4,24.75,27.25
11.43,24.5,27.25
11.46,24.5,27.25
11.49,24.5,27.25
11.52,24.5,27.25
11.55,24.5,27.25
11.58,24.75,27.25
11.61,24.75,27.25
11.64,24.75,27.25
11.67,24.5,27.25
11.7,24.5,27.25
11.73,24.75,27.25
11.76,24.75,27.25
11.79,24.75,27.25
11.82,24.75,27.25
11.85,24.75,27.25
11.88,24.75,27.25
11.91,24.75,27.25
11.94,24.75,27.25
11.97,24.75,27.25
12.0,24.75,27.25
12.03,24.75,27.25
12.06,24.75,27.25
12.09,24.75,27.25
12.12,24.75,27.25
12.15,24.75,27.25
12.18,24.75,27.25
12.21,24.75,27.25
12.24,24.75,27.25
12.27,24.75,27.25
12.3,24.75,27.25
12.33,24.75,27.25
12.36,24.75,27.25
12.39,24.75,27.25
12.42,25.0,27.25
12.45,25.0,27.25
12.48,25.0,27.25
12.51,25.0,27.25
12.54,25.0,27.25
12.57,25.0,27.25
12.6,25.0,27.25
12.63,25.0,27.25
12.66,25.0,27.25
12.69,25.0,27.25
12.72,25.0,27.25
12.75,25.0,27.25
12.78,25.0,27.25
12.81,25.0,27.25
12.84,25.0,27.25
12.87,25.0,27.25
12.9,25.0,27.25
12.93,25.0,27.25
12.96,25.0,27.25
12.99,25.0,27.25
13.02,25.0,27.25
13.05,25.0,27.25
13.08,25.0,27.25
13.11,25.0,27.25
13.14,25.0,27.25
13.17,25.0,27.25
13.2,25.0,27.25
13.23,25.0,27.25
13.26,25.0,27.25
13.29,25.0,27.0
13.32,25.0,27.0
13.35,25.0,27.0
13.38,25.0,27.0
13.41,25.0,27.0
13.44,25.25,27.25
13.47,25.25,27.25
13.5,25.25,27.25
13.53,25.25,27.25
13.56,25.25,27.25
13.59,25.25,27.25
13.62,25.25,27.25
13.65,25.25,27.25
13.68,25.25,27.25
13.71,25.25,27.25
13.74,25.25,27.0
13.77,25.25,27.0
13.8,25.25,27.0
13.83,25.25,27.0
13.86,25.25,27.0
13.89,25.25,27.0
13.92,25.25,27.0
13.95,25.25,27.0
13.98,25.25,27.0
14.01,25.25,27.0
14.04,25.25,27.0
14.07,25.25,27.0
14.1,25.25,27.0
14.13,25.25,27.0
14.16,25.25,27.0
14.19,25.25,27.0
14.22,25.25,27.0
14.25,25.25,27.0
14.28,25.25,27.0
14.31,25.25,27.0
14.34,25.25,27.0
14.37,25.25,27.0
14.4,25.25,27.0
14.43,25.25,27.0
14.46,25.25,27.0
14.49,25.5,27.0
14.52,25.5,27.0
14.55,25.5,27.0
14.58,25.5,27.0
14.61,25.5,27.0
14.64,25.25,27.0
14.67,25.25,27.0
14.7,25.25,27.0
14.73,25.25,27.0
14.76,25.25,27.0
14.79,25.5,27.0
14.82,25.5,27.0
14.85,25.5,27.0
14.88,25.5,27.0
14.91,25.5,27.0
14.94,25.5,27.0
14.97,25.5,27.0
15.0,25.5,27.0
15.03,25.5,27.0
15.06,25.5,27.0
15.09,25.5,27.0
15.12,25.5,27.0
15.15,25.5,27.0
15.18,25.5,27.0
15.21,25.5,27.0
15.24,25.5,27.0
15.27,25.5,27.0
15.3,25.5,27.0
15.33,25.5,27.0
15.36,25.5,27.0
15.39,25.5,27.0
15.42,25.5,27.0
15.45,25.5,27.0
15.48,25.5,27.0
15.51,25.5,27.0
15.54,25.5,27.0
15.57,25.5,27.0
15.6,25.5,27.0
15.63,25.5,27.0
15.66,25.5,27.0
15.69,25.5,27.0
15.72,25.5,27.0
15.75,25.75,27.0
15.78,25.75,27.0
15.81,25.75,27.0
15.84,25.5,27.0
15.87,25.5,27.0
15.9,25.5,27.0
15.93,25.5,27.0
15.96,25.5,27.0
15.99,25.75,27.0
16.02,25.75,27.0
16.05,25.75,27.0
16.08,25.75,27.0
16.11,25.75,27.0
16.14,25.75,27.0
16.17,25.75,27.0
16.2,25.75,27.0
16.23,25.75,27.0
16.26,25.75,27.0
16.29,25.75,27.0
16.32,25.75,27.0
16.35,25.75,27.0
16.38,25.75,27.0
16.41,25.75,27.0
16.44,25.5,27.0
16.47,25.5,27.0
16.5,25.75,27.0
16.53,25.75,27.0
16.56,25.75,27.0
16.59,25.75,27.0
16.62,25.75,27.0
16.65,25.75,26.75
16.68,25.75,26.75
16.71,25.75,27.0
16.74,25.75,27.0
16.77,25.75,27.0
16.8,25.75,27.0
16.83,25.75,27.0
16.86,25.75,26.75
16.89,25.75,26.75
16.92,25.75,27.0
16.95,25.75,27.0
16.98,25.75,27.0
17.01,25.75,27.0
17.04,25.75,27.0
17.07,25.75,27.0
17.1,25.75,27.0
17.13,25.75,27.0
17.16,25.75,27.0
17.19,25.75,27.0
17.22,25.75,27.0
17.25,25.75,27.0
17.28,25.75,27.0
17.31,25.75,26.75
17.34,25.75,26.75
17.37,25.75,27.0
17.4,25.75,27.0
17.43,25.75,27.0
17.46,25.75,26.75
17.49,25.75,26.75
17.52,25.75,27.0
17.55,25.75,27.0
17.58,25.75,27.0
17.61,26.0,27.0
17.64,26.0,27.0
17.67,26.0,26.75
17.7,25.75,26.75
17.73,25.75,26.75
17.76,25.75,27.0
17.79,25.75,27.0
17.82,25.75,26.75
17.85,26.0,26.75
17.88,26.0,26.75
17.91,25.75,27.0
17.94,25.75,27.0
17.97,25.75,27.0
18.0,26.0,27.0
18.03,26.0,27.0
18.06,26.0,27.0
18.09,26.0,27.0
18.12,26.0,27.0
18.15,26.0,27.0
18.18,26.0,27.0
18.21,26.0,27.0
18.24,26.0,27.0
18.27,26.0,26.75
18.3,26.0,26.75
18.33,26.0,26.75
18.36,26.0,27.0
18.39,26.0,27.0
18.42,26.0,26.75
18.45,26.0,26.75
18.48,26.0,26.75
18.51,26.0,26.75
18.54,26.0,26.75
18.57,26.0,27.0
18.6,26.0,27.0
18.63,26.0,27.0
18.66,26.0,27.0
18.69,26.0,27.0
18.72,26.0,27.0
18.75,26.0,27.0
18.78,26.0,27.0
18.81,26.0,27.0
18.84,26.0,27.0
18.87,26.0,26.75
18.9,26.0,26.75
18.93,26.0,27.0
18.96,26.0,27.0
18.99,26.0,27.0
19.02,26.0,27.0
19.05,26.0,27.0
19.08,26.0,26.75
19.11,26.0,26.75
19.14,26.0,26.75
19.17,26.0,27.0
19.2,26.0,27.0
19.23,26.0,26.75
19.26,26.0,26.75
19.29,26.0,26.75
19.32,26.0,26.75
19.35,26.0,26.75
19.38,26.0,26.75
19.41,26.0,26.75
19.44,26.0,26.75
19.47,26.0,26.75
19.5,26.0,26.75
19.53,26.0,26.75
19.56,26.0,26.75
19.59,26.0,26.75
19.62,26.25,27.0
19.65,26.25,27.0
19.68,26.25,26.75
19.71,26.0,26.75
19.74,26.0,26.75
19.77,26.25,27.0
19.8,26.25,27.0
19.83,26.25,26.75
19.86,26.0,26.75
19.89,26.0,26.75
19.92,26.25,26.75
19.95,26.25,26.75
19.98,26.25,26.75
20.01,26.25,26.75
20.04,26.25,26.75
20.07,26.25,26.75
20.1,26.25,26.75
20.13,26.25,26.75
20.16,26.25,26.75
20.19,26.25,26.75
20.22,26.25,26.75
20.25,26.25,26.75
20.28,26.25,26.75
20.31,26.25,26.75
20.34,26.25,26.75
20.37,26.25,26.75
20.4,26.25,26.75
20.43,26.25,26.75
20.46,26.25,26.75
20.49,26.25,26.75
20.52,26.25,26.75
20.55,26.25,26.75
20.58,26.25,26.75
20.61,26.25,26.75
20.64,26.25,26.75
20.67,26.25,26.75
20.7,26.25,26.75
20.73,26.25,26.75
20.76,26.25,26.75
20.79,26.25,26.75
20.82,26.25,26.75
20.85,26.25,26.75
20.88,26.25,26.75
20.91,26.25,26.75
20.94,26.25,26.75
20.97,26.25,26.75
21.0,26.25,26.75
21.03,26.25,26.75
21.06,26.25,26.75
21.09,26.25,26.75
21.12,26.25,26.75
21.15,26.25,26.75
21.18,26.25,26.75
21.21,26.25,26.75
21.24,26.25,26.75
21.27,26.25,26.75
21.3,26.25,26.75
21.33,26.25,26.75
21.36,26.25,26.75
21.39,26.25,26.75
21.42,26.25,26.75
21.45,26.25,26.75
21.48,26.25,26.75
21.51,26.25,26.75
21.54,26.25,26.75
21.57,26.25,26.75
21.6,26.25,26.75
21.63,26.25,26.75
21.66,26.25,26.75
21.69,26.25,26.75
21.72,26.25,26.75
21.75,26.25,26.75
21.78,26.25,26.75
21.81,26.25,26.75
21.84,26.25,26.75
21.87,26.25,26.75
21.9,26.25,26.75
21.93,26.25,26.75
21.96,26.25,26.75
21.99,26.25,26.75
22.02,26.25,26.75
22.05,26.25,26.75
22.08,26.25,26.75
22.11,26.25,26.75
22.14,26.25,26.75
22.17,26.25,26.75
22.2,26.25,26.75
22.23,26.25,26.75
22.26,26.25,26.75
22.29,26.25,26.75
22.32,26.25,26.75
22.35,26.25,26.75
22.38,26.25,26.75
22.41,26.25,26.75
22.44,26.25,26.75
22.47,26.25,26.75
22.5,26.25,26.75
22.53,26.25,26.75
22.56,26.25,26.75
22.59,26.25,26.75
22.62,26.25,26.75
22.65,26.25,26.75
22.68,26.25,26.75
22.71,26.25,26.75
22.74,26.25,26.75
22.77,26.25,26.75
22.8,26.25,26.75
22.83,26.25,26.75
22.86,26.25,26.75
22.89,26.5,26.75
22.92,26.5,26.75
22.95,26.5,26.75
22.98,26.25,26.75
23.01,26.25,26.75
23.04,26.25,26.75
23.07,26.25,26.75
23.1,26.25,26.75
23.13,26.25,26.75
23.16,26.25,26.75
23.19,26.25,26.75
23.22,26.25,26.75
23.25,26.25,26.75
23.28,26.25,26.75
23.31,26.25,26.75
23.34,26.25,26.75
23.37,26.25,26.75
23.4,26.25,26.75
23.43,26.5,26.75
23.46,26.5,26.75
23.49,26.5,26.75
23.52,26.5,26.75
23.55,26.5,26.75
23.58,26.5,26.75
23.61,26.5,26.75
23.64,26.5,26.75
23.67,26.5,26.75
23.7,26.5,26.75
23.73,26.5,26.75
23.76,26.5,26.75
23.79,26.25,26.75
23.82,26.25,26.75
23.85,26.5,26.75
23.88,26.5,26.75
23.91,26.5,26.75
23.94,26.5,26.75
23.97,26.5,26.75
24.0,26.5,26.75
24.03,26.5,26.75
24.06,26.5,26.75
24.09,26.5,26.75
24.12,26.5,26.75
24.15,26.5,26.75
24.18,26.5,26.75
24.21,26.5,26.75
24.24,26.5,26.75
24.27,26.5,26.75
24.3,26.5,26.75
24.33,26.5,26.75
24.36,26.5,26.75
24.39,26.5,26.75
24.42,26.5,26.75
24.45,26.5,26.75
24.48,26.5,26.75
24.51,26.5,26.75
24.54,26.5,26.75
24.57,26.5,26.75
24.6,26.5,26.75
24.63,26.5,26.75
24.66,26.5,26.75
24.69,26.5,26.75
24.72,26.5,26.75
24.75,26.5,26.75
24.78,26.5,26.75
24.81,26.5,26.5
24.84,26.5,26.5
24.87,26.5,26.5
24.9,26.5,26.75
24.93,26.5,26.75
24.96,26.5,26.75
24.99,26.5,26.75
25.02,26.5,26.75
25.05,26.5,26.5
25.08,26.5,26.5
25.11,26.5,26.75
25.14,26.5,26.75
25.17,26.5,26.75
25.2,26.5,26.75
25.23,26.5,26.75
25.26,26.5,26.75
25.29,26.5,26.75
25.32,26.5,26.75
25.35,26.5,26.75
25.38,26.5,26.75
25.41,26.5,26.75
25.44,26.5,26.75
25.47,26.5,26.75
25.5,26.5,26.75
25.53,26.5,26.75
25.56,26.5,26.75
25.59,26.5,26.75
25.62,26.5,26.75
25.65,26.5,26.5
25.68,26.5,26.5
25.71,26.5,26.75
25.74,26.5,26.75
25.77,26.5,26.75
25.8,26.5,26.75
25.83,26.5,26.75
25.86,26.5,26.5
25.89,26.5,26.5
25.92,26.5,26.5
25.95,26.5,26.75
25.98,26.5,26.75
26.01,26.5,26.75
26.04,26.5,26.75
26.07,26.5,26.75
26.1,26.5,26.75
26.13,26.5,26.75
26.16,26.5,26.75
26.19,26.5,26.75
26.22,26.5,26.75
26.25,26.5,26.75
26.28,26.5,26.75
26.31,26.5,26.75
26.34,26.5,26.75
26.37,26.5,26.75
26.4,26.5,26.75
26.43,26.5,26.75
26.46,26.5,26.5
26.49,26.5,26.5
26.52,26.5,26.5
26.55,26.5,26.75
26.58,26.5,26.75
26.61,26.5,26.75
26.64,26.5,26.75
26.67,26.5,26.75
26.7,26.5,26.75
26.73,26.5,26.75
26.76,26.5,26.5
26.79,26.5,26.5
26.82,26.5,26.75
26.85,26.5,26.75
26.88,26.5,26.75
26.91,26.5,26.75
26.94,26.5,26.75
26.97,26.5,26.75
27.0,26.5,26.75
27.03,26.5,26.75
27.06,26.5,26.75
27.09,26.5,26.75
27.12,26.5,26.75
27.15,26.5,26.75
27.18,26.5,26.75
27.21,26.5,26.75
27.24,26.5,26.75
27.27,26.5,26.5
27.3,26.5,26.5
27.33,26.5,26.5
27.36,26.5,26.75
27.39,26.5,26.75
27.42,26.5,26.75
27.45,26.5,26.75
27.48,26.5,26.75
27.51,26.5,26.5
27.54,26.5,26.5
27.57,26.5,26.75
27.6,26.5,26.75
27.63,26.5,26.75
27.66,26.75,26.75
27.69,26.75,26.75
27.72,26.5,26.75
27.75,26.5,26.75
27.78,26.5,26.75
27.81,26.5,26.75
27.84,26.5,26.75
27.87,26.5,26.75
27.9,26.5,26.75
27.93,26.5,26.75
27.96,26.5,26.75
27.99,26.5,26.75
28.02,26.75,26.75
28.05,26.75,26.75
28.08,26.75,26.75
28.11,26.5,26.5
28.14,26.5,26.5
28.17,26.5,26.75
28.2,26.5,26.75
28.23,26.5,26.75
28.26,26.5,26.5
28.29,26.5,26.5
28.32,26.75,26.5
28.35,26.75,26.5
28.38,26.75,26.5
28.41,26.75,26.75
28.44,26.75,26.75
28.47,26.75,26.75
28.5,26.75,26.75
28.53,26.75,26.75
28.56,26.75,26.75
28.59,26.75,26.75
28.62,26.75,26.75
28.65,26.75,26.75
28.68,26.75,26.75
28.71,26.75,26.75
28.74,26.75,26.75
28.77,26.75,26.75
28.8,26.75,26.75
28.83,26.75,26.75
28.86,26.75,26.75
28.89,26.75,26.75
28.92,26.75,26.75
28.95,26.75,26.75
28.98,26.75,26.75
29.01,26.75,26.75
29.04,26.75,26.75
29.07,26.75,26.75
29.1,26.75,26.75
29.13,26.5,26.5
29.16,26.5,26.5
29.19,26.5,26.5
29.22,26.75,26.75
29.25,26.75,26.75
29.28,26.75,26.75
29.31,26.75,26.75
29.34,26.75,26.75
29.37,26.75,26.75
29.4,26.75,26.75
29.43,26.5,26.5
29.46,26.5,26.5
29.49,26.5,26.5
29.52,26.75,26.5
29.55,26.75,26.5
29.58,26.75,26.5
29.61,26.75,26.5
29.64,26.75,26.5
29.67,26.75,26.75
29.7,26.75,26.75
29.73,26.75,26.75
29.76,26.75,26.75
29.79,26.75,26.75
29.82,26.75,26.75
29.85,26.75,26.75
29.88,26.75,26.75
29.91,26.75,26.75
29.94,26.75,26.75
29.97,26.75,26.5
30.0,26.75,26.5
30.03,26.75,26.75
30.06,26.75,26.75
30.09,26.75,26.75
30.12,26.75,26.75
30.15,26.75,26.75
30.18,26.75,26.75
30.21,26.75,26.75
30.24,26.75,26.75
30.27,26.75,26.75
30.3,26.75,26.75
30.33,26.75,26.75
30.36,26.75,26.75
30.39,26.75,26.75
30.42,26.75,26.75
30.45,26.75,26.75
30.48,26.75,26.75
30.51,26.75,26.75
30.54,26.75,26.75
30.57,26.75,26.75
30.6,26.75,26.75
30.63,26.75,26.75
30.66,26.75,26.75
30.69,26.75,26.75
30.72,26.75,26.75
30.75,26.75,26.75
30.78,26.75,26.5
30.81,26.75,26.5
30.84,26.75,26.5
30.87,26.75,26.5
30.9,26.75,26.5
30.93,26.75,26.75
30.96,26.75,26.75
30.99,26.75,26.75
31.02,26.75,26.75
31.05,26.75,26.75
31.08,26.75,26.75
31.11,26.75,26.75
31.14,26.75,26.75
31.17,26.75,26.75
31.2,26.75,26.75
31.23,26.75,26.75
31.26,26.75,26.75
31.29,26.75,26.75
31.32,26.75,26.75
31.35,26.75,26.75
31.38,26.75,26.5
31.41,26.75,26.5
31.44,26.75,26.75
31.47,26.75,26.75
31.5,26.75,26.75
31.53,26.75,26.5
31.56,26.75,26.5
31.59,26.75,26.5
31.62,26.75,26.5
31.65,26.75,26.5
31.68,26.75,26.5
31.71,26.75,26.5
31.74,26.75,26.75
31.77,26.75,26.75
31.8,26.75,26.75
31.83,26.75,26.75
31.86,26.75,26.75
31.89,26.75,26.5
31.92,26.75,26.5
31.95,26.75,26.5
31.98,26.75,26.75
32.01,26.75,26.75
32.04,26.75,26.75
32.07,26.75,26.75
32.1,26.75,26.75
32.13,26.75,26.75
32.16,26.75,26.75
32.19,26.75,26.5
32.22,26.75,26.5
32.25,26.75,26.5
32.28,26.75,26.5
32.31,26.75,26.5
32.34,26.75,26.75
32.37,26.75,26.75
32.4,26.75,26.75
32.43,26.75,26.5
32.46,26.75,26.5
32.49,26.75,26.75
32.52,26.75,26.75
32.55,26.75,26.75
32.58,26.75,26.75
32.61,26.75,26.75
32.64,26.75,26.5
32.67,26.75,26.5
32.7,26.75,26.5
32.73,26.75,26.75
32.76,26.75,26.75
32.79,26.75,26.75
32.82,26.75,26.75
32.85,26.75,26.75
32.88,26.75,26.75
32.91,26.75,26.75
32.94,26.75,26.75
32.97,26.75,26.75
33.0,26.75,26.5
33.03,26.75,26.5
33.06,26.75,26.5
33.09,26.75,26.75
33.12,26.75,26.75
33.15,26.75,26.5
33.18,26.75,26.5
33.21,26.75,26.5
33.24,26.75,26.5
33.27,26.75,26.5
33.3,26.75,26.75
33.33,26.75,26.75
33.36,26.75,26.75
33.39,26.75,26.75
33.42,26.75,26.75
33.45,26.75,26.75
33.48,26.75,26.75
33.51,26.75,26.75
33.54,26.75,26.75
33.57,26.75,26.75
33.6,26.75,26.75
33.63,26.75,26.75
33.66,26.75,26.75
33.69,26.75,26.75
33.72,26.75,26.75
33.75,26.75,26.75
33.78,26.75,26.75
33.81,26.75,26.75
33.84,26.75,26.5
33.87,26.75,26.5
33.9,26.75,26.75
33.93,26.75,26.75
33.96,26.75,26.75
33.99,26.75,26.75
34.02,26.75,26.75
34.05,26.75,26.5
34.08,26.75,26.5
34.11,26.75,26.5
34.14,26.75,26.75
34.17,26.75,26.75
34.2,26.75,26.75
34.23,26.75,26.75
34.26,26.75,26.75
34.29,26.75,26.75
34.32,26.75,26.75
34.35,26.75,26.75
34.38,26.75,26.75
34.41,26.75,26.75
34.44,26.75,26.75
34.47,26.75,26.75
34.5,26.75,26.75
34.53,26.75,26.75
34.56,26.75,26.75
34.59,26.75,26.75
34.62,26.75,26.75
34.65,26.75,26.5
34.68,26.75,26.5
34.71,26.75,26.5
34.74,26.75,26.75
34.77,26.75,26.75
34.8,26.75,26.5
34.83,26.75,26.5
34.86,26.75,26.5
