#  b0: 9.024484226594728
#  b0_err: 1.9776506567111678
#  absorbabce: 0.2112840193549188
#  absorbance_error: 0.05480697764467292
#  Model: y=b0*x
dT_max (K),E_laser (J/cm^2),E_laser err (J/cm^2)
8.034991173570631,70.981974357149,2.3030681555803203
23.77990158881255,272.10336026230635,9.783298437145453
29.014561879222526,486.31922355113363,12.810686870410299
35.43150303531701,673.0276715812981,22.865813579232903
