# SDTrimSP: VERSION 7.03    17.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
       10000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.23865E+01  0.88807E+00  0.24043E+02 -0.40325E+00 -0.43823E+01  0.25108E+02 -0.28526E+01  0.52704E+01  0.10648E+01  0.24494E+01  0.68891E+00  0.39867E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.35363E+00  0.00000E+00  0.93796E+01
            2            1  0.10000E+00  0.56872E+00  0.17970E+01  0.28659E+02 -0.22027E+00 -0.37571E+01  0.29609E+02  0.15574E+01  0.55540E+01  0.95004E+00  0.17776E+01  0.34102E+00  0.47135E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.59055E+00  0.00000E+00  0.21076E+02
            2            1  0.10000E+00  0.18677E+02  0.71024E+01  0.15079E+03  0.38324E+00 -0.35082E+01  0.16108E+03  0.10687E+02  0.10611E+02  0.13822E+02  0.11704E+02  0.80652E+00 -0.92784E+00  0.21295E+02  0.61999E+03  0.61119E+03  0.52306E+02  0.53251E+03  0.40808E+02
            2            1  0.10000E+00  0.11632E+02  0.21657E+01  0.26684E+02 -0.44369E+00 -0.34980E+01  0.29978E+02 -0.42433E+01  0.56637E+01  0.32936E+01  0.37996E+01  0.55125E+00  0.58492E+00  0.15342E+01  0.19271E+02  0.19271E+02  0.19296E+01  0.00000E+00  0.12865E+02
            2            1  0.10000E+00  0.51799E+03  0.53108E+01  0.40463E+02  0.16278E-01 -0.40596E+01  0.61705E+02 -0.14588E+02  0.93704E+01  0.21242E+02  0.14605E+02  0.40062E+00  0.80183E+00  0.15681E+02  0.64961E+02  0.60756E+02  0.58867E+02  0.00000E+00  0.17339E+02
            2            1  0.10000E+00  0.46980E+02  0.12832E+01  0.58888E+02  0.45879E+01 -0.43522E+01  0.59706E+02  0.61637E+01  0.56354E+01  0.81785E+00  0.15757E+01  0.95001E+00  0.46068E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.13537E+01  0.00000E+00  0.44414E+01
            2            1  0.10000E+00  0.24362E+02  0.13892E+01  0.23810E+02  0.65800E-01 -0.40183E+01  0.25692E+02  0.14848E+01  0.54075E+01  0.18815E+01  0.14190E+01  0.91803E+00  0.83429E+00  0.00000E+00  0.44130E+00  0.00000E+00  0.11911E+01  0.00000E+00  0.68673E+01
            2            1  0.10000E+00  0.49897E+02  0.13374E+01  0.97249E+02 -0.21105E+01 -0.43320E+01  0.98885E+02 -0.72735E+01  0.56694E+01  0.16352E+01  0.51630E+01  0.73954E+00  0.30737E+00  0.19695E+01  0.28181E+01  0.23291E+01  0.23237E+01  0.00000E+00  0.68240E+01
            2            1  0.10000E+00  0.20281E+01  0.67283E-02  0.17277E+02  0.16149E-01 -0.37524E+01  0.18329E+02  0.54452E+00  0.37591E+01  0.10513E+01  0.52837E+00  0.86359E+00  0.89350E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.23633E-02  0.00000E+00  0.69415E-01
            2            1  0.10000E+00  0.66206E+02  0.95691E+00  0.21469E+02  0.85927E-02 -0.42452E+01  0.24121E+02  0.91123E+00  0.52021E+01  0.26520E+01  0.90264E+00  0.87319E+00  0.94667E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.12790E+01  0.00000E+00  0.30618E+01
#ende
          10   number particle from SDTrimSP
