##############################
# IMAGE_MIN_X: 200
# IMAGE_MIN_Y: 260 
# DIMES_X_PIXELS: 122 - 143 
# DIMES_Y_PIXELS: 334 - 320 
# PIXEL_SCALE: 0
# DiMES SPOT DIAMETER: 3.83 cm
##############################
time (ms),T_mean (C),T_max (C)
1500.2126999970642,168.26426328282778,384.7416076660156
1501.2076999992132,168.3929776042497,385.0595703125
1502.2036999944248,168.64115054591173,386.04913330078125
1503.1986999965739,168.7552858728941,385.3373107910156
1504.1946999990614,168.7781398020634,386.04913330078125
1505.1896999939345,169.00453570099916,385.654052734375
1506.1846999960835,168.96456327892486,385.53533935546875
1507.180699998571,169.20789155505952,385.574951171875
1508.17570000072,169.01843137157206,385.53533935546875
1509.1716999959317,169.1750241234189,385.3373107910156
1510.1666999980807,168.77924756938907,385.21832275390625
1511.1617000002298,169.19870026257573,384.9404602050781
1512.1576999954414,169.31737938705757,386.0096740722656
1513.1526999975904,169.19378869711946,386.1280212402344
1514.148700000078,169.7476664432863,386.52191162109375
1515.143699994951,168.8746674206792,386.0096740722656
1516.1396999974386,169.54346071619565,386.4432373046875
1517.1346999995876,169.38153522517405,386.3250732421875
1518.1296999944607,169.46080188361967,385.8516845703125
1519.1256999969482,169.08229215453272,386.1280212402344
1520.1206999990973,168.49625225456393,386.3644714355469
1521.1166999943089,168.55062886971194,386.1674499511719
1522.111699996458,168.7509221187254,386.1280212402344
1523.106699998607,168.70580530491006,386.7184753417969
1524.1026999938185,168.72958202751315,386.67919921875
1525.0976999959676,168.25719000368701,385.17864990234375
1526.0936999984551,168.70252637798282,385.3769226074219
1527.0887000006041,168.3185028802781,386.914794921875
1528.0836999954772,168.70702367250612,386.95404052734375
1529.0796999979648,168.4843614020315,386.6005554199219
1530.0747000001138,168.66201237269811,386.4432373046875
1531.0706999953254,168.2293138568904,385.81219482421875
1532.0656999974744,167.89780649198156,385.9701843261719
1533.0606999996235,168.86846358111114,386.20684814453125
1534.056699994835,168.59543298215283,386.40386962890625
1535.051699996984,168.93625101102452,387.1501159667969
1536.0476999994717,168.98759590200825,387.032470703125
1537.0426999943447,168.44578832509566,386.9932556152344
1538.0376999964938,168.90334096895594,387.4241638183594
1539.0336999989813,168.74709024234693,386.914794921875
1540.0286999938544,168.95667682050848,385.9701843261719
1541.024699996342,168.97167153909905,386.0885925292969
1542.019699998491,169.31445831506431,386.95404052734375
1543.01470000064,169.68466892372183,387.032470703125
1544.0106999958516,169.2968498281881,386.40386962890625
1545.0056999980006,169.52173178536552,386.914794921875
1546.0017000004882,169.50053192969082,386.6005554199219
1546.9966999953613,169.7174115343159,386.5612487792969
1547.9916999975103,169.55663382601577,386.4825439453125
1548.9876999999979,168.84047226678757,386.8755798339844
1549.982699994871,169.58483429993092,386.9932556152344
