##############################
# IMAGE_MIN_X: 200
# IMAGE_MIN_Y: 260 
# DIMES_X_PIXELS: 122 - 143 
# DIMES_Y_PIXELS: 334 - 320 
# PIXEL_SCALE: 0
# DiMES SPOT DIAMETER: 4.75 cm
##############################
time (ms),T_mean (C),T_max (C)
1500.465199998871,146.94078281947546,278.9974060058594
1501.46020000102,147.9459271593159,279.0833740234375
1502.455200003169,148.4054913163996,279.0833740234375
1503.4511999983806,149.38673483919936,280.3658447265625
1504.4462000005296,149.19056878122342,279.0833740234375
1505.4422000030172,149.16661855477054,278.9113464355469
1506.4372000051662,149.6353048726815,277.78692626953125
1507.4322000000393,149.33203202850964,278.2206726074219
1508.4282000025269,149.49194533159942,278.2206726074219
1509.423200004676,149.0830527584569,276.2121887207031
1510.4191999998875,148.80082370472604,276.2121887207031
1511.4142000020365,148.07309027431774,275.8593444824219
1512.4092000041855,149.18262144335273,278.3937072753906
1513.4051999993972,148.5079711083652,276.82708740234375
1514.4002000015462,148.25058242901653,275.77099609375
1515.3962000040337,147.00405276551538,274.7052917480469
1516.3911999989068,148.04823214991563,275.2393493652344
1517.3862000010558,148.55874234154112,276.38818359375
1518.3822000035434,147.14501003343233,272.81671142578125
1519.3771999984165,147.21298264484017,273.35943603515625
1520.373200000904,148.25623887250214,274.4373779296875
1521.368200003053,148.75815955960022,275.9476623535156
1522.3641999982647,150.31126948765345,279.4267272949219
1523.3592000004137,152.1949570324956,284.4618225097656
1524.3542000025627,153.56635601017751,287.38482666015625
1525.3502000050503,154.80397490417064,291.098388671875
1526.3451999999234,154.95270346297698,291.0205383300781
1527.341200002411,156.38375553468458,291.796875
1528.33620000456,156.59530971812552,292.33740234375
1529.331199999433,157.3876208350772,293.0289306640625
1530.3272000019206,157.5807765519538,292.1831970214844
1531.3222000040696,155.80211940428026,286.2564392089844
1532.3181999992812,157.3314077675748,288.34375
1533.3132000014302,157.13028633999986,287.3045654296875
1534.3082000035793,156.9577936704467,285.93212890625
1535.3041999987909,156.78376427475288,285.0357360839844
1536.29920000094,157.64690279798444,285.5255126953125
1537.2952000034275,156.83595530192056,283.80255126953125
1538.2901999983005,157.27284334143815,284.2149963378906
1539.2852000004495,156.58032470495522,281.3819580078125
1540.281200002937,156.43102897592144,283.388671875
1541.2762000050861,157.07394139296343,283.6371765136719
1542.2722000002977,156.68430053295734,283.6371765136719
1543.2672000024468,156.35245923931095,283.388671875
1544.2622000045958,155.44295781972457,282.89013671875
1545.2581999998074,154.95371962566765,281.55047607421875
1546.2532000019564,154.6751265233877,282.89013671875
1547.249200004444,153.97627875918434,282.64007568359375
1548.244199999317,153.6591023036412,281.3819580078125
1549.239200001466,153.55039256608404,279.3409729003906
1550.2352000039537,153.81417556036087,280.9596252441406
