##############################
# IMAGE_MIN_X: 200
# IMAGE_MIN_Y: 260 
# DIMES_X_PIXELS: 122 - 143 
# DIMES_Y_PIXELS: 334 - 320 
# PIXEL_SCALE: 0
# DiMES SPOT DIAMETER: 3.74 cm
##############################
time (ms),T_mean (C),T_max (C)
1500.0909000009415,152.69873088395514,352.1017150878906
1501.086900003429,153.1952211548682,352.34832763671875
1502.081900005578,153.49770780809882,352.29901123046875
1503.0769000004511,153.7443804578716,352.34832763671875
1504.0729000029387,153.7289177511825,352.34832763671875
1505.0679000050877,153.50595632540126,351.5577087402344
1506.0639000002993,154.02866643788863,352.29901123046875
1507.0589000024484,153.70390626038014,351.95355224609375
1508.0539000045974,153.8801561212864,351.95355224609375
1509.049899999809,154.05890920210857,351.1607971191406
1510.044900001958,154.41806149644916,351.60723876953125
1511.0409000044456,154.30399540492468,351.2601318359375
1512.0358999993186,154.47993474428347,351.6567687988281
1513.0309000014677,153.93280885657487,351.1607971191406
1514.0269000039552,154.2487777398557,351.95355224609375
1515.0219000061043,154.45681741935056,352.44683837890625
1516.0179000013159,154.31537384240806,351.80523681640625
1517.012900003465,154.30950637090774,352.44683837890625
1518.007900005614,154.2173960160236,353.67279052734375
1519.0039000008255,154.2477984266216,353.4284362792969
1519.9989000029746,154.11910486545693,353.6239318847656
1520.9949000054621,154.1752215015645,354.59765625
1521.9899000003352,153.97979648097032,355.37200927734375
1522.9849000024842,153.73007264429208,355.4202880859375
1523.9809000049718,154.11467556077608,355.5649719238281
1524.9758999998448,154.36650246341213,355.8057861328125
1525.9719000023324,154.10140601956115,355.9501037597656
1526.9669000044814,154.32378885697347,355.7095031738281
1527.9618999993545,154.0440820706945,355.9981689453125
1528.957900001842,153.89190383184524,355.5649719238281
1529.952900003991,154.23841364854047,356.0462341308594
1530.9489000064787,154.14840091004663,356.1902770996094
1531.9439000013517,154.15446783571826,356.1423034667969
1532.9389000035007,153.53010258058302,355.468505859375
1533.9349000059883,154.78147223855362,356.6695251464844
1534.9299000008614,154.90335409981864,357.0040588378906
1535.925900003349,154.41545530565742,357.2425231933594
1536.920900005498,154.05945213473572,356.4300842285156
1537.9169000007096,154.82324384832057,357.38543701171875
1538.9119000028586,154.68977906103848,357.1471862792969
1539.9069000050076,154.86320007739423,357.43304443359375
1540.9029000002192,155.18751245615434,357.38543701171875
1541.8979000023683,154.82842431100858,357.38543701171875
1542.8939000048558,155.37040367904976,357.5281982421875
1543.888899999729,155.1437034866437,357.38543701171875
1544.883900001878,155.4932680713887,357.33782958984375
1545.8799000043655,155.20835201756483,356.956298828125
1546.8749000065145,155.0192896525065,357.7658386230469
1547.870900001726,155.67265667558527,358.5237121582031
1548.8659000038751,155.5912824358259,357.67083740234375
1549.8609000060242,155.81036953050264,357.33782958984375
1550.8569000012358,155.4002486767412,358.5709533691406
1551.8519000033848,156.0641954902078,358.9483337402344
1552.8479000058724,155.74151320684524,358.3346252441406
1553.8429000007454,155.93873653282114,358.9483337402344
1554.8379000028945,155.92762008978397,359.3717346191406
1555.833900005382,155.92096186008584,359.1837158203125
1556.828900000255,156.50097853472442,359.6064147949219
1557.8249000027427,156.0824664887928,360.1214599609375
1558.8199000048917,156.4575232680963,360.168212890625
1559.8148999997647,156.22728210241615,360.21490478515625
1560.8109000022523,156.7772910708473,360.4016418457031
1561.8059000044013,156.47213838538346,360.30828857421875
1562.801899999613,156.4802013578869,360.6812744140625
1563.796900001762,156.90016656992387,360.72784423828125
1564.791900003911,156.55328478131975,360.588134765625
1565.7879000063986,156.6024812451836,360.7743835449219
1566.7829000012716,157.0971952165876,361.14617919921875
1567.7789000037592,156.71329835645196,360.30828857421875
1568.7739000059082,157.38325952023877,359.9811706542969
1569.7689000007813,157.68765144607647,359.84075927734375
1570.7649000032688,157.73090009624454,360.35498046875
1571.7599000054179,157.17138350091014,359.2307434082031
1572.7559000006295,157.32107569895635,359.6064147949219
1573.7509000027785,157.3604983375186,359.7939147949219
1574.746900005266,157.6472425914946,360.63470458984375
1575.7419000001391,157.58823617948156,361.0533447265625
1576.7369000022882,157.5599638750764,360.1214599609375
1577.7329000047757,157.78517654315144,360.7743835449219
1578.7278999996488,158.34440659503548,361.239013671875
1579.7239000021364,157.9518318954779,360.9139099121094
1580.7189000042854,158.03265235537575,360.96038818359375
1581.7139000064344,157.89378216801856,361.239013671875
1582.709900001646,158.02946145193917,361.6559143066406
1583.704900003795,158.0072616784751,362.0716552734375
1584.7009000062826,157.88703871746452,362.0716552734375
1585.6959000011557,158.0175907887569,360.8674011230469
1586.6909000033047,158.09716189637476,361.5170593261719
1587.6869000057923,158.27971721830824,361.3780822753906
1588.6819000006653,158.13107476266873,361.8869934082031
1589.677900003153,158.02168315446295,361.8408508300781
1590.672900005302,158.59696150799186,362.3021240234375
1591.667900000175,158.21837335703324,363.4034729003906
1592.6639000026626,158.41930347883783,363.8144226074219
1593.6589000048116,158.21365060611646,363.58624267578125
1594.6549000000232,158.6641670797958,363.9967041015625
1595.6499000021722,158.23299937345544,364.4513854980469
1596.6449000043212,158.53029253693666,364.406005859375
1597.6408999995328,158.64775241151148,364.496826171875
1598.6359000016819,158.87866750704188,364.406005859375
1599.6319000041694,159.06241415633636,364.1787414550781
1600.6269000063185,159.22694614955358,364.2242126464844
1601.6219000011915,159.37216248804208,364.1787414550781
1602.617900003679,159.34424980319275,363.3577575683594
1603.6129000058281,159.508053734189,364.2696838378906
1604.6089000010397,159.63772759469998,364.7236022949219
1605.6039000031888,160.02024254831326,365.0404968261719
1606.5989000053378,159.81431579589844,365.2664489746094
1607.5949000005494,159.87278934400908,365.9871826171875
1608.5899000026984,160.38137526739212,366.70452880859375
1609.585900005186,160.75300229649966,367.19573974609375
1610.580900000059,160.45058653954746,366.9726867675781
1611.5769000025466,160.4126945547506,367.6408996582031
1612.5719000046956,160.73917248784278,367.50750732421875
1613.5668999995687,160.48237199848202,367.9517517089844
1614.5629000020563,161.00262440791747,368.0847473144531
1615.5579000042053,162.19371141706193,368.8363342285156
1616.553899999417,163.59477420729033,369.3206787109375
1617.548900001566,164.09595001635907,369.4525146484375
1618.543900003715,164.59080837535208,369.9786682128906
1619.5399000062025,164.41701320726045,370.15362548828125
1620.5349000010756,164.7143783569336,370.3720703125
1621.5309000035631,164.13750499284185,369.584228515625
1622.5259000057122,164.04531190833268,369.4964294433594
1623.5209000005852,161.89371179074658,369.2767028808594
1624.5169000030728,163.66269268632746,369.6719665527344
1625.5119000052218,163.31784151038346,368.571533203125
1626.5079000004334,163.57325407274726,369.3646545410156
1627.5029000025825,163.68719939147533,369.7596740722656
1628.4979000047315,162.92465739347497,370.3720703125
1629.493899999943,163.63109993448063,371.1993103027344
1630.4889000020921,163.36700050198303,371.416259765625
1631.4849000045797,163.1911207964631,371.5896301269531
1632.4798999994528,163.0803515375877,371.7195129394531
1633.4749000016018,163.3246360311703,371.67620849609375
1634.4709000040893,162.83783275578298,371.8059997558594
1635.4659000062384,163.01401514585325,372.453369140625
1636.46190000145,163.6206122158336,372.10845947265625
1637.456900003599,163.7048019097776,371.24273681640625
1638.451900005748,163.4629615731791,371.50299072265625
1639.4479000009596,163.85294305710565,371.32952880859375
1640.4429000031087,163.7192408243815,372.10845947265625
1641.4389000055962,163.78435246474078,372.23785400390625
1642.4339000004693,163.91588883172898,371.8059997558594
1643.4289000026183,164.39901359713807,372.7974853515625
1644.4249000051059,164.619696377086,373.09796142578125
1645.419899999979,164.26376752788516,372.66851806640625
1646.4159000024665,164.94949621083785,373.3550720214844
1647.4109000046155,164.56071051772759,373.01220703125
1648.4068999998271,164.31997779275284,372.8833923339844
1649.4019000019762,164.56225217442935,373.3550720214844
1650.3969000041252,164.72107073725488,373.8679504394531
1651.3928999993368,165.24119168236143,374.123779296875
1652.3879000014858,165.48691994803292,374.46417236328125
1653.3839000039734,165.42511287351854,374.0385437011719
1654.3789000061224,165.07001121676697,375.77618408203125
1655.3739000009955,164.30045936221168,375.9446716308594
1656.369900003483,164.53096807570685,376.19708251953125
1657.364900005632,163.54512932187035,375.98675537109375
1658.3609000008437,164.6116563965674,376.0288391113281
1659.3559000029927,165.47165223205982,377.1189270019531
1660.3509000051417,165.17055075509208,377.4944763183594
1661.3469000003533,165.07752907681626,377.8275451660156
1662.3419000025024,164.63233968514163,377.91070556640625
1663.33790000499,164.68381495054075,377.78594970703125
1664.332899999863,164.7215638971653,378.57427978515625
1665.327900002012,165.40892594525604,378.65704345703125
1666.3239000044996,165.07631060541894,378.65704345703125
1667.3188999993727,165.27789317020753,379.2763366699219
1668.3149000018602,165.03585114771005,379.1114501953125
1669.3099000040093,164.66565777006605,379.1114501953125
1670.3049000061583,165.26427013371267,379.1114501953125
1671.3009000013699,165.18522368969562,379.6466979980469
1672.295900003519,165.37189109957947,379.6466979980469
1673.2919000060065,165.54300305632506,379.2763366699219
1674.2869000008795,165.74342610884685,379.93414306640625
1675.2819000030286,165.86607433500745,380.384765625
1676.2779000055161,165.672289270933,380.2210388183594
1677.2729000003892,165.74209288512768,380.18011474609375
1678.2689000028768,165.74400630613573,380.384765625
1679.2639000050258,165.82819833560865,380.5074768066406
1680.2588999998989,165.7051282610212,380.75250244140625
1681.2549000023864,165.51176208703697,380.7933349609375
1682.2499000045354,164.79150862920852,381.2414855957031
1683.245899999747,165.16397240048363,381.44476318359375
1684.240900001896,164.87992838126462,381.60723876953125
1685.2369000043836,165.14171444639868,381.44476318359375
1686.2319000065327,164.90626640060322,381.5666198730469
1687.2269000014057,164.8419510199099,381.5666198730469
1688.2229000038933,164.23596461289594,381.8910827636719
1689.2179000060423,164.73384089048216,381.97210693359375
1690.213900001254,164.51061471952062,381.68841552734375
1691.208900003403,164.41671254683513,381.5666198730469
1692.203900005552,164.4153674378687,382.0530700683594
1693.1999000007636,164.71648733956474,382.457275390625
1694.1949000029126,164.78565459997475,382.5783386230469
1695.1909000054002,164.67617486447705,381.44476318359375
1696.1859000002733,163.90539639012343,380.18011474609375
1697.1809000024223,164.2414876198282,381.72894287109375
1698.1769000049098,164.6808893112909,382.7799072265625
1699.171899999783,164.4112978046443,382.0125732421875
1700.1679000022705,164.92497694573436,381.81005859375
1701.1629000044195,164.8781554033967,383.6236267089844
1702.1578999992926,165.2391399461396,384.3033447265625
1703.1539000017801,165.2160621694967,384.1436767578125
1704.1489000039292,165.09618870741656,383.6637268066406
1705.1449000064167,164.90585685262874,384.4230041503906
1706.1399000012898,165.28623671758743,384.66204833984375
1707.1349000034388,165.8501039362278,384.8609313964844
1708.1309000059264,166.10298037366803,384.8211669921875
1709.1259000007994,165.58397622659905,384.70184326171875
1710.121900003287,165.58201407088714,385.09930419921875
1711.116900005436,165.85323816416215,385.09930419921875
1712.111900000309,166.10721499903673,383.98388671875
1713.1079000027967,165.99245312749122,383.6236267089844
1714.1029000049457,166.2032770688842,385.17864990234375
1715.0989000001573,166.53816472267619,385.3373107910156
1716.0939000023063,166.59729128467794,384.4628601074219
1717.0889000044554,166.19031768591225,384.8211669921875
1718.084899999667,166.42792401994978,385.21832275390625
1719.079900001816,166.00933593957603,385.17864990234375
1720.0759000043035,166.81249382382347,384.90069580078125
1721.0709000064526,166.34877927611475,385.17864990234375
1722.0669000016642,166.08270684067085,385.7726745605469
1723.0619000038132,166.62120019821893,386.3250732421875
1724.0569000059622,166.68424619298403,386.639892578125
1725.0529000011738,166.57749528949765,387.1893005371094
1726.0479000033229,166.14932552000292,387.2284240722656
1727.0439000058104,166.6820968316526,386.95404052734375
1728.0389000006835,166.30598444516966,386.8755798339844
1729.0339000028325,165.54056113106864,387.1108703613281
1730.02990000532,165.39922882910489,387.032470703125
1731.0249000001932,165.99049335920893,387.5805358886719
1732.0209000026807,165.5232342051811,387.65863037109375
1733.0159000048297,165.769686692426,387.6195983886719
1734.0108999997028,166.58079378296728,388.009765625
1735.0069000021904,166.54277002243768,387.5805358886719
1736.0019000043394,167.02464901671118,387.73675537109375
1736.997899999551,166.68068124161286,387.6977233886719
1737.9929000017,166.70408500619487,387.4241638183594
1738.987900003849,167.19188358021432,387.1501159667969
1739.9839000063366,170.24200527684218,387.65863037109375
1740.9789000012097,171.7070851228675,388.3601379394531
1741.9749000036973,172.09617739307637,389.0585632324219
1742.9699000058463,172.42734704050076,389.90802001953125
1743.9649000007194,172.15580033282845,389.3679504394531
1744.960900003207,172.74780543320844,389.8695068359375
1745.955900005356,172.89596095701464,391.2501525878906
1746.9519000005675,171.28005571430234,390.8295593261719
1747.9469000027166,169.84451039632162,390.56134033203125
1748.9419000048656,170.39035003039302,390.791259765625
1749.9379000000772,172.29680633544922,391.593505859375
1750.9329000022262,172.36461483702368,391.74578857421875
1751.9289000047138,171.79238248033587,392.0120849609375
1752.9238999995869,171.74337742604365,392.0120849609375
1753.918900001736,171.83122263798097,392.3158264160156
1754.9149000042235,172.03559808017445,392.5432434082031
1755.9099000063725,172.02564576856133,392.5811462402344
1756.905900001584,171.44259773306294,392.5432434082031
1757.900900003733,171.3670779377425,392.6189880371094
1758.8969000062207,170.28210070344056,391.6315612792969
1759.8919000010937,170.23945503494366,391.8599853515625
1760.8869000032428,171.6426993649022,392.7703552246094
1761.8829000057303,171.5248132822465,392.4674987792969
1762.8779000006034,171.69211936483578,391.74578857421875
1763.873900003091,170.92318829387224,391.0209045410156
1764.86890000524,171.21678343273345,391.09735107421875
1765.863900000113,171.72873677364012,391.1737976074219
1766.8599000026006,171.6928636200574,391.0591125488281
1767.8549000047497,172.00326122880793,392.9216003417969
1768.8508999999613,172.26409901729247,393.2613525390625
1769.8459000021103,171.66848443478955,391.8219299316406
1770.8409000042593,171.96192895798455,392.80816650390625
1771.836899999471,172.06015554415126,393.86358642578125
1772.83190000162,172.30133492606026,393.9386901855469
1773.8279000041075,172.0311264764695,393.6380310058594
1774.8229000062565,172.64294340172592,394.8747253417969
1775.8179000011296,172.70741479575227,394.5758056640625
1776.8139000036172,173.2848382547599,394.725341796875
1777.8089000057662,173.0831487746466,395.1358642578125
1778.8049000009778,173.20790587963702,394.94940185546875
1779.7999000031268,173.1413276309059,395.06134033203125
1780.7949000052758,172.97205425444105,395.61968994140625
1781.7909000004875,172.78625576512343,395.61968994140625
1782.7859000026365,173.3552660779888,395.02398681640625
1783.781900005124,173.17028284397256,395.5825500488281
1784.776899999997,173.49595797791773,396.2502136230469
1785.7719000021461,172.67659318366017,396.2872009277344
1786.7679000046337,173.3596083971919,395.3593444824219
1787.7628999995068,173.36378593185322,396.4721374511719
1788.7589000019943,172.74082848166123,396.50909423828125
1789.7539000041434,172.91258026953457,396.5829772949219
1790.7489000062924,173.37824270027835,396.9888610839844
1791.744900001504,173.15074822043076,396.6568908691406
1792.739900003653,172.94973163215482,396.50909423828125
1793.7359000061406,172.77523388505793,396.7306823730469
1794.7309000010137,172.80584021328258,395.9908752441406
1795.7269000035012,172.53615705010031,395.284912109375
1796.7219000056502,172.25515918342435,395.3221130371094
1797.7169000005233,171.83872466833412,395.5081481933594
1798.7129000030109,171.66963455303997,395.17315673828125
1799.70790000516,172.01124837447185,395.95379638671875
1800.7039000003715,171.87948919802295,395.284912109375
1801.6989000025205,172.3920015088555,396.50909423828125
1802.6939000046696,172.010407895458,395.87957763671875
1803.6898999998812,171.7063288266967,395.2476806640625
1804.6849000020302,172.10201865475193,396.4351806640625
1805.6809000045178,172.80943438471581,396.69378662109375
1806.6758999993908,172.29420569802627,396.50909423828125
1807.6709000015398,172.0116497221447,397.3936462402344
1808.6669000040274,172.70567991295638,398.2368469238281
1809.6619000061764,172.71352168491907,397.9440612792969
1810.657900001388,172.8432378444542,398.6385498046875
1811.652900003537,173.07259223574684,398.96649169921875
1812.647900005686,172.86110588644638,398.96649169921875
1813.6439000008977,172.63063744785023,398.6385498046875
1814.6389000030467,172.70628901890345,398.1271057128906
1815.6349000055343,172.42222906618701,398.96649169921875
1816.6299000004074,173.10051478171835,398.8937072753906
1817.6249000025564,172.69331603796303,398.2002868652344
1818.620900005044,172.51252923044217,397.4671630859375
1819.615899999917,172.53475038697118,397.72412109375
1820.6119000024046,172.33907551668128,397.72412109375
1821.6069000045536,172.2849914135576,397.24658203125
1822.6018999994267,172.24902468311544,397.6140441894531
1823.5979000019142,172.08820493529444,398.8572998046875
1824.5929000040633,171.94488587671395,400.1272277832031
1825.5888999992749,171.97791523836096,400.34393310546875
1826.583900001424,172.12021372269612,400.271728515625
1827.578900003573,172.24228725303598,400.7764892578125
1828.5749000060605,171.95026755819515,400.92041015625
1829.5699000009336,171.87979831825308,400.7044677734375
1830.5659000034211,171.7671851852313,401.3514709472656
1831.5609000055701,172.20382866891873,401.2079162597656
1832.5569000007818,171.93199977745005,400.7404479980469
1833.5519000029308,171.75444830031623,400.4521789550781
1834.5469000050798,171.71316746303015,400.7404479980469
1835.5429000002914,171.56660705358803,401.2796936035156
1836.5379000024404,171.9254109389117,401.3873596191406
1837.533900004928,171.7837670773876,401.4949035644531
1838.528899999801,171.92117683254943,401.4590759277344
