nist_wl_nm,line,nist_intensity,spec_wl_nm,spec_intensity
397.004,C II,7h,396.9685098222188,6172000659397.751
397.00848,D I,,396.9685098222188,6172000659397.751
397.00879,D I,,396.9685098222188,6172000659397.751
397.01152,D I,,396.9685098222188,6172000659397.751
397.01421,D I,,396.9685098222188,6172000659397.751
397.01422,D I,,396.9685098222188,6172000659397.751
410.11,N I,140,410.1107798222188,19290000529993.48
410.17435,D I,,410.1107798222188,19290000529993.48
410.17469,D I,,410.1107798222188,19290000529993.48
410.17759,D I,,410.1107798222188,19290000529993.48
410.18043,D I,,410.1107798222188,19290000529993.48
410.18044,D I,,410.1107798222188,19290000529993.48
430.754,C II,16hql,430.6875598222187,3770651261642.231
434.04663,D I,,433.9962798222187,81443109428571.4
434.04703,D I,,433.9962798222187,81443109428571.4
434.05033,D I,,433.9962798222187,81443109428571.4
434.05337,D I,,433.9962798222187,81443109428571.4
434.0534,D I,,433.9962798222187,81443109428571.4
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.945,B IV,1100*,465.9335598222188,4058973141596.696
465.96,C IV,200w,465.9335598222188,4058973141596.696
473.9295,C II,18,473.9893498222188,2547585183025.9824
473.9538,C I,3000,473.9893498222188,2547585183025.9824
473.9791,C I,6800,473.9893498222188,2547585183025.9824
474.3896,C I,4200,474.4590198222187,4219863281032.3154
486.018,N III,90,486.0862398222188,168810202778182.12
486.034,C I,1100bl(Nd II),486.0862398222188,168810202778182.12
486.1314,D I,,486.0862398222188,168810202778182.12
486.13185561,D I,,486.0862398222188,168810202778182.12
486.13194,D I,,486.0862398222188,168810202778182.12
486.13221428,D I,,486.0862398222188,168810202778182.12
486.133190313,D I,,486.0862398222188,168810202778182.12
486.13329561,D I,,486.0862398222188,168810202778182.12
486.13589,D I,,486.0862398222188,168810202778182.12
486.13961,D I,,486.0862398222188,168810202778182.12
486.13968,D I,,486.0862398222188,168810202778182.12
487.544,C I,2400bl(Ti II),487.4732398222188,2643162436088.7437
534.914,B II,15,534.8510098222188,20391271181506.25
551.63,C I,"1700d,l",551.6024798222188,2387290816942.5947
570.274,C II,6w*,570.2239998222187,2737537035500.3022
570.274,C II,6w*,570.2239998222187,2737537035500.3022
572.2366,C I,4800,572.1736498222187,36035360656732.73
586.6574,C I,1700,586.7359598222188,2324536229696.0137
589.0902,C II,16,589.0706198222188,66918164198848.11
589.1147,C I,2500,589.0706198222188,66918164198848.11
589.1402,C II,120,589.0706198222188,66918164198848.11
600.7691,C I,23000,600.8081098222187,3267552905162.4707
600.8842,C I,9600,600.8081098222187,3267552905162.4707
601.3901,C I,6400,601.3301398222188,5059902910213.609
603.963,C II,3h,603.9844998222188,2419033397673.6333
606.9947,C I,1700,607.0267998222188,16900303209373.271
608.1454,C I,1400,608.1196298222188,2390064194616.094
615.062,B II,40*,615.0228298222188,3353140662896.156
615.062,B II,40*,615.0228298222188,3353140662896.156
615.062,B II,40*,615.0228298222188,3353140662896.156
678.1801,C II,40,678.1320198222188,42353063826173.01
740.816,N I,160,740.8063398222188,2731770581137.331
740.828,N I,265,740.8063398222188,2731770581137.331
783.741,B III,800,783.6815798222187,2439547994041.0615
783.9261,C I,7800,783.8740198222188,5417687183322.611
784.357,B III,600,784.4034398222187,2582675762609.2134
786.271,C II,25w*,786.2831398222188,6003324176922.772
786.271,C II,25w*,786.2831398222188,6003324176922.772
786.271,C II,25w*,786.2831398222188,6003324176922.772
786.304,C I,110000bl(Ni),786.2831398222188,6003324176922.772
806.4337,C II,13,806.3980698222188,6065138020627.281
806.4573,C I,21000,806.3980698222188,6065138020627.281
814.28,C II,25*,814.3375898222188,103828311758093.64
814.28,C II,25*,814.3375898222188,103828311758093.64
814.28,C II,25*,814.3375898222188,103828311758093.64
