label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2646324314854;522287443913.9696;0.11783390373051317;;;
2;Lorentzian;433.0485552458759;566869733841.1785;0.07543380170799141;;;
3;Lorentzian;432.8067841005606;941327231317.2449;0.5815981343467946;;;
4;Lorentzian;431.71908517148825;1021284105422.1975;0.1790923661418753;;;
5;Lorentzian;431.57589578579046;1030582238329.3528;0.09382767237625655;;;
6;Lorentzian;431.33371369810345;520522216997.5732;0.07456521991049403;;;
7;Lorentzian;431.1189086841204;1143982847766.9075;0.13555114737952012;;;
8;Lorentzian;430.9809465351903;1336134434071.9617;0.1092780940740945;;;
9;Lorentzian;430.69753272734766;1748261768854.812;0.11301527237248532;;;
10;Lorentzian;430.3787436263419;1112658583919.1062;0.17470873440196266;;;
11;Lorentzian;430.1445144751802;715888230983.5552;0.11405320986294099;;;
12;Lorentzian;429.858545643772;1090870463649.1316;0.09232066489806012;;;
13;Lorentzian;429.75717141036387;848129073976.8054;0.15860363899786734;;;
