label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.23206858393297;568690938911.0087;0.10212583392047447;;;
2;Lorentzian;433.0063736120534;583804649070.468;0.1866218032550493;;;
3;Lorentzian;432.7401258696815;872315459850.3301;0.4431487407550727;;;
4;Lorentzian;431.7173518552401;965133776603.5607;0.15623016868036022;;;
5;Lorentzian;431.57729844064914;1093897926977.8009;0.10843141390896038;;;
6;Lorentzian;431.3246458034756;669308778128.3282;0.06829505713490391;;;
7;Lorentzian;431.1165421474945;1189180494446.0193;0.11718107536528022;;;
8;Lorentzian;430.98033737809544;1174466351692.6333;0.12100094776134052;;;
9;Lorentzian;430.6941512678543;1817105671359.9055;0.10465876568618304;;;
10;Lorentzian;430.37704171714915;1106653183084.5974;0.17775810823380533;;;
11;Lorentzian;430.14549031054213;700536160806.5159;0.10810874358015976;;;
12;Lorentzian;429.85619729216336;1150046792299.392;0.10031347321967088;;;
13;Lorentzian;429.7485684945821;850726574551.9946;0.1371518064560262;;;
