label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.23952987562245;597669247514.0303;0.09477245111618737;;;
2;Lorentzian;432.9914206427582;797280102651.4067;0.2576442711532123;;;
3;Lorentzian;432.68961281810624;835518008311.5228;0.3265708229886921;;;
4;Lorentzian;431.714803824434;1136890791462.923;0.16095805576737954;;;
5;Lorentzian;431.5728705525116;1007276218754.9639;0.10274699028944845;;;
6;Lorentzian;431.3268104679999;495937667040.9174;0.07416414849042985;;;
7;Lorentzian;431.10636800230003;1312491977496.3345;0.14022320965736412;;;
8;Lorentzian;430.97130330273666;1089647541048.0459;0.10836544479876364;;;
9;Lorentzian;430.69292651738215;1925825595285.65;0.10932590764775041;;;
10;Lorentzian;430.37651188274157;1078587425794.6119;0.1786566266678391;;;
11;Lorentzian;430.1458514833259;688491902181.2242;0.11108843446187011;;;
12;Lorentzian;429.85475108759795;1129789851224.35;0.10067603008901971;;;
13;Lorentzian;429.74796519802345;829272064587.8699;0.14141678844618033;;;
