label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2566762750923;616859873872.153;0.12983115916954668;;;
2;Lorentzian;432.98573489942976;833819335866.069;0.27416649720625186;;;
3;Lorentzian;432.70852510239496;820235610293.8413;0.3993684751008808;;;
4;Lorentzian;431.71637898253823;1043712794975.1793;0.19342989940690503;;;
5;Lorentzian;431.57252128834523;1096096837863.7422;0.09641368987292065;;;
6;Lorentzian;431.3311947694884;632474469926.2819;0.08203451276150853;;;
7;Lorentzian;431.1198340871654;1333864793580.5925;0.11495308867465193;;;
8;Lorentzian;430.9805068184053;1296469929240.9272;0.12919492204743754;;;
9;Lorentzian;430.69284925456276;1869284656003.459;0.10934602863608145;;;
10;Lorentzian;430.38065723337115;1103647250890.5361;0.18012533174790457;;;
11;Lorentzian;430.1490000075313;815495014429.5466;0.11829615070448884;;;
12;Lorentzian;429.8540043961938;1163594208080.0188;0.09938851814081939;;;
13;Lorentzian;429.75045898895195;1001038102233.7715;0.16193400831194804;;;
