label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2460757836632;1173272052119.55;0.11193092931411908;;;
2;Lorentzian;433.0260729328249;1037657014732.767;0.09277889620260549;;;
3;Lorentzian;432.7903252319337;1612483359770.671;0.5159608277308103;;;
4;Lorentzian;431.70617981892315;1455043602650.142;0.2282576346196441;;;
5;Lorentzian;431.5721644752217;1380511120957.784;0.09873760288887645;;;
6;Lorentzian;431.325073192994;886994159608.8802;0.092355992627835;;;
7;Lorentzian;431.1176974138385;1713686681319.8997;0.12606899205854782;;;
8;Lorentzian;430.97787158831045;1874721062250.5557;0.14203850359476577;;;
9;Lorentzian;430.6939286070931;2747801165994.711;0.12487883136615974;;;
10;Lorentzian;430.38020251892357;1748314932011.2698;0.206404113989489;;;
11;Lorentzian;430.1324368543817;1138007186936.9734;0.13377350603898108;;;
12;Lorentzian;429.85386872948493;1832678913685.9758;0.11665841469405969;;;
13;Lorentzian;429.7434787102887;1316843796261.042;0.14790456531249552;;;
