label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.25139297541955;573237882287.4344;0.12224498881189261;;;
2;Lorentzian;433.032550863311;580419644489.8734;0.0939086763264152;;;
3;Lorentzian;432.7794002366973;881901082083.0999;0.5660975494136467;;;
4;Lorentzian;431.7077694221631;994027180168.4457;0.1769976603377299;;;
5;Lorentzian;431.5712912036347;1029607248431.6057;0.09774714147686714;;;
6;Lorentzian;431.32593403622616;547137088503.64984;0.07689168545172986;;;
7;Lorentzian;431.1196112618905;1138405458412.7173;0.11215843441383377;;;
8;Lorentzian;430.98098405063706;1205539495459.543;0.13113371613090452;;;
9;Lorentzian;430.69409980422694;1673682609120.8586;0.11937371859104262;;;
10;Lorentzian;430.3773769555958;1018654167409.0526;0.17988842434474295;;;
11;Lorentzian;430.1421979836359;709385506127.8708;0.1084102655598218;;;
12;Lorentzian;429.85071735387345;1053173481347.8605;0.11288759946801452;;;
13;Lorentzian;429.7453745516365;808519174327.9889;0.1322547401750529;;;
