label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.24033695053527;568561063380.7571;0.10917872513350746;;;
2;Lorentzian;432.9702612655854;690427476632.1156;0.32356010365574006;;;
3;Lorentzian;432.68108647409537;723105747926.5712;0.30566188247764803;;;
4;Lorentzian;431.7135495829848;881952582704.6394;0.19417275805728718;;;
5;Lorentzian;431.57427107052257;937570720322.5208;0.09912747122351462;;;
6;Lorentzian;431.3262998707549;566856516556.0834;0.061075822615996866;;;
7;Lorentzian;431.10166023885137;1161869072290.277;0.15159421111708982;;;
8;Lorentzian;430.96619498641445;1069267282930.8253;0.09612911536842628;;;
9;Lorentzian;430.6945431958868;1636789430672.749;0.10540761248631902;;;
10;Lorentzian;430.37815488250806;975264609745.8798;0.1678200695002685;;;
11;Lorentzian;430.1453558381273;688459365459.5646;0.12838667901369227;;;
12;Lorentzian;429.857474466125;962491194843.8138;0.09978895514741737;;;
13;Lorentzian;429.7435332032945;762804942801.702;0.15461603646911293;;;
