label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2483723190049;783095177181.4033;0.1214433865377118;;;
2;Lorentzian;432.9944225022298;1008925540729.5757;0.2778296569375449;;;
3;Lorentzian;432.70252608558553;943465680533.7145;0.35299899251645117;;;
4;Lorentzian;431.7044692893628;1145051416465.9854;0.25669327847552825;;;
5;Lorentzian;431.57098909393454;944951761232.9336;0.0890060057432418;;;
6;Lorentzian;431.3287149963779;644846881848.0234;0.08383196634931256;;;
7;Lorentzian;431.1176721691249;1455146205496.2258;0.12400513240726774;;;
8;Lorentzian;430.98231966775484;1437106673987.513;0.12863582177190525;;;
9;Lorentzian;430.6966519918753;2114416764991.359;0.11444176984878318;;;
10;Lorentzian;430.3744332783319;1344967057347.115;0.17142303805195436;;;
11;Lorentzian;430.14553727602043;873180959155.2275;0.11691306072757479;;;
12;Lorentzian;429.85697621187114;1351858964985.6555;0.11452379335814555;;;
13;Lorentzian;429.74421358777244;1103286406119.1545;0.12690267381860743;;;
