label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.2479656405944;934178544533.57;0.11691736601056046;;;
2;Lorentzian;433.0216424800456;928745372203.7355;0.1284072874650044;;;
3;Lorentzian;432.75965060548424;1253799100086.8018;0.48585960707986375;;;
4;Lorentzian;431.70676325170217;1302843824518.964;0.22430076134145605;;;
5;Lorentzian;431.57037586187533;1191023763873.6418;0.09626617009383942;;;
6;Lorentzian;431.3218270461436;802804692948.0677;0.08154069687635879;;;
7;Lorentzian;431.1211559793142;1548961048658.479;0.10857872226446297;;;
8;Lorentzian;430.9796637275373;1798908385393.3237;0.12933953023771538;;;
9;Lorentzian;430.6970975504158;2479046903121.3745;0.1141621926027292;;;
10;Lorentzian;430.376302789987;1520991068047.592;0.1822323315621488;;;
11;Lorentzian;430.1445015869821;1021529845342.012;0.11505749813768285;;;
12;Lorentzian;429.8550003824498;1350729995812.8872;0.09873498020741556;;;
13;Lorentzian;429.7556640331484;1296146619495.0244;0.17178775475343855;;;
