label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.0757471150331;1468465805151.07;0.25227791352147033;;;
2;Lorentzian;432.80933075704087;1519010560955.0803;0.17504022205986347;;;
3;Lorentzian;432.67260074692535;1627607393285.9492;0.2311339959514047;;;
4;Lorentzian;431.69087162943634;1957013114853.4626;0.5084055561356493;;;
5;Lorentzian;431.57869371007797;1540571745472.7207;0.06842898419852084;;;
6;Lorentzian;431.3161236379407;1212078566149.8452;0.09139638157109609;;;
7;Lorentzian;431.1208568915587;2353579170180.8994;0.10796276320084175;;;
8;Lorentzian;430.9882813549585;3506893460387.481;0.13199801365391117;;;
9;Lorentzian;430.691755963405;4794938106993.926;0.10201101914246724;;;
10;Lorentzian;430.3691528324591;2940236231560.9175;0.20387720423303834;;;
11;Lorentzian;430.1517693016941;1434750764418.5312;0.1509971053676007;;;
12;Lorentzian;429.85478191278935;3950683484128.414;0.09541128463135262;;;
13;Lorentzian;429.7412620552656;2375597285646.9053;0.10703535954235122;;;
