label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;432.739909078997;648821336525.1821;0.1961854830018206;;;
2;Lorentzian;432.5920886554667;410503094950.2006;0.07776727201155298;;;
3;Lorentzian;432.02465033009895;273561541059.46033;0.05197611146249281;;;
4;Lorentzian;431.9054988056123;305086791167.37177;0.02950385859438187;;;
5;Lorentzian;431.7141598812196;778132794629.911;0.1458659778000304;;;
6;Lorentzian;431.576436190741;921654163637.239;0.09395262458765652;;;
7;Lorentzian;431.32243065200544;579187114554.2113;0.08985253598685627;;;
8;Lorentzian;431.1161502434707;1004412625118.4183;0.10008793716378417;;;
9;Lorentzian;430.9892416456785;1421000950593.4402;0.08737715156399428;;;
10;Lorentzian;430.6945598177221;1747081746516.9849;0.07330616160152736;;;
11;Lorentzian;430.5783706261164;341188325917.1312;0.042048231414915094;;;
12;Lorentzian;430.3672286142037;1003032087696.2943;0.10587845167109311;;;
13;Lorentzian;430.19388583389167;562186968288.3896;0.07510919298662211;;;
14;Lorentzian;429.8556994205976;1308974492528.7712;0.09377461753876659;;;
15;Lorentzian;429.74675615248253;931929084513.416;0.07070729735449977;;;
