label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;432.7713150475658;516402977417.9108;0.22438618322294657;;;
2;Lorentzian;432.5964948068625;418388803717.9731;0.07437628496305138;;;
3;Lorentzian;432.0340321494128;173575786429.03793;0.2845750750505749;;;
4;Lorentzian;431.7121145110012;726430808367.5092;0.1418205005038864;;;
5;Lorentzian;431.5720696684572;692344930878.7736;0.08212505666634895;;;
6;Lorentzian;431.3234517838368;482852501103.82544;0.10244269625589997;;;
7;Lorentzian;431.1216002112357;934795910445.5897;0.08015817421758165;;;
8;Lorentzian;430.99646013619315;1337092744730.3467;0.09769891301762978;;;
9;Lorentzian;430.6977796386617;1474927145906.7512;0.06616246878620169;;;
10;Lorentzian;430.57425861768576;351104730836.9852;0.047966840220969864;;;
11;Lorentzian;430.3719485832781;854217354706.7552;0.09938177601697129;;;
12;Lorentzian;430.2060314653258;374292043700.78296;0.07061947527470247;;;
13;Lorentzian;429.85413789539206;1060298688153.9882;0.09842373590098763;;;
14;Lorentzian;429.749794483267;688290506876.229;0.07916060961760119;;;
