label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;433.30576651530913;1507727667491.8242;0.13149180527367577;;;
2;Lorentzian;433.0659657834632;2719368320335.1523;0.10266397041355235;;;
3;Lorentzian;432.76666385190464;3385538465048.4575;0.3538381470817642;;;
4;Lorentzian;431.6651888322288;2755036521124.8687;0.5931553054478012;;;
5;Lorentzian;431.5869521297377;2143581323257.8342;0.0554067222523158;;;
6;Lorentzian;431.5125495057794;1195802253167.0366;8.460271039290035e-06;;;
7;Lorentzian;431.1027691979093;3883613383426.207;0.15690772067278314;;;
8;Lorentzian;430.9717314604681;3373541057921.658;0.1125669581126143;;;
9;Lorentzian;430.6975704697541;6805482303615.809;0.10876626396932876;;;
10;Lorentzian;430.3888205937712;4338654289681.5605;0.21370841975005828;;;
11;Lorentzian;430.1424885451424;2347388148799.769;0.18083650458942113;;;
12;Lorentzian;429.85946405872113;5447065615411.103;0.09063625612036885;;;
13;Lorentzian;429.74902069618594;4026346923351.414;0.12195139075261707;;;
