label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;432.7653529276899;979647543299.3015;0.3694652700016898;;;
2;Lorentzian;432.60233519620056;447776453229.2539;0.052434316192917496;;;
3;Lorentzian;432.04610371308087;568169316029.2957;0.06897749735679248;;;
4;Lorentzian;431.9082329605098;468246401062.22906;0.084652268036145;;;
5;Lorentzian;431.7155141467259;1130840635610.1487;0.10789183131978408;;;
6;Lorentzian;431.5760318355891;1488945335617.2932;0.10536622448739097;;;
7;Lorentzian;431.32012616554476;812366873924.1967;0.09864349869621591;;;
8;Lorentzian;431.12023777376925;1573961282730.5574;0.09778402291249488;;;
9;Lorentzian;430.99219578226115;1951646610200.4148;0.11586364438762597;;;
10;Lorentzian;430.69402421505777;2598494673207.008;0.10292875262777335;;;
11;Lorentzian;430.3760244092067;1459238703966.5312;0.1493359310402731;;;
12;Lorentzian;430.17477509003686;746518073397.517;0.11562216633211886;;;
13;Lorentzian;429.85413330002035;2026569282569.133;0.09010686240447097;;;
14;Lorentzian;429.7487101118715;1522827803200.9836;0.0767381985067872;;;
