label;model;x0;ampli;fwhm;fwhm_l;fwhm_r;alpha
1;Lorentzian;432.8047914805276;584356636510.6837;0.07921034582639708;;;
2;Lorentzian;432.6539859607095;588845343075.488;0.2247247224619331;;;
3;Lorentzian;432.0351727249337;324998433584.43524;0.07628479762598062;;;
4;Lorentzian;431.9289911365348;291723581629.85876;0.08806839783783715;;;
5;Lorentzian;431.7037194781431;899995228519.9717;0.10314494362210214;;;
6;Lorentzian;431.57343531938784;1026264528858.305;0.10832962448020789;;;
7;Lorentzian;431.31811248265933;552131207643.3851;0.10447900130385879;;;
8;Lorentzian;431.1298504697231;1002853095519.3828;0.0683374298687367;;;
9;Lorentzian;431.00199819100555;1685512441464.894;0.1202466748369102;;;
10;Lorentzian;430.698153101452;1938545725859.24;0.07908263269078564;;;
11;Lorentzian;430.5816763022812;586825134015.169;0.042706732776864875;;;
12;Lorentzian;430.37465174823654;1221932138486.2092;0.11357680877105425;;;
13;Lorentzian;430.2042247165891;373680596203.4408;0.09250592824128212;;;
14;Lorentzian;429.8553681430948;1488401969340.905;0.08812690986640392;;;
15;Lorentzian;429.7508201849053;1060720048566.745;0.07131662605853739;;;
