# SDTrimSP: VERSION 7.03    18.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (back_sputtered-recoil)       
        4000         640  ! NH NR
#     species     gen/coll      fluence   end-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.12500E+00  0.46817E+01  0.44319E-02  0.16997E+02  0.28065E-01 -0.37095E+01  0.17969E+02  0.90957E+00  0.37139E+01  0.97235E+00  0.88150E+00  0.89446E+00  0.74087E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.19032E-02  0.00000E+00  0.38313E-01
            2            1  0.12500E+00  0.26257E+02  0.19012E+00  0.51664E+02  0.15029E+01 -0.40427E+01  0.55775E+02 -0.91156E+01  0.42328E+01  0.41109E+01  0.10619E+02  0.65801E+00  0.32463E+00  0.74222E+01  0.11005E+03  0.10933E+03  0.11050E+02  0.88705E+02  0.20231E+02
            2            1  0.12500E+00  0.18663E+03  0.16667E+01  0.21916E+03 -0.21224E+03 -0.42382E+01  0.21926E+03 -0.21242E+03  0.59049E+01  0.94478E-01  0.18162E+00  0.99939E+00  0.46150E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.32353E+01  0.00000E+00  0.28488E+01
            2            1  0.12500E+00  0.44691E+01  0.14622E+00  0.17628E+02 -0.59285E-01 -0.47434E+01  0.18950E+02 -0.31013E+01  0.48896E+01  0.13223E+01  0.30420E+01  0.64838E+00  0.39864E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.70929E-01  0.00000E+00  0.14556E+01
            2            1  0.12500E+00  0.59267E+00  0.93045E+00  0.76785E+02 -0.25192E+00 -0.47587E+01  0.77125E+02  0.13060E+01  0.56892E+01  0.34037E+00  0.15580E+01  0.68281E+00  0.21344E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.28998E+00  0.00000E+00  0.10798E+02
            2            1  0.12500E+00  0.87560E+02  0.66926E+01  0.54095E+02  0.17161E+01 -0.38757E+01  0.58530E+02  0.32250E+01  0.10568E+02  0.44350E+01  0.15089E+01  0.93706E+00  0.79932E+00  0.57485E+01  0.19538E+02  0.17901E+02  0.11085E+02  0.00000E+00  0.17733E+02
            2            1  0.12500E+00  0.71641E+01  0.18312E+01  0.28075E+02 -0.16358E-01 -0.37611E+01  0.29297E+02 -0.21150E+00  0.55923E+01  0.12224E+01  0.40528E+00  0.95149E+00  0.83385E+00 -0.50967E+00  0.68206E+01  0.57675E+01  0.11067E+01  0.00000E+00  0.11476E+02
            2            1  0.12500E+00  0.11381E+03  0.16994E+01  0.24556E+02  0.13658E+00 -0.35791E+01  0.24781E+02  0.14007E+02  0.52785E+01  0.71005E+00  0.13870E+02  0.54925E+00  0.13253E+00  0.76648E+01  0.21165E+03  0.20997E+03  0.18081E+02  0.18910E+03  0.16708E+02
            2            1  0.12500E+00  0.35554E+03  0.88417E+01  0.63282E+02 -0.24497E+00 -0.44903E+01  0.73043E+02 -0.10789E+02  0.13332E+02  0.97605E+01  0.10544E+02  0.66767E+00  0.69696E+00  0.11698E+02  0.41358E+02  0.37504E+02  0.35993E+02  0.00000E+00  0.15342E+02
            2            1  0.12500E+00  0.24145E+02  0.67708E+01  0.46518E+02 -0.10594E+01 -0.43876E+01  0.57760E+02 -0.20852E+01  0.11158E+02  0.11241E+02  0.26405E+01  0.43617E+00  0.90048E+00  0.75054E+01  0.90588E+02  0.86401E+02  0.11846E+02  0.38016E+02  0.27470E+02
#ende
          10   number particle from SDTrimSP
