# SDTrimSP: VERSION 7.03    16.08.2025
T -> B  flux=5E20                                                               
          10   maxnumber (stopped-recoil E(start)>ED)  
       10000         640  ! NH NR
#     species     gen/coll      fluence start-energy      x_start      y_start      z_start        x_end        y_end        z_end        x_max        y_max        z_max         cosp         cosa   pathlength e_transf_sum     e_transf   e_con_elec  e_transf>ED         time
            2            1  0.10000E+00  0.27887E+02  0.86402E+00  0.19616E+02 -0.23254E+00 -0.19461E-01  0.30236E+02  0.23534E+01  0.50084E+01  0.10620E+02  0.25860E+01  0.00000E+00  0.00000E+00  0.57795E+01  0.23441E+02  0.21566E+02  0.33030E+01  0.00000E+00  0.48219E+02
            2            1  0.10000E+00  0.27517E+02  0.10235E+01  0.22071E+02  0.11943E+00  0.13549E+01  0.25025E+02 -0.36830E+00  0.33146E+00  0.29545E+01  0.58282E+00  0.00000E+00  0.00000E+00  0.31128E+01  0.26399E+02  0.25220E+02  0.11185E+01  0.00000E+00  0.17511E+02
            2            1  0.10000E+00  0.27261E+02  0.53083E+00  0.17561E+02  0.21593E+00  0.22997E+01  0.19740E+02  0.15647E+01  0.17689E+01  0.21786E+01  0.13487E+01  0.00000E+00  0.00000E+00  0.32233E+01  0.24026E+02  0.22464E+02  0.20411E+01  0.00000E+00  0.17374E+02
            2            1  0.10000E+00  0.27581E+02  0.30548E+00  0.18845E+02 -0.71707E+00  0.16619E+01  0.21755E+02 -0.46115E+01  0.13565E+01  0.37577E+01  0.38944E+01  0.00000E+00  0.00000E+00  0.66701E+01  0.24113E+02  0.22465E+02  0.34686E+01  0.00000E+00  0.43803E+02
            2            1  0.10000E+00  0.27580E+02  0.12113E+00  0.15450E+02 -0.26225E+00 -0.13446E+01  0.34228E+02  0.13679E+02  0.41060E+01  0.18777E+02  0.13941E+02  0.00000E+00  0.00000E+00  0.74053E+00  0.24724E+02  0.20619E+02  0.18949E+01  0.00000E+00  0.17038E+02
            2            1  0.10000E+00  0.26334E+02  0.78174E+00  0.20165E+02  0.11895E+01  0.41292E-01  0.31528E+02  0.88407E+01  0.44118E+01  0.11363E+02  0.76512E+01  0.00000E+00  0.00000E+00  0.41810E+01  0.24351E+02  0.19609E+02  0.19826E+01  0.00000E+00  0.44945E+02
            2            1  0.20000E+00  0.25209E+02  0.17524E+01  0.16318E+02  0.11161E+01  0.45614E+01  0.15349E+02  0.30764E+01  0.28090E+01  0.96943E+00  0.19603E+01  0.00000E+00  0.00000E+00  0.42026E+01  0.23327E+02  0.19797E+02  0.18819E+01  0.00000E+00  0.38354E+02
            2            1  0.20000E+00  0.25162E+02  0.14116E+00  0.22515E+02 -0.83428E+00  0.56729E+00  0.24393E+02 -0.36077E+00  0.44518E+00  0.18780E+01  0.47350E+00  0.00000E+00  0.00000E+00  0.22459E+01  0.24192E+02  0.22826E+02  0.97016E+00  0.00000E+00  0.20584E+02
            2            1  0.20000E+00  0.29689E+02  0.34872E+00  0.15733E+02 -0.28375E+00  0.24469E+01  0.18674E+02 -0.13433E+01  0.20982E+01  0.29414E+01  0.11791E+01  0.00000E+00  0.00000E+00  0.44537E+01  0.27568E+02  0.26488E+02  0.21210E+01  0.00000E+00  0.33810E+02
            2            1  0.20000E+00  0.30851E+02  0.43711E+00  0.19548E+02  0.50961E+00  0.86153E+00  0.21492E+02  0.50230E+00  0.17610E+00  0.14133E+01  0.15289E+00  0.00000E+00  0.00000E+00  0.14324E+01  0.28846E+02  0.28846E+02  0.11093E+01  0.26942E+02  0.61601E+01
#ende
          10   number particle from SDTrimSP
